rec,date,time,bar,close,high,low,f1,f2,f3
L,1260821,200,286,71.58,71.68,70.61,U,2,70.4657
L,1260821,200,286,71.58,71.68,70.61,U,3,70.2686
L,1260821,200,286,71.58,71.68,70.61,U,4,70.9665
L,1260821,200,286,71.58,71.68,70.61,U,5,69.4140
L,1260821,200,286,71.58,71.68,70.61,U,6,69.8937
L,1260821,200,286,71.58,71.68,70.61,U,7,70.1288
L,1260821,200,286,71.58,71.68,70.61,U,8,67.2440
L,1260821,200,286,71.58,71.68,70.61,U,9,65.6586
L,1260821,200,286,71.58,71.68,70.61,U,10,63.9355
L,1260821,200,286,71.58,71.68,70.61,U,11,63.8478
L,1260821,200,286,71.58,71.68,70.61,U,12,69.6000
L,1260821,200,286,71.58,71.68,70.61,U,13,73.5680
L,1260821,200,286,71.58,71.68,70.61,L,0,70.3682
L,1260821,200,286,71.58,71.68,70.61,L,1,70.0780
L,1260821,200,286,71.58,71.68,70.61,L,2,70.7400
L,1260821,200,286,71.58,71.68,70.61,L,3,70.6841
L,1260821,200,286,71.58,71.68,70.61,L,4,72.5935
L,1260821,200,286,71.58,71.68,70.61,L,5,73.1524
L,1260821,200,286,71.58,71.68,70.61,L,6,72.6348
L,1260821,200,286,71.58,71.68,70.61,L,7,73.9507
L,1260821,200,286,71.58,71.68,70.61,L,8,73.5330
L,1260821,200,286,71.58,71.68,70.61,L,9,74.8400
L,1260821,200,286,71.58,71.68,70.61,L,10,74.9839
L,1260821,200,286,71.58,71.68,70.61,L,11,74.9552
L,1260821,200,286,71.58,71.68,70.61,L,12,77.1189
L,1260821,200,286,71.58,71.68,70.61,L,13,80.9488
L,1260821,200,286,71.58,71.68,70.61,L,14,81.0989
L,1260821,200,286,71.58,71.68,70.61,L,15,82.8556
L,1260821,200,286,71.58,71.68,70.61,L,16,83.5049
L,1260821,200,286,71.58,71.68,70.61,L,17,83.5312
L,1260821,200,286,71.58,71.68,70.61,L,18,83.6285
L,1260821,200,286,71.58,71.68,70.61,L,19,85.7660
L,1260821,200,286,71.58,71.68,70.61,L,20,86.7569
L,1260821,200,286,71.58,71.68,70.61,L,21,86.5716
L,1260821,200,286,71.58,71.68,70.61,L,22,87.0644
L,1260821,200,286,71.58,71.68,70.61,L,23,84.2351
L,1260821,200,286,71.58,71.68,70.61,L,24,84.8400
L,1260821,200,286,71.58,71.68,70.61,L,25,84.9043
L,1260821,200,286,71.58,71.68,70.61,L,26,86.6732
L,1260821,200,286,71.58,71.68,70.61,L,27,86.4523
L,1260821,200,286,71.58,71.68,70.61,L,28,87.2388
L,1260821,200,286,71.58,71.68,70.61,L,29,86.0010
L,1260821,200,286,71.58,71.68,70.61,L,30,85.5380
L,1260821,200,286,71.58,71.68,70.61,L,31,88.1156
L,1260821,200,286,71.58,71.68,70.61,L,32,90.1794
L,1260821,200,286,71.58,71.68,70.61,L,33,91.8906
L,1260821,200,286,71.58,71.68,70.61,L,34,92.9259
L,1260821,200,286,71.58,71.68,70.61,L,35,93.6892
L,1260821,200,286,71.58,71.68,70.61,L,36,96.7445
L,1260821,200,286,71.58,71.68,70.61,L,37,97.3543
L,1260821,200,286,71.58,71.68,70.61,L,38,96.2360
L,1260821,200,286,71.58,71.68,70.61,L,39,98.4054
L,1260821,200,286,71.58,71.68,70.61,L,40,96.6127
L,1260821,200,286,71.58,71.68,70.61,L,41,98.1905
L,1260821,200,286,71.58,71.68,70.61,L,42,99.0850
L,1260821,200,286,71.58,71.68,70.61,L,43,99.9815
L,1260821,200,286,71.58,71.68,70.61,L,44,96.9953
L,1260821,200,286,71.58,71.68,70.61,L,45,100.6812
L,1260821,200,286,71.58,71.68,70.61,L,46,103.4017
L,1260821,200,286,71.58,71.68,70.61,L,47,107.9881
L,1260821,200,286,71.58,71.68,70.61,L,48,115.6783
L,1260821,200,286,71.58,71.68,70.61,L,49,125.6615
L,1260821,200,286,71.58,71.68,70.61,L,50,128.7056
L,1260821,200,286,71.58,71.68,70.61,L,51,120.5370
L,1260821,200,286,71.58,71.68,70.61,L,52,105.8190
L,1260821,200,286,71.58,71.68,70.61,L,53,118.9244
L,1260821,200,286,71.58,71.68,70.61,L,54,167.5967
L,1260821,200,286,71.58,71.68,70.61,L,55,200.6130
L,1260821,200,286,71.58,71.68,70.61,L,56,174.6267
X,1260821,200,286,71.58,71.68,70.61,70.0658
X,1260821,200,286,71.58,71.68,70.61,70.3388
X,1260821,200,286,71.58,71.68,70.61,70.0261
K,1260821,200,286,71.58,71.68,70.61,70.2604,7
Q,1260821,200,286,71.58,71.68,70.61,70.3388,16
L,1260821,300,287,71.81,71.85,71.29,U,0,70.3525
L,1260821,300,287,71.81,71.85,71.29,U,1,69.9021
L,1260821,300,287,71.81,71.85,71.29,U,2,70.3396
L,1260821,300,287,71.81,71.85,71.29,U,3,70.1394
L,1260821,300,287,71.81,71.85,71.29,U,4,70.8486
L,1260821,300,287,71.81,71.85,71.29,U,5,69.2710
L,1260821,300,287,71.81,71.85,71.29,U,6,69.7584
L,1260821,300,287,71.81,71.85,71.29,U,7,69.9974
L,1260821,300,287,71.81,71.85,71.29,U,8,67.0660
L,1260821,300,287,71.81,71.85,71.29,U,9,65.4550
L,1260821,300,287,71.81,71.85,71.29,U,10,63.7041
L,1260821,300,287,71.81,71.85,71.29,U,11,63.6150
L,1260821,300,287,71.81,71.85,71.29,U,12,69.4600
L,1260821,300,287,71.81,71.85,71.29,U,13,73.4920
L,1260821,300,287,71.81,71.85,71.29,L,0,70.4224
L,1260821,300,287,71.81,71.85,71.29,L,1,70.1310
L,1260821,300,287,71.81,71.85,71.29,L,2,70.7956
L,1260821,300,287,71.81,71.85,71.29,L,3,70.7395
L,1260821,300,287,71.81,71.85,71.29,L,4,72.6562
L,1260821,300,287,71.81,71.85,71.29,L,5,73.2172
L,1260821,300,287,71.81,71.85,71.29,L,6,72.6976
L,1260821,300,287,71.81,71.85,71.29,L,7,74.0187
L,1260821,300,287,71.81,71.85,71.29,L,8,73.5993
L,1260821,300,287,71.81,71.85,71.29,L,9,74.9114
L,1260821,300,287,71.81,71.85,71.29,L,10,75.0559
L,1260821,300,287,71.81,71.85,71.29,L,11,75.0271
L,1260821,300,287,71.81,71.85,71.29,L,12,77.1991
L,1260821,300,287,71.81,71.85,71.29,L,13,81.0438
L,1260821,300,287,71.81,71.85,71.29,L,14,81.1944
L,1260821,300,287,71.81,71.85,71.29,L,15,82.9580
L,1260821,300,287,71.81,71.85,71.29,L,16,83.6098
L,1260821,300,287,71.81,71.85,71.29,L,17,83.6362
L,1260821,300,287,71.81,71.85,71.29,L,18,83.7339
L,1260821,300,287,71.81,71.85,71.29,L,19,85.8796
L,1260821,300,287,71.81,71.85,71.29,L,20,86.8743
L,1260821,300,287,71.81,71.85,71.29,L,21,86.6883
L,1260821,300,287,71.81,71.85,71.29,L,22,87.1829
L,1260821,300,287,71.81,71.85,71.29,L,23,84.3428
L,1260821,300,287,71.81,71.85,71.29,L,24,84.9500
L,1260821,300,287,71.81,71.85,71.29,L,25,85.0146
L,1260821,300,287,71.81,71.85,71.29,L,26,86.7903
L,1260821,300,287,71.81,71.85,71.29,L,27,86.5685
L,1260821,300,287,71.81,71.85,71.29,L,28,87.3581
L,1260821,300,287,71.81,71.85,71.29,L,29,86.1155
L,1260821,300,287,71.81,71.85,71.29,L,30,85.6507
L,1260821,300,287,71.81,71.85,71.29,L,31,88.2382
L,1260821,300,287,71.81,71.85,71.29,L,32,90.3100
L,1260821,300,287,71.81,71.85,71.29,L,33,92.0278
L,1260821,300,287,71.81,71.85,71.29,L,34,93.0671
L,1260821,300,287,71.81,71.85,71.29,L,35,93.8333
L,1260821,300,287,71.81,71.85,71.29,L,36,96.9005
L,1260821,300,287,71.81,71.85,71.29,L,37,97.5126
L,1260821,300,287,71.81,71.85,71.29,L,38,96.3900
L,1260821,300,287,71.81,71.85,71.29,L,39,98.5678
L,1260821,300,287,71.81,71.85,71.29,L,40,96.7682
L,1260821,300,287,71.81,71.85,71.29,L,41,98.3521
L,1260821,300,287,71.81,71.85,71.29,L,42,99.2500
L,1260821,300,287,71.81,71.85,71.29,L,43,100.1500
L,1260821,300,287,71.81,71.85,71.29,L,44,97.1523
L,1260821,300,287,71.81,71.85,71.29,L,45,100.8523
L,1260821,300,287,71.81,71.85,71.29,L,46,103.5833
L,1260821,300,287,71.81,71.85,71.29,L,47,108.1875
L,1260821,300,287,71.81,71.85,71.29,L,48,115.9073
L,1260821,300,287,71.81,71.85,71.29,L,49,125.9291
L,1260821,300,287,71.81,71.85,71.29,L,50,128.9849
L,1260821,300,287,71.81,71.85,71.29,L,51,120.7848
L,1260821,300,287,71.81,71.85,71.29,L,52,106.0100
L,1260821,300,287,71.81,71.85,71.29,L,53,119.1660
L,1260821,300,287,71.81,71.85,71.29,L,54,168.0262
L,1260821,300,287,71.81,71.85,71.29,L,55,201.1700
L,1260821,300,287,71.81,71.85,71.29,L,56,175.0833
X,1260821,300,287,71.81,71.85,71.29,70.4014
X,1260821,300,287,71.81,71.85,71.29,70.3975
X,1260821,300,287,71.81,71.85,71.29,70.0926
X,1260821,300,287,71.81,71.85,71.29,73.5493
K,1260821,300,287,71.81,71.85,71.29,70.1437,6
Q,1260821,300,287,71.81,71.85,71.29,70.4014,14
L,1260821,400,288,71.78,72.01,71.70,U,0,70.2267
L,1260821,400,288,71.78,72.01,71.70,U,1,69.7691
L,1260821,400,288,71.78,72.01,71.70,U,2,70.2136
L,1260821,400,288,71.78,72.01,71.70,U,3,70.0102
L,1260821,400,288,71.78,72.01,71.70,U,4,70.7306
L,1260821,400,288,71.78,72.01,71.70,U,5,69.1280
L,1260821,400,288,71.78,72.01,71.70,U,6,69.6232
L,1260821,400,288,71.78,72.01,71.70,U,7,69.8659
L,1260821,400,288,71.78,72.01,71.70,U,8,66.8880
L,1260821,400,288,71.78,72.01,71.70,U,9,65.2514
L,1260821,400,288,71.78,72.01,71.70,U,10,63.4727
L,1260821,400,288,71.78,72.01,71.70,U,11,63.3822
L,1260821,400,288,71.78,72.01,71.70,U,12,69.3200
L,1260821,400,288,71.78,72.01,71.70,U,13,73.4160
L,1260821,400,288,71.78,72.01,71.70,L,0,70.4765
L,1260821,400,288,71.78,72.01,71.70,L,1,70.1840
L,1260821,400,288,71.78,72.01,71.70,L,2,70.8512
L,1260821,400,288,71.78,72.01,71.70,L,3,70.7948
L,1260821,400,288,71.78,72.01,71.70,L,4,72.7189
L,1260821,400,288,71.78,72.01,71.70,L,5,73.2821
L,1260821,400,288,71.78,72.01,71.70,L,6,72.7605
L,1260821,400,288,71.78,72.01,71.70,L,7,74.0867
L,1260821,400,288,71.78,72.01,71.70,L,8,73.6657
L,1260821,400,288,71.78,72.01,71.70,L,9,74.9828
L,1260821,400,288,71.78,72.01,71.70,L,10,75.1278
L,1260821,400,288,71.78,72.01,71.70,L,11,75.0989
L,1260821,400,288,71.78,72.01,71.70,L,12,77.2792
L,1260821,400,288,71.78,72.01,71.70,L,13,81.1388
L,1260821,400,288,71.78,72.01,71.70,L,14,81.2900
L,1260821,400,288,71.78,72.01,71.70,L,15,83.0603
L,1260821,400,288,71.78,72.01,71.70,L,16,83.7146
L,1260821,400,288,71.78,72.01,71.70,L,17,83.7411
L,1260821,400,288,71.78,72.01,71.70,L,18,83.8392
L,1260821,400,288,71.78,72.01,71.70,L,19,85.9932
L,1260821,400,288,71.78,72.01,71.70,L,20,86.9917
L,1260821,400,288,71.78,72.01,71.70,L,21,86.8050
L,1260821,400,288,71.78,72.01,71.70,L,22,87.3015
L,1260821,400,288,71.78,72.01,71.70,L,23,84.4505
L,1260821,400,288,71.78,72.01,71.70,L,24,85.0600
L,1260821,400,288,71.78,72.01,71.70,L,25,85.1248
L,1260821,400,288,71.78,72.01,71.70,L,26,86.9073
L,1260821,400,288,71.78,72.01,71.70,L,27,86.6848
L,1260821,400,288,71.78,72.01,71.70,L,28,87.4773
L,1260821,400,288,71.78,72.01,71.70,L,29,86.2300
L,1260821,400,288,71.78,72.01,71.70,L,30,85.7634
L,1260821,400,288,71.78,72.01,71.70,L,31,88.3609
L,1260821,400,288,71.78,72.01,71.70,L,32,90.4406
L,1260821,400,288,71.78,72.01,71.70,L,33,92.1650
L,1260821,400,288,71.78,72.01,71.70,L,34,93.2083
L,1260821,400,288,71.78,72.01,71.70,L,35,93.9775
L,1260821,400,288,71.78,72.01,71.70,L,36,97.0564
L,1260821,400,288,71.78,72.01,71.70,L,37,97.6709
L,1260821,400,288,71.78,72.01,71.70,L,38,96.5440
L,1260821,400,288,71.78,72.01,71.70,L,39,98.7302
L,1260821,400,288,71.78,72.01,71.70,L,40,96.9236
L,1260821,400,288,71.78,72.01,71.70,L,41,98.5136
L,1260821,400,288,71.78,72.01,71.70,L,42,99.4150
L,1260821,400,288,71.78,72.01,71.70,L,43,100.3185
L,1260821,400,288,71.78,72.01,71.70,L,44,97.3092
L,1260821,400,288,71.78,72.01,71.70,L,45,101.0235
L,1260821,400,288,71.78,72.01,71.70,L,46,103.7650
L,1260821,400,288,71.78,72.01,71.70,L,47,108.3869
L,1260821,400,288,71.78,72.01,71.70,L,48,116.1364
L,1260821,400,288,71.78,72.01,71.70,L,49,126.1967
L,1260821,400,288,71.78,72.01,71.70,L,50,129.2643
L,1260821,400,288,71.78,72.01,71.70,L,51,121.0326
L,1260821,400,288,71.78,72.01,71.70,L,52,106.2010
L,1260821,400,288,71.78,72.01,71.70,L,53,119.4076
L,1260821,400,288,71.78,72.01,71.70,L,54,168.4557
L,1260821,400,288,71.78,72.01,71.70,L,55,201.7270
L,1260821,400,288,71.78,72.01,71.70,L,56,175.5400
X,1260821,400,288,71.78,72.01,71.70,70.1335
X,1260821,400,288,71.78,72.01,71.70,70.8126
X,1260821,400,288,71.78,72.01,71.70,70.7743
K,1260821,400,288,71.78,72.01,71.70,70.1001,5
Q,1260821,400,288,71.78,72.01,71.70,70.1335,9
L,1260821,500,289,71.90,72.17,71.56,U,0,70.1008
L,1260821,500,289,71.90,72.17,71.56,U,1,69.6361
L,1260821,500,289,71.90,72.17,71.56,U,2,70.0875
L,1260821,500,289,71.90,72.17,71.56,U,3,69.8810
L,1260821,500,289,71.90,72.17,71.56,U,4,70.6127
L,1260821,500,289,71.90,72.17,71.56,U,5,68.9850
L,1260821,500,289,71.90,72.17,71.56,U,6,69.4879
L,1260821,500,289,71.90,72.17,71.56,U,7,69.7344
L,1260821,500,289,71.90,72.17,71.56,U,8,66.7100
L,1260821,500,289,71.90,72.17,71.56,U,9,65.0479
L,1260821,500,289,71.90,72.17,71.56,U,10,63.2414
L,1260821,500,289,71.90,72.17,71.56,U,11,63.1494
L,1260821,500,289,71.90,72.17,71.56,U,12,69.1800
L,1260821,500,289,71.90,72.17,71.56,U,13,73.3400
L,1260821,500,289,71.90,72.17,71.56,L,0,70.5306
L,1260821,500,289,71.90,72.17,71.56,L,1,70.2370
L,1260821,500,289,71.90,72.17,71.56,L,2,70.9067
L,1260821,500,289,71.90,72.17,71.56,L,3,70.8502
L,1260821,500,289,71.90,72.17,71.56,L,4,72.7816
L,1260821,500,289,71.90,72.17,71.56,L,5,73.3470
L,1260821,500,289,71.90,72.17,71.56,L,6,72.8234
L,1260821,500,289,71.90,72.17,71.56,L,7,74.1546
L,1260821,500,289,71.90,72.17,71.56,L,8,73.7320
L,1260821,500,289,71.90,72.17,71.56,L,9,75.0542
L,1260821,500,289,71.90,72.17,71.56,L,10,75.1998
L,1260821,500,289,71.90,72.17,71.56,L,11,75.1707
L,1260821,500,289,71.90,72.17,71.56,L,12,77.3594
L,1260821,500,289,71.90,72.17,71.56,L,13,81.2337
L,1260821,500,289,71.90,72.17,71.56,L,14,81.3856
L,1260821,500,289,71.90,72.17,71.56,L,15,83.1626
L,1260821,500,289,71.90,72.17,71.56,L,16,83.8195
L,1260821,500,289,71.90,72.17,71.56,L,17,83.8461
L,1260821,500,289,71.90,72.17,71.56,L,18,83.9445
L,1260821,500,289,71.90,72.17,71.56,L,19,86.1068
L,1260821,500,289,71.90,72.17,71.56,L,20,87.1091
L,1260821,500,289,71.90,72.17,71.56,L,21,86.9217
L,1260821,500,289,71.90,72.17,71.56,L,22,87.4201
L,1260821,500,289,71.90,72.17,71.56,L,23,84.5581
L,1260821,500,289,71.90,72.17,71.56,L,24,85.1700
L,1260821,500,289,71.90,72.17,71.56,L,25,85.2351
L,1260821,500,289,71.90,72.17,71.56,L,26,87.0244
L,1260821,500,289,71.90,72.17,71.56,L,27,86.8010
L,1260821,500,289,71.90,72.17,71.56,L,28,87.5966
L,1260821,500,289,71.90,72.17,71.56,L,29,86.3445
L,1260821,500,289,71.90,72.17,71.56,L,30,85.8761
L,1260821,500,289,71.90,72.17,71.56,L,31,88.4835
L,1260821,500,289,71.90,72.17,71.56,L,32,90.5712
L,1260821,500,289,71.90,72.17,71.56,L,33,92.3022
L,1260821,500,289,71.90,72.17,71.56,L,34,93.3495
L,1260821,500,289,71.90,72.17,71.56,L,35,94.1217
L,1260821,500,289,71.90,72.17,71.56,L,36,97.2124
L,1260821,500,289,71.90,72.17,71.56,L,37,97.8293
L,1260821,500,289,71.90,72.17,71.56,L,38,96.6980
L,1260821,500,289,71.90,72.17,71.56,L,39,98.8926
L,1260821,500,289,71.90,72.17,71.56,L,40,97.0791
L,1260821,500,289,71.90,72.17,71.56,L,41,98.6752
L,1260821,500,289,71.90,72.17,71.56,L,42,99.5800
L,1260821,500,289,71.90,72.17,71.56,L,43,100.4869
L,1260821,500,289,71.90,72.17,71.56,L,44,97.4661
L,1260821,500,289,71.90,72.17,71.56,L,45,101.1947
L,1260821,500,289,71.90,72.17,71.56,L,46,103.9467
L,1260821,500,289,71.90,72.17,71.56,L,47,108.5862
L,1260821,500,289,71.90,72.17,71.56,L,48,116.3655
L,1260821,500,289,71.90,72.17,71.56,L,49,126.4643
L,1260821,500,289,71.90,72.17,71.56,L,50,129.5437
L,1260821,500,289,71.90,72.17,71.56,L,51,121.2804
L,1260821,500,289,71.90,72.17,71.56,L,52,106.3920
L,1260821,500,289,71.90,72.17,71.56,L,53,119.6492
L,1260821,500,289,71.90,72.17,71.56,L,54,168.8852
L,1260821,500,289,71.90,72.17,71.56,L,55,202.2840
L,1260821,500,289,71.90,72.17,71.56,L,56,175.9967
X,1260821,500,289,71.90,72.17,71.56,70.1967
X,1260821,500,289,71.90,72.17,71.56,70.1928
X,1260821,500,289,71.90,72.17,71.56,73.3438
K,1260821,500,289,71.90,72.17,71.56,70.1418,3
Q,1260821,500,289,71.90,72.17,71.56,70.1967,9
L,1260821,600,290,71.98,72.15,71.75,U,0,72.0760
L,1260821,600,290,71.98,72.15,71.75,U,1,69.9750
L,1260821,600,290,71.98,72.15,71.75,U,2,69.5032
L,1260821,600,290,71.98,72.15,71.75,U,3,69.9615
L,1260821,600,290,71.98,72.15,71.75,U,4,69.7518
L,1260821,600,290,71.98,72.15,71.75,U,5,70.4947
L,1260821,600,290,71.98,72.15,71.75,U,6,68.8420
L,1260821,600,290,71.98,72.15,71.75,U,7,69.3526
L,1260821,600,290,71.98,72.15,71.75,U,8,69.6029
L,1260821,600,290,71.98,72.15,71.75,U,9,66.5320
L,1260821,600,290,71.98,72.15,71.75,U,10,64.8443
L,1260821,600,290,71.98,72.15,71.75,U,11,63.0100
L,1260821,600,290,71.98,72.15,71.75,U,12,62.9167
L,1260821,600,290,71.98,72.15,71.75,U,13,69.0400
L,1260821,600,290,71.98,72.15,71.75,U,14,73.2640
L,1260821,600,290,71.98,72.15,71.75,L,0,71.6181
L,1260821,600,290,71.98,72.15,71.75,L,1,70.5847
L,1260821,600,290,71.98,72.15,71.75,L,2,70.2900
L,1260821,600,290,71.98,72.15,71.75,L,3,70.9623
L,1260821,600,290,71.98,72.15,71.75,L,4,70.9055
L,1260821,600,290,71.98,72.15,71.75,L,5,72.8443
L,1260821,600,290,71.98,72.15,71.75,L,6,73.4118
L,1260821,600,290,71.98,72.15,71.75,L,7,72.8863
L,1260821,600,290,71.98,72.15,71.75,L,8,74.2226
L,1260821,600,290,71.98,72.15,71.75,L,9,73.7984
L,1260821,600,290,71.98,72.15,71.75,L,10,75.1256
L,1260821,600,290,71.98,72.15,71.75,L,11,75.2717
L,1260821,600,290,71.98,72.15,71.75,L,12,75.2426
L,1260821,600,290,71.98,72.15,71.75,L,13,77.4396
L,1260821,600,290,71.98,72.15,71.75,L,14,81.3287
L,1260821,600,290,71.98,72.15,71.75,L,15,81.4811
L,1260821,600,290,71.98,72.15,71.75,L,16,83.2650
L,1260821,600,290,71.98,72.15,71.75,L,17,83.9243
L,1260821,600,290,71.98,72.15,71.75,L,18,83.9510
L,1260821,600,290,71.98,72.15,71.75,L,19,84.0498
L,1260821,600,290,71.98,72.15,71.75,L,20,86.2203
L,1260821,600,290,71.98,72.15,71.75,L,21,87.2265
L,1260821,600,290,71.98,72.15,71.75,L,22,87.0383
L,1260821,600,290,71.98,72.15,71.75,L,23,87.5387
L,1260821,600,290,71.98,72.15,71.75,L,24,84.6658
L,1260821,600,290,71.98,72.15,71.75,L,25,85.2800
L,1260821,600,290,71.98,72.15,71.75,L,26,85.3453
L,1260821,600,290,71.98,72.15,71.75,L,27,87.1415
L,1260821,600,290,71.98,72.15,71.75,L,28,86.9172
L,1260821,600,290,71.98,72.15,71.75,L,29,87.7158
L,1260821,600,290,71.98,72.15,71.75,L,30,86.4590
L,1260821,600,290,71.98,72.15,71.75,L,31,85.9888
L,1260821,600,290,71.98,72.15,71.75,L,32,88.6062
L,1260821,600,290,71.98,72.15,71.75,L,33,90.7018
L,1260821,600,290,71.98,72.15,71.75,L,34,92.4394
L,1260821,600,290,71.98,72.15,71.75,L,35,93.4907
L,1260821,600,290,71.98,72.15,71.75,L,36,94.2658
L,1260821,600,290,71.98,72.15,71.75,L,37,97.3683
L,1260821,600,290,71.98,72.15,71.75,L,38,97.9876
L,1260821,600,290,71.98,72.15,71.75,L,39,96.8520
L,1260821,600,290,71.98,72.15,71.75,L,40,99.0550
L,1260821,600,290,71.98,72.15,71.75,L,41,97.2345
L,1260821,600,290,71.98,72.15,71.75,L,42,98.8367
L,1260821,600,290,71.98,72.15,71.75,L,43,99.7450
L,1260821,600,290,71.98,72.15,71.75,L,44,100.6554
L,1260821,600,290,71.98,72.15,71.75,L,45,97.6231
L,1260821,600,290,71.98,72.15,71.75,L,46,101.3658
L,1260821,600,290,71.98,72.15,71.75,L,47,104.1283
L,1260821,600,290,71.98,72.15,71.75,L,48,108.7856
L,1260821,600,290,71.98,72.15,71.75,L,49,116.5945
L,1260821,600,290,71.98,72.15,71.75,L,50,126.7319
L,1260821,600,290,71.98,72.15,71.75,L,51,129.8230
L,1260821,600,290,71.98,72.15,71.75,L,52,121.5283
L,1260821,600,290,71.98,72.15,71.75,L,53,106.5830
L,1260821,600,290,71.98,72.15,71.75,L,54,119.8908
L,1260821,600,290,71.98,72.15,71.75,L,55,169.3148
L,1260821,600,290,71.98,72.15,71.75,L,56,202.8410
L,1260821,600,290,71.98,72.15,71.75,L,57,176.4533
X,1260821,600,290,71.98,72.15,71.75,70.5564
K,1260821,600,290,71.98,72.15,71.75,70.4565,3
Q,1260821,600,290,71.98,72.15,71.75,70.5564,5
L,1260821,700,291,70.50,72.01,70.17,U,0,71.9820
L,1260821,700,291,70.50,72.01,70.17,U,1,69.8492
L,1260821,700,291,70.50,72.01,70.17,U,2,69.3702
L,1260821,700,291,70.50,72.01,70.17,U,3,69.8355
L,1260821,700,291,70.50,72.01,70.17,U,4,69.6225
L,1260821,700,291,70.50,72.01,70.17,U,5,70.3767
L,1260821,700,291,70.50,72.01,70.17,U,6,68.6990
L,1260821,700,291,70.50,72.01,70.17,U,7,69.2174
L,1260821,700,291,70.50,72.01,70.17,U,8,69.4715
L,1260821,700,291,70.50,72.01,70.17,U,9,66.3540
L,1260821,700,291,70.50,72.01,70.17,U,10,64.6407
L,1260821,700,291,70.50,72.01,70.17,U,11,62.7786
L,1260821,700,291,70.50,72.01,70.17,U,12,62.6839
L,1260821,700,291,70.50,72.01,70.17,U,13,68.9000
L,1260821,700,291,70.50,72.01,70.17,U,14,73.1880
L,1260821,700,291,70.50,72.01,70.17,L,0,71.6761
L,1260821,700,291,70.50,72.01,70.17,L,1,70.6389
L,1260821,700,291,70.50,72.01,70.17,L,2,70.3430
L,1260821,700,291,70.50,72.01,70.17,L,3,71.0178
L,1260821,700,291,70.50,72.01,70.17,L,4,70.9609
L,1260821,700,291,70.50,72.01,70.17,L,5,72.9070
L,1260821,700,291,70.50,72.01,70.17,L,6,73.4767
L,1260821,700,291,70.50,72.01,70.17,L,7,72.9491
L,1260821,700,291,70.50,72.01,70.17,L,8,74.2905
L,1260821,700,291,70.50,72.01,70.17,L,9,73.8647
L,1260821,700,291,70.50,72.01,70.17,L,10,75.1970
L,1260821,700,291,70.50,72.01,70.17,L,11,75.3437
L,1260821,700,291,70.50,72.01,70.17,L,12,75.3144
L,1260821,700,291,70.50,72.01,70.17,L,13,77.5198
L,1260821,700,291,70.50,72.01,70.17,L,14,81.4237
L,1260821,700,291,70.50,72.01,70.17,L,15,81.5767
L,1260821,700,291,70.50,72.01,70.17,L,16,83.3673
L,1260821,700,291,70.50,72.01,70.17,L,17,84.0292
L,1260821,700,291,70.50,72.01,70.17,L,18,84.0560
L,1260821,700,291,70.50,72.01,70.17,L,19,84.1552
L,1260821,700,291,70.50,72.01,70.17,L,20,86.3339
L,1260821,700,291,70.50,72.01,70.17,L,21,87.3439
L,1260821,700,291,70.50,72.01,70.17,L,22,87.1550
L,1260821,700,291,70.50,72.01,70.17,L,23,87.6573
L,1260821,700,291,70.50,72.01,70.17,L,24,84.7735
L,1260821,700,291,70.50,72.01,70.17,L,25,85.3900
L,1260821,700,291,70.50,72.01,70.17,L,26,85.4556
L,1260821,700,291,70.50,72.01,70.17,L,27,87.2586
L,1260821,700,291,70.50,72.01,70.17,L,28,87.0334
L,1260821,700,291,70.50,72.01,70.17,L,29,87.8351
L,1260821,700,291,70.50,72.01,70.17,L,30,86.5734
L,1260821,700,291,70.50,72.01,70.17,L,31,86.1015
L,1260821,700,291,70.50,72.01,70.17,L,32,88.7288
L,1260821,700,291,70.50,72.01,70.17,L,33,90.8325
L,1260821,700,291,70.50,72.01,70.17,L,34,92.5767
L,1260821,700,291,70.50,72.01,70.17,L,35,93.6320
L,1260821,700,291,70.50,72.01,70.17,L,36,94.4100
L,1260821,700,291,70.50,72.01,70.17,L,37,97.5243
L,1260821,700,291,70.50,72.01,70.17,L,38,98.1459
L,1260821,700,291,70.50,72.01,70.17,L,39,97.0060
L,1260821,700,291,70.50,72.01,70.17,L,40,99.2173
L,1260821,700,291,70.50,72.01,70.17,L,41,97.3900
L,1260821,700,291,70.50,72.01,70.17,L,42,98.9982
L,1260821,700,291,70.50,72.01,70.17,L,43,99.9100
L,1260821,700,291,70.50,72.01,70.17,L,44,100.8238
L,1260821,700,291,70.50,72.01,70.17,L,45,97.7800
L,1260821,700,291,70.50,72.01,70.17,L,46,101.5370
L,1260821,700,291,70.50,72.01,70.17,L,47,104.3100
L,1260821,700,291,70.50,72.01,70.17,L,48,108.9850
L,1260821,700,291,70.50,72.01,70.17,L,49,116.8236
L,1260821,700,291,70.50,72.01,70.17,L,50,126.9996
L,1260821,700,291,70.50,72.01,70.17,L,51,130.1024
L,1260821,700,291,70.50,72.01,70.17,L,52,121.7761
L,1260821,700,291,70.50,72.01,70.17,L,53,106.7740
L,1260821,700,291,70.50,72.01,70.17,L,54,120.1324
L,1260821,700,291,70.50,72.01,70.17,L,55,169.7443
L,1260821,700,291,70.50,72.01,70.17,L,56,203.3980
L,1260821,700,291,70.50,72.01,70.17,L,57,176.9100
K,1260821,700,291,70.50,72.01,70.17,69.3530,3
