rec,date,time,bar,close,high,low,f1,f2,f3
L,1260805,1000,102,74.35,74.57,73.53,L,5,88.5643
L,1260805,1000,102,74.35,74.57,73.53,L,6,98.1250
L,1260805,1000,102,74.35,74.57,73.53,L,7,90.6000
L,1260805,1100,103,73.95,74.43,73.79,L,0,73.7591
L,1260805,1100,103,73.95,74.43,73.79,L,1,76.6885
L,1260805,1100,103,73.95,74.43,73.79,L,2,77.5817
L,1260805,1100,103,73.95,74.43,73.79,L,3,75.1848
L,1260805,1100,103,73.95,74.43,73.79,L,4,70.8660
L,1260805,1100,103,73.95,74.43,73.79,L,5,74.7116
L,1260805,1100,103,73.95,74.43,73.79,L,6,88.9938
L,1260805,1100,103,73.95,74.43,73.79,L,7,98.6820
L,1260805,1100,103,73.95,74.43,73.79,L,8,91.0567
L,1260805,1200,104,73.72,74.17,73.70,L,0,73.9881
L,1260805,1200,104,73.72,74.17,73.70,L,1,76.9561
L,1260805,1200,104,73.72,74.17,73.70,L,2,77.8611
L,1260805,1200,104,73.72,74.17,73.70,L,3,75.4326
L,1260805,1200,104,73.72,74.17,73.70,L,4,71.0570
L,1260805,1200,104,73.72,74.17,73.70,L,5,74.9532
L,1260805,1200,104,73.72,74.17,73.70,L,6,89.4233
L,1260805,1200,104,73.72,74.17,73.70,L,7,99.2390
L,1260805,1200,104,73.72,74.17,73.70,L,8,91.5133
L,1260805,1300,105,72.84,74.12,72.74,L,0,74.2172
L,1260805,1300,105,72.84,74.12,72.74,L,1,77.2237
L,1260805,1300,105,72.84,74.12,72.74,L,2,78.1405
L,1260805,1300,105,72.84,74.12,72.74,L,3,75.6804
L,1260805,1300,105,72.84,74.12,72.74,L,4,71.2480
L,1260805,1300,105,72.84,74.12,72.74,L,5,75.1948
L,1260805,1300,105,72.84,74.12,72.74,L,6,89.8529
L,1260805,1300,105,72.84,74.12,72.74,L,7,99.7960
L,1260805,1300,105,72.84,74.12,72.74,L,8,91.9700
L,1260805,1400,106,72.74,72.92,72.31,L,0,74.4463
L,1260805,1400,106,72.74,72.92,72.31,L,1,77.4913
L,1260805,1400,106,72.74,72.92,72.31,L,2,78.4198
L,1260805,1400,106,72.74,72.92,72.31,L,3,75.9283
L,1260805,1400,106,72.74,72.92,72.31,L,4,71.4390
L,1260805,1400,106,72.74,72.92,72.31,L,5,75.4364
L,1260805,1400,106,72.74,72.92,72.31,L,6,90.2824
L,1260805,1400,106,72.74,72.92,72.31,L,7,100.3530
L,1260805,1400,106,72.74,72.92,72.31,L,8,92.4267
L,1260805,1500,107,72.44,72.89,72.30,L,0,74.6753
L,1260805,1500,107,72.44,72.89,72.30,L,1,77.7590
L,1260805,1500,107,72.44,72.89,72.30,L,2,78.6992
L,1260805,1500,107,72.44,72.89,72.30,L,3,76.1761
L,1260805,1500,107,72.44,72.89,72.30,L,4,71.6300
L,1260805,1500,107,72.44,72.89,72.30,L,5,75.6780
L,1260805,1500,107,72.44,72.89,72.30,L,6,90.7119
L,1260805,1500,107,72.44,72.89,72.30,L,7,100.9100
L,1260805,1500,107,72.44,72.89,72.30,L,8,92.8833
L,1260805,1600,108,72.96,73.36,72.48,L,0,72.4994
L,1260805,1600,108,72.96,73.36,72.48,L,1,74.9044
L,1260805,1600,108,72.96,73.36,72.48,L,2,78.0266
L,1260805,1600,108,72.96,73.36,72.48,L,3,78.9786
L,1260805,1600,108,72.96,73.36,72.48,L,4,76.4239
L,1260805,1600,108,72.96,73.36,72.48,L,5,71.8210
L,1260805,1600,108,72.96,73.36,72.48,L,6,75.9196
L,1260805,1600,108,72.96,73.36,72.48,L,7,91.1414
L,1260805,1600,108,72.96,73.36,72.48,L,8,101.4670
L,1260805,1600,108,72.96,73.36,72.48,L,9,93.3400
L,1260805,1700,109,72.64,73.14,72.55,U,0,73.0300
L,1260805,1700,109,72.64,73.14,72.55,L,0,72.6988
L,1260805,1700,109,72.64,73.14,72.55,L,1,75.1335
L,1260805,1700,109,72.64,73.14,72.55,L,2,78.2942
L,1260805,1700,109,72.64,73.14,72.55,L,3,79.2579
L,1260805,1700,109,72.64,73.14,72.55,L,4,76.6717
L,1260805,1700,109,72.64,73.14,72.55,L,5,72.0120
L,1260805,1700,109,72.64,73.14,72.55,L,6,76.1612
L,1260805,1700,109,72.64,73.14,72.55,L,7,91.5710
L,1260805,1700,109,72.64,73.14,72.55,L,8,102.0240
L,1260805,1700,109,72.64,73.14,72.55,L,9,93.7967
L,1260806,200,110,72.20,72.78,71.66,U,0,72.7000
L,1260806,200,110,72.20,72.78,71.66,L,0,72.8981
L,1260806,200,110,72.20,72.78,71.66,L,1,75.3625
L,1260806,200,110,72.20,72.78,71.66,L,2,78.5618
L,1260806,200,110,72.20,72.78,71.66,L,3,79.5373
L,1260806,200,110,72.20,72.78,71.66,L,4,76.9196
L,1260806,200,110,72.20,72.78,71.66,L,5,72.2030
L,1260806,200,110,72.20,72.78,71.66,L,6,76.4028
L,1260806,200,110,72.20,72.78,71.66,L,7,92.0005
L,1260806,200,110,72.20,72.78,71.66,L,8,102.5810
L,1260806,200,110,72.20,72.78,71.66,L,9,94.2533
X,1260806,200,110,72.20,72.78,71.66,72.8235
L,1260806,300,111,72.24,72.28,71.61,U,0,72.3700
L,1260806,300,111,72.24,72.28,71.61,L,0,73.0975
L,1260806,300,111,72.24,72.28,71.61,L,1,75.5916
L,1260806,300,111,72.24,72.28,71.61,L,2,78.8294
L,1260806,300,111,72.24,72.28,71.61,L,3,79.8167
L,1260806,300,111,72.24,72.28,71.61,L,4,77.1674
L,1260806,300,111,72.24,72.28,71.61,L,5,72.3940
L,1260806,300,111,72.24,72.28,71.61,L,6,76.6444
L,1260806,300,111,72.24,72.28,71.61,L,7,92.4300
L,1260806,300,111,72.24,72.28,71.61,L,8,103.1380
L,1260806,300,111,72.24,72.28,71.61,L,9,94.7100
X,1260806,300,111,72.24,72.28,71.61,72.3852
Q,1260806,300,111,72.24,72.28,71.61,72.3852,2
L,1260806,400,112,71.88,72.30,71.84,U,0,72.0400
L,1260806,400,112,71.88,72.30,71.84,L,0,71.7917
L,1260806,400,112,71.88,72.30,71.84,L,1,73.2969
L,1260806,400,112,71.88,72.30,71.84,L,2,75.8207
L,1260806,400,112,71.88,72.30,71.84,L,3,79.0970
L,1260806,400,112,71.88,72.30,71.84,L,4,80.0960
L,1260806,400,112,71.88,72.30,71.84,L,5,77.4152
L,1260806,400,112,71.88,72.30,71.84,L,6,72.5850
L,1260806,400,112,71.88,72.30,71.84,L,7,76.8860
L,1260806,400,112,71.88,72.30,71.84,L,8,92.8595
L,1260806,400,112,71.88,72.30,71.84,L,9,103.6950
L,1260806,400,112,71.88,72.30,71.84,L,10,95.1667
L,1260806,500,113,71.81,72.18,71.07,U,0,71.9900
L,1260806,500,113,71.81,72.18,71.07,U,1,71.7100
L,1260806,500,113,71.81,72.18,71.07,L,0,71.9733
L,1260806,500,113,71.81,72.18,71.07,L,1,73.4963
L,1260806,500,113,71.81,72.18,71.07,L,2,76.0497
L,1260806,500,113,71.81,72.18,71.07,L,3,79.3646
L,1260806,500,113,71.81,72.18,71.07,L,4,80.3754
L,1260806,500,113,71.81,72.18,71.07,L,5,77.6630
L,1260806,500,113,71.81,72.18,71.07,L,6,72.7760
L,1260806,500,113,71.81,72.18,71.07,L,7,77.1276
L,1260806,500,113,71.81,72.18,71.07,L,8,93.2890
L,1260806,500,113,71.81,72.18,71.07,L,9,104.2520
L,1260806,500,113,71.81,72.18,71.07,L,10,95.6233
X,1260806,500,113,71.81,72.18,71.07,71.8798
K,1260806,500,113,71.81,72.18,71.07,71.8911,3
L,1260806,600,114,71.33,71.85,71.26,U,0,71.6800
L,1260806,600,114,71.33,71.85,71.26,U,1,71.3800
L,1260806,600,114,71.33,71.85,71.26,L,0,71.2412
L,1260806,600,114,71.33,71.85,71.26,L,1,72.1550
L,1260806,600,114,71.33,71.85,71.26,L,2,73.6956
L,1260806,600,114,71.33,71.85,71.26,L,3,76.2788
L,1260806,600,114,71.33,71.85,71.26,L,4,79.6322
L,1260806,600,114,71.33,71.85,71.26,L,5,80.6548
L,1260806,600,114,71.33,71.85,71.26,L,6,77.9109
L,1260806,600,114,71.33,71.85,71.26,L,7,72.9670
L,1260806,600,114,71.33,71.85,71.26,L,8,77.3692
L,1260806,600,114,71.33,71.85,71.26,L,9,93.7186
L,1260806,600,114,71.33,71.85,71.26,L,10,104.8090
L,1260806,600,114,71.33,71.85,71.26,L,11,96.0800
X,1260806,600,114,71.33,71.85,71.26,71.9795
Q,1260806,600,114,71.33,71.85,71.26,71.9795,3
L,1260806,700,115,72.26,72.44,70.16,U,0,71.3700
L,1260806,700,115,72.26,72.44,70.16,U,1,71.0500
L,1260806,700,115,72.26,72.44,70.16,L,0,71.4123
L,1260806,700,115,72.26,72.44,70.16,L,1,72.3367
L,1260806,700,115,72.26,72.44,70.16,L,2,73.8950
L,1260806,700,115,72.26,72.44,70.16,L,3,76.5079
L,1260806,700,115,72.26,72.44,70.16,L,4,79.8999
L,1260806,700,115,72.26,72.44,70.16,L,5,80.9341
L,1260806,700,115,72.26,72.44,70.16,L,6,78.1587
L,1260806,700,115,72.26,72.44,70.16,L,7,73.1580
L,1260806,700,115,72.26,72.44,70.16,L,8,77.6108
L,1260806,700,115,72.26,72.44,70.16,L,9,94.1481
L,1260806,700,115,72.26,72.44,70.16,L,10,105.3660
L,1260806,700,115,72.26,72.44,70.16,L,11,96.5367
X,1260806,700,115,72.26,72.44,70.16,71.3973
X,1260806,700,115,72.26,72.44,70.16,71.2886
Q,1260806,700,115,72.26,72.44,70.16,71.3973,2
L,1260806,800,116,73.23,73.31,71.99,U,0,71.0600
L,1260806,800,116,73.23,73.31,71.99,U,1,70.7200
L,1260806,800,116,73.23,73.31,71.99,L,0,70.3169
L,1260806,800,116,73.23,73.31,71.99,L,1,71.5835
L,1260806,800,116,73.23,73.31,71.99,L,2,72.5183
L,1260806,800,116,73.23,73.31,71.99,L,3,74.0944
L,1260806,800,116,73.23,73.31,71.99,L,4,76.7369
L,1260806,800,116,73.23,73.31,71.99,L,5,80.1675
L,1260806,800,116,73.23,73.31,71.99,L,6,81.2135
L,1260806,800,116,73.23,73.31,71.99,L,7,78.4065
L,1260806,800,116,73.23,73.31,71.99,L,8,73.3490
L,1260806,800,116,73.23,73.31,71.99,L,9,77.8524
L,1260806,800,116,73.23,73.31,71.99,L,10,94.5776
L,1260806,800,116,73.23,73.31,71.99,L,11,105.9230
L,1260806,800,116,73.23,73.31,71.99,L,12,96.9933
L,1260806,900,117,72.18,73.45,72.12,U,0,70.7500
L,1260806,900,117,72.18,73.45,72.12,U,1,70.3900
L,1260806,900,117,72.18,73.45,72.12,L,0,70.4739
L,1260806,900,117,72.18,73.45,72.12,L,1,71.7547
L,1260806,900,117,72.18,73.45,72.12,L,2,72.7000
L,1260806,900,117,72.18,73.45,72.12,L,3,74.2938
L,1260806,900,117,72.18,73.45,72.12,L,4,76.9660
L,1260806,900,117,72.18,73.45,72.12,L,5,80.4351
L,1260806,900,117,72.18,73.45,72.12,L,6,81.4929
L,1260806,900,117,72.18,73.45,72.12,L,7,78.6543
L,1260806,900,117,72.18,73.45,72.12,L,8,73.5400
L,1260806,900,117,72.18,73.45,72.12,L,9,78.0940
L,1260806,900,117,72.18,73.45,72.12,L,10,95.0071
L,1260806,900,117,72.18,73.45,72.12,L,11,106.4800
L,1260806,900,117,72.18,73.45,72.12,L,12,97.4500
X,1260806,900,117,72.18,73.45,72.12,70.4468
K,1260806,900,117,72.18,73.45,72.12,70.5380,3
L,1260806,1000,118,72.48,72.48,71.68,U,0,73.2900
L,1260806,1000,118,72.48,72.48,71.68,U,1,70.4400
L,1260806,1000,118,72.48,72.48,71.68,U,2,70.0600
L,1260806,1000,118,72.48,72.48,71.68,L,0,70.6308
L,1260806,1000,118,72.48,72.48,71.68,L,1,71.9258
L,1260806,1000,118,72.48,72.48,71.68,L,2,72.8817
L,1260806,1000,118,72.48,72.48,71.68,L,3,74.4931
L,1260806,1000,118,72.48,72.48,71.68,L,4,77.1951
L,1260806,1000,118,72.48,72.48,71.68,L,5,80.7027
L,1260806,1000,118,72.48,72.48,71.68,L,6,81.7722
L,1260806,1000,118,72.48,72.48,71.68,L,7,78.9022
L,1260806,1000,118,72.48,72.48,71.68,L,8,73.7310
L,1260806,1000,118,72.48,72.48,71.68,L,9,78.3356
L,1260806,1000,118,72.48,72.48,71.68,L,10,95.4367
L,1260806,1000,118,72.48,72.48,71.68,L,11,107.0370
L,1260806,1000,118,72.48,72.48,71.68,L,12,97.9067
X,1260806,1000,118,72.48,72.48,71.68,70.5667
Q,1260806,1000,118,72.48,72.48,71.68,70.5667,2
L,1260806,1100,119,72.26,72.61,72.01,U,0,73.1300
L,1260806,1100,119,72.26,72.61,72.01,U,1,70.1300
L,1260806,1100,119,72.26,72.61,72.01,U,2,69.7300
L,1260806,1100,119,72.26,72.61,72.01,L,0,71.8485
L,1260806,1100,119,72.26,72.61,72.01,L,1,70.7877
L,1260806,1100,119,72.26,72.61,72.01,L,2,72.0970
L,1260806,1100,119,72.26,72.61,72.01,L,3,73.0633
L,1260806,1100,119,72.26,72.61,72.01,L,4,74.6925
L,1260806,1100,119,72.26,72.61,72.01,L,5,77.4241
L,1260806,1100,119,72.26,72.61,72.01,L,6,80.9703
L,1260806,1100,119,72.26,72.61,72.01,L,7,82.0516
L,1260806,1100,119,72.26,72.61,72.01,L,8,79.1500
L,1260806,1100,119,72.26,72.61,72.01,L,9,73.9220
L,1260806,1100,119,72.26,72.61,72.01,L,10,78.5772
L,1260806,1100,119,72.26,72.61,72.01,L,11,95.8662
L,1260806,1100,119,72.26,72.61,72.01,L,12,107.5940
L,1260806,1100,119,72.26,72.61,72.01,L,13,98.3633
L,1260806,1200,120,72.15,72.61,72.03,U,0,72.9700
L,1260806,1200,120,72.15,72.61,72.03,U,1,69.8200
L,1260806,1200,120,72.15,72.61,72.03,U,2,69.4000
L,1260806,1200,120,72.15,72.61,72.03,L,0,72.0169
L,1260806,1200,120,72.15,72.61,72.03,L,1,70.9447
L,1260806,1200,120,72.15,72.61,72.03,L,2,72.2681
L,1260806,1200,120,72.15,72.61,72.03,L,3,73.2450
L,1260806,1200,120,72.15,72.61,72.03,L,4,74.8919
L,1260806,1200,120,72.15,72.61,72.03,L,5,77.6532
L,1260806,1200,120,72.15,72.61,72.03,L,6,81.2379
L,1260806,1200,120,72.15,72.61,72.03,L,7,82.3310
L,1260806,1200,120,72.15,72.61,72.03,L,8,79.3978
L,1260806,1200,120,72.15,72.61,72.03,L,9,74.1130
L,1260806,1200,120,72.15,72.61,72.03,L,10,78.8188
L,1260806,1200,120,72.15,72.61,72.03,L,11,96.2957
L,1260806,1200,120,72.15,72.61,72.03,L,12,108.1510
L,1260806,1200,120,72.15,72.61,72.03,L,13,98.8200
X,1260806,1200,120,72.15,72.61,72.03,73.0988
L,1260806,1300,121,72.01,72.56,71.86,U,0,72.8100
L,1260806,1300,121,72.01,72.56,71.86,U,1,69.5100
L,1260806,1300,121,72.01,72.56,71.86,U,2,69.0700
L,1260806,1300,121,72.01,72.56,71.86,L,0,72.1854
L,1260806,1300,121,72.01,72.56,71.86,L,1,71.1016
L,1260806,1300,121,72.01,72.56,71.86,L,2,72.4393
L,1260806,1300,121,72.01,72.56,71.86,L,3,73.4267
L,1260806,1300,121,72.01,72.56,71.86,L,4,75.0913
L,1260806,1300,121,72.01,72.56,71.86,L,5,77.8823
L,1260806,1300,121,72.01,72.56,71.86,L,6,81.5055
L,1260806,1300,121,72.01,72.56,71.86,L,7,82.6103
L,1260806,1300,121,72.01,72.56,71.86,L,8,79.6457
L,1260806,1300,121,72.01,72.56,71.86,L,9,74.3040
L,1260806,1300,121,72.01,72.56,71.86,L,10,79.0604
L,1260806,1300,121,72.01,72.56,71.86,L,11,96.7252
L,1260806,1300,121,72.01,72.56,71.86,L,12,108.7080
L,1260806,1300,121,72.01,72.56,71.86,L,13,99.2767
L,1260806,1400,122,72.07,72.39,71.90,U,0,72.6500
L,1260806,1400,122,72.07,72.39,71.90,U,1,69.2000
L,1260806,1400,122,72.07,72.39,71.90,U,2,68.7400
L,1260806,1400,122,72.07,72.39,71.90,L,0,72.0250
L,1260806,1400,122,72.07,72.39,71.90,L,1,72.3538
L,1260806,1400,122,72.07,72.39,71.90,L,2,71.2585
L,1260806,1400,122,72.07,72.39,71.90,L,3,72.6105
L,1260806,1400,122,72.07,72.39,71.90,L,4,73.6083
L,1260806,1400,122,72.07,72.39,71.90,L,5,75.2906
L,1260806,1400,122,72.07,72.39,71.90,L,6,78.1113
L,1260806,1400,122,72.07,72.39,71.90,L,7,81.7731
L,1260806,1400,122,72.07,72.39,71.90,L,8,82.8897
L,1260806,1400,122,72.07,72.39,71.90,L,9,79.8935
L,1260806,1400,122,72.07,72.39,71.90,L,10,74.4950
L,1260806,1400,122,72.07,72.39,71.90,L,11,79.3020
L,1260806,1400,122,72.07,72.39,71.90,L,12,97.1548
L,1260806,1400,122,72.07,72.39,71.90,L,13,109.2650
L,1260806,1400,122,72.07,72.39,71.90,L,14,99.7333
K,1260806,1400,122,72.07,72.39,71.90,72.5381,3
L,1260806,1500,123,72.15,72.20,72.05,U,0,72.4900
L,1260806,1500,123,72.15,72.20,72.05,U,1,68.8900
L,1260806,1500,123,72.15,72.20,72.05,U,2,68.4100
L,1260806,1500,123,72.15,72.20,72.05,L,0,72.1900
L,1260806,1500,123,72.15,72.20,72.05,L,1,72.5223
L,1260806,1500,123,72.15,72.20,72.05,L,2,71.4155
L,1260806,1500,123,72.15,72.20,72.05,L,3,72.7816
L,1260806,1500,123,72.15,72.20,72.05,L,4,73.7900
L,1260806,1500,123,72.15,72.20,72.05,L,5,75.4900
L,1260806,1500,123,72.15,72.20,72.05,L,6,78.3404
L,1260806,1500,123,72.15,72.20,72.05,L,7,82.0407
L,1260806,1500,123,72.15,72.20,72.05,L,8,83.1690
L,1260806,1500,123,72.15,72.20,72.05,L,9,80.1413
L,1260806,1500,123,72.15,72.20,72.05,L,10,74.6860
L,1260806,1500,123,72.15,72.20,72.05,L,11,79.5436
L,1260806,1500,123,72.15,72.20,72.05,L,12,97.5843
L,1260806,1500,123,72.15,72.20,72.05,L,13,109.8220
L,1260806,1500,123,72.15,72.20,72.05,L,14,100.1900
X,1260806,1500,123,72.15,72.20,72.05,72.5057
X,1260806,1500,123,72.15,72.20,72.05,72.6309
K,1260806,1500,123,72.15,72.20,72.05,72.4960,4
Q,1260806,1500,123,72.15,72.20,72.05,72.5057,2
L,1260806,1600,124,72.51,72.60,72.02,U,0,72.3300
L,1260806,1600,124,72.51,72.60,72.02,U,1,68.5800
L,1260806,1600,124,72.51,72.60,72.02,U,2,68.0800
L,1260806,1600,124,72.51,72.60,72.02,L,0,72.3550
L,1260806,1600,124,72.51,72.60,72.02,L,1,72.6908
L,1260806,1600,124,72.51,72.60,72.02,L,2,71.5724
L,1260806,1600,124,72.51,72.60,72.02,L,3,72.9528
L,1260806,1600,124,72.51,72.60,72.02,L,4,73.9717
L,1260806,1600,124,72.51,72.60,72.02,L,5,75.6894
L,1260806,1600,124,72.51,72.60,72.02,L,6,78.5695
L,1260806,1600,124,72.51,72.60,72.02,L,7,82.3084
L,1260806,1600,124,72.51,72.60,72.02,L,8,83.4484
L,1260806,1600,124,72.51,72.60,72.02,L,9,80.3891
L,1260806,1600,124,72.51,72.60,72.02,L,10,74.8770
L,1260806,1600,124,72.51,72.60,72.02,L,11,79.7852
L,1260806,1600,124,72.51,72.60,72.02,L,12,98.0138
L,1260806,1600,124,72.51,72.60,72.02,L,13,110.3790
L,1260806,1600,124,72.51,72.60,72.02,L,14,100.6467
X,1260806,1600,124,72.51,72.60,72.02,72.3423
Q,1260806,1600,124,72.51,72.60,72.02,72.3423,3
L,1260806,1700,125,72.70,72.75,72.44,U,0,72.1700
L,1260806,1700,125,72.70,72.75,72.44,U,1,68.2700
L,1260806,1700,125,72.70,72.75,72.44,U,2,67.7500
L,1260806,1700,125,72.70,72.75,72.44,L,0,72.1815
L,1260806,1700,125,72.70,72.75,72.44,L,1,72.5200
L,1260806,1700,125,72.70,72.75,72.44,L,2,72.8592
L,1260806,1700,125,72.70,72.75,72.44,L,3,71.7293
L,1260806,1700,125,72.70,72.75,72.44,L,4,73.1240
L,1260806,1700,125,72.70,72.75,72.44,L,5,74.1533
L,1260806,1700,125,72.70,72.75,72.44,L,6,75.8888
L,1260806,1700,125,72.70,72.75,72.44,L,7,78.7985
L,1260806,1700,125,72.70,72.75,72.44,L,8,82.5760
L,1260806,1700,125,72.70,72.75,72.44,L,9,83.7278
L,1260806,1700,125,72.70,72.75,72.44,L,10,80.6370
L,1260806,1700,125,72.70,72.75,72.44,L,11,75.0680
L,1260806,1700,125,72.70,72.75,72.44,L,12,80.0268
L,1260806,1700,125,72.70,72.75,72.44,L,13,98.4433
L,1260806,1700,125,72.70,72.75,72.44,L,14,110.9360
L,1260806,1700,125,72.70,72.75,72.44,L,15,101.1033
X,1260806,1700,125,72.70,72.75,72.44,72.1757
Q,1260806,1700,125,72.70,72.75,72.44,72.1757,3
L,1260807,200,126,73.05,73.13,71.74,U,0,72.0100
L,1260807,200,126,73.05,73.13,71.74,U,1,67.9600
L,1260807,200,126,73.05,73.13,71.74,U,2,67.4200
L,1260807,200,126,73.05,73.13,71.74,L,0,72.3431
L,1260807,200,126,73.05,73.13,71.74,L,1,72.6850
L,1260807,200,126,73.05,73.13,71.74,L,2,73.0277
L,1260807,200,126,73.05,73.13,71.74,L,3,71.8862
L,1260807,200,126,73.05,73.13,71.74,L,4,73.2951
L,1260807,200,126,73.05,73.13,71.74,L,5,74.3350
L,1260807,200,126,73.05,73.13,71.74,L,6,76.0881
L,1260807,200,126,73.05,73.13,71.74,L,7,79.0276
L,1260807,200,126,73.05,73.13,71.74,L,8,82.8436
L,1260807,200,126,73.05,73.13,71.74,L,9,84.0071
L,1260807,200,126,73.05,73.13,71.74,L,10,80.8848
L,1260807,200,126,73.05,73.13,71.74,L,11,75.2590
L,1260807,200,126,73.05,73.13,71.74,L,12,80.2684
L,1260807,200,126,73.05,73.13,71.74,L,13,98.8729
L,1260807,200,126,73.05,73.13,71.74,L,14,111.4930
L,1260807,200,126,73.05,73.13,71.74,L,15,101.5600
L,1260807,300,127,72.93,73.16,72.92,U,0,71.8500
L,1260807,300,127,72.93,73.16,72.92,U,1,67.6500
L,1260807,300,127,72.93,73.16,72.92,U,2,67.0900
L,1260807,300,127,72.93,73.16,72.92,L,0,71.8955
L,1260807,300,127,72.93,73.16,72.92,L,1,72.5046
L,1260807,300,127,72.93,73.16,72.92,L,2,72.8500
L,1260807,300,127,72.93,73.16,72.92,L,3,73.1962
L,1260807,300,127,72.93,73.16,72.92,L,4,72.0432
L,1260807,300,127,72.93,73.16,72.92,L,5,73.4663
L,1260807,300,127,72.93,73.16,72.92,L,6,74.5167
L,1260807,300,127,72.93,73.16,72.92,L,7,76.2875
L,1260807,300,127,72.93,73.16,72.92,L,8,79.2567
L,1260807,300,127,72.93,73.16,72.92,L,9,83.1112
L,1260807,300,127,72.93,73.16,72.92,L,10,84.2865
L,1260807,300,127,72.93,73.16,72.92,L,11,81.1326
L,1260807,300,127,72.93,73.16,72.92,L,12,75.4500
L,1260807,300,127,72.93,73.16,72.92,L,13,80.5100
L,1260807,300,127,72.93,73.16,72.92,L,14,99.3024
L,1260807,300,127,72.93,73.16,72.92,L,15,112.0500
L,1260807,300,127,72.93,73.16,72.92,L,16,102.0167
X,1260807,300,127,72.93,73.16,72.92,71.8731
X,1260807,300,127,72.93,73.16,72.92,71.9475
K,1260807,300,127,72.93,73.16,72.92,71.9295,3
Q,1260807,300,127,72.93,73.16,72.92,71.9475,4
L,1260807,400,128,72.84,73.00,72.75,U,0,73.0468
L,1260807,400,128,72.84,73.00,72.75,U,1,71.6900
L,1260807,400,128,72.84,73.00,72.75,U,2,67.3400
L,1260807,400,128,72.84,73.00,72.75,U,3,66.7600
L,1260807,400,128,72.84,73.00,72.75,L,0,72.0509
L,1260807,400,128,72.84,73.00,72.75,L,1,72.6662
L,1260807,400,128,72.84,73.00,72.75,L,2,73.0150
L,1260807,400,128,72.84,73.00,72.75,L,3,73.3646
L,1260807,400,128,72.84,73.00,72.75,L,4,72.2001
L,1260807,400,128,72.84,73.00,72.75,L,5,73.6374
L,1260807,400,128,72.84,73.00,72.75,L,6,74.6983
L,1260807,400,128,72.84,73.00,72.75,L,7,76.4869
L,1260807,400,128,72.84,73.00,72.75,L,8,79.4857
L,1260807,400,128,72.84,73.00,72.75,L,9,83.3788
L,1260807,400,128,72.84,73.00,72.75,L,10,84.5659
L,1260807,400,128,72.84,73.00,72.75,L,11,81.3804
L,1260807,400,128,72.84,73.00,72.75,L,12,75.6410
L,1260807,400,128,72.84,73.00,72.75,L,13,80.7516
L,1260807,400,128,72.84,73.00,72.75,L,14,99.7319
L,1260807,400,128,72.84,73.00,72.75,L,15,112.6070
L,1260807,400,128,72.84,73.00,72.75,L,16,102.4733
L,1260807,500,129,72.92,73.31,72.85,U,0,72.9336
L,1260807,500,129,72.92,73.31,72.85,U,1,71.5300
L,1260807,500,129,72.92,73.31,72.85,U,2,67.0300
L,1260807,500,129,72.92,73.31,72.85,U,3,66.4300
L,1260807,500,129,72.92,73.31,72.85,L,0,72.9124
L,1260807,500,129,72.92,73.31,72.85,L,1,72.2064
L,1260807,500,129,72.92,73.31,72.85,L,2,72.8277
L,1260807,500,129,72.92,73.31,72.85,L,3,73.1800
L,1260807,500,129,72.92,73.31,72.85,L,4,73.5331
L,1260807,500,129,72.92,73.31,72.85,L,5,72.3570
L,1260807,500,129,72.92,73.31,72.85,L,6,73.8086
L,1260807,500,129,72.92,73.31,72.85,L,7,74.8800
L,1260807,500,129,72.92,73.31,72.85,L,8,76.6863
L,1260807,500,129,72.92,73.31,72.85,L,9,79.7148
L,1260807,500,129,72.92,73.31,72.85,L,10,83.6464
L,1260807,500,129,72.92,73.31,72.85,L,11,84.8452
L,1260807,500,129,72.92,73.31,72.85,L,12,81.6283
L,1260807,500,129,72.92,73.31,72.85,L,13,75.8320
L,1260807,500,129,72.92,73.31,72.85,L,14,80.9932
L,1260807,500,129,72.92,73.31,72.85,L,15,100.1614
L,1260807,500,129,72.92,73.31,72.85,L,16,113.1640
L,1260807,500,129,72.92,73.31,72.85,L,17,102.9300
X,1260807,500,129,72.92,73.31,72.85,73.0339
K,1260807,500,129,72.92,73.31,72.85,72.8912,3
L,1260807,600,130,74.57,74.73,72.85,U,0,72.8204
L,1260807,600,130,74.57,74.73,72.85,U,1,71.3700
L,1260807,600,130,74.57,74.73,72.85,U,2,66.7200
L,1260807,600,130,74.57,74.73,72.85,U,3,66.1000
L,1260807,600,130,74.57,74.73,72.85,L,0,73.0748
L,1260807,600,130,74.57,74.73,72.85,L,1,72.3618
L,1260807,600,130,74.57,74.73,72.85,L,2,72.9893
L,1260807,600,130,74.57,74.73,72.85,L,3,73.3450
L,1260807,600,130,74.57,74.73,72.85,L,4,73.7015
L,1260807,600,130,74.57,74.73,72.85,L,5,72.5140
L,1260807,600,130,74.57,74.73,72.85,L,6,73.9798
L,1260807,600,130,74.57,74.73,72.85,L,7,75.0617
L,1260807,600,130,74.57,74.73,72.85,L,8,76.8856
L,1260807,600,130,74.57,74.73,72.85,L,9,79.9439
L,1260807,600,130,74.57,74.73,72.85,L,10,83.9140
L,1260807,600,130,74.57,74.73,72.85,L,11,85.1246
L,1260807,600,130,74.57,74.73,72.85,L,12,81.8761
L,1260807,600,130,74.57,74.73,72.85,L,13,76.0230
L,1260807,600,130,74.57,74.73,72.85,L,14,81.2348
L,1260807,600,130,74.57,74.73,72.85,L,15,100.5910
