class,id,group,last_post,fwVer,fwVerTi,tiUartVer,boots_24h,posts_24h,bootReasonFlags,tifota_lastFailedVer,tifota_config_err,tiBslOkCnt,deviceState,VddAdc,meterVal
failed_cal,75378340-65be-11f1-9333-3b2cfe68422f,Oswego MHP,09/13 06:37,16185,314,314,0,2,6,0,0,1,Not Metering,3658,1242
failed_cal,7547fd60-8ab2-11f1-a1a6-391af391818e,All,09/13 09:32,17037,344,344,0,2,20,0,0,24,Failed Cal,3674,0
failed_cal,76430350-8b6f-11f1-a1a6-391af391818e,All,09/11 13:05,17037,344,344,0,0,6,0,0,26,Failed Cal,3671,0
failed_cal,767e71d0-8ac3-11f1-a1a6-391af391818e,All,09/13 08:34,17037,344,344,0,2,20,0,0,14,Failed Cal,3673,0
failed_cal,774c88b0-8aee-11f1-a1a6-391af391818e,All,09/13 08:48,17037,344,344,0,4,6,0,0,16,Failed Cal,3678,0
failed_cal,776b8fb0-a648-11f1-a1a6-391af391818e,All,09/13 08:27,17037,344,344,0,6,4,0,0,1,Failed Cal,3660,0
failed_cal,77d14c50-4097-11f0-8e55-b138a1c03c8e,Oak Forest Estate MHC,09/09 07:25,17037,344,344,0,0,20,0,0,5,Failed Cal,3657,0
failed_cal,78e6f800-a63b-11f1-a1a6-391af391818e,All,09/13 09:45,17037,344,344,0,8,4,0,0,1,Failed Cal,3665,0
failed_cal,78f86e10-a644-11f1-a1a6-391af391818e,All,09/13 09:23,17037,344,344,0,6,4,0,0,1,Failed Cal,3664,0
failed_cal,7945a820-8ac3-11f1-a1a6-391af391818e,All,09/13 08:34,17037,344,344,0,2,20,0,0,5,Failed Cal,3674,0
failed_cal,79540060-269b-11f0-8272-45e3ef110760,Aurora MHC,09/13 03:13,16131,296,,0,1,36,0,0,,Not Metering,3386,6875.147
failed_cal,79830c80-3d8d-11f0-8e55-b138a1c03c8e,GENII Production Failures,09/13 05:55,16131,296,,0,1,6,0,0,,Not Metering,3635,25133
failed_cal,79996860-846b-11f1-a1a6-391af391818e,Lakewood MH Park,09/13 09:31,17037,344,344,0,2,20,0,0,24,Failed Cal,3672,0
failed_cal,79ce0c70-e487-11f0-8900-8bd481ce9a44,Hillview MHC,09/12 12:31,17078,391,391,2,10,6,0,0,2,Failed Cal,3645,39
failed_cal,79e51120-4097-11f0-8e55-b138a1c03c8e,Mena Estates MHC,09/13 10:09,16185,314,314,0,0,4,0,0,1,Not Metering,3659,0
failed_cal,79ea3d90-a643-11f1-a1a6-391af391818e,All,09/13 05:15,17037,344,344,0,6,4,0,0,1,Failed Cal,3660,0
failed_cal,79fadfd0-8aee-11f1-a1a6-391af391818e,All,09/12 07:09,17037,344,344,0,0,20,0,0,24,Failed Cal,3667,0
failed_cal,7a10c5d0-846c-11f1-a1a6-391af391818e,Lakewood MH Park,09/13 08:56,17037,344,344,1,4,20,0,0,24,Failed Cal,3661,348
failed_cal,7a1545a0-8aee-11f1-a1a6-391af391818e,All,09/11 07:30,17037,344,344,0,0,20,0,0,24,Failed Cal,3667,0
failed_cal,7a9a4c90-8acc-11f1-a1a6-391af391818e,All,09/13 07:45,17037,344,344,0,4,20,0,0,7,Failed Cal,3666,0
failed_cal,7b44d340-a63d-11f1-a1a6-391af391818e,All,09/13 09:41,17037,344,344,0,8,20,0,0,1,Failed Cal,3662,0
failed_cal,7b9db9f0-a643-11f1-a1a6-391af391818e,All,09/13 10:04,17037,344,344,0,14,4,0,0,1,Failed Cal,3644,0
failed_cal,7bc4b620-89f8-11f1-a1a6-391af391818e,All,09/13 07:39,17037,344,344,0,2,20,0,0,6,Failed Cal,3676,0
failed_cal,7c1dbf60-a643-11f1-a1a6-391af391818e,All,09/13 05:42,17037,344,344,0,6,4,0,0,1,Failed Cal,3656,0
failed_cal,7c4e0b30-3dc0-11f0-8e55-b138a1c03c8e,All,09/13 07:32,17037,344,344,0,2,20,0,0,14,Failed Cal,3647,14
failed_cal,7ca36300-8acc-11f1-a1a6-391af391818e,All,09/13 09:23,17037,344,344,0,2,6,0,0,14,Failed Cal,3678,0
failed_cal,7cafe6e0-a63b-11f1-a1a6-391af391818e,All,09/12 22:19,17037,344,344,0,4,4,0,0,1,Failed Cal,3665,0
failed_cal,7ceb5bd0-a262-11f1-a1a6-391af391818e,All,09/13 10:02,17037,344,344,0,2,4,0,0,1,Failed Cal,3671,0
failed_cal,7d0ab050-8acc-11f1-a1a6-391af391818e,All,09/13 08:30,17037,344,344,0,2,6,0,0,6,Failed Cal,3674,0
failed_cal,7d8f36e0-994b-11f0-b5af-5dfa9891b485,Mena Estates MHC,09/12 09:21,16185,314,314,0,0,4,0,0,4,Not Metering,3665,3455
failed_cal,7daa9410-4d66-11f1-b1bb-f3574cce671d,Oakwood MHP,09/12 12:50,17078,391,391,2,10,6,0,0,3,Failed Cal,3655,8425
failed_cal,7dd0b7d0-ad43-11f0-98a7-c3bc57f9afe3,Steve Katz 4plex 5YR,09/13 06:45,17037,344,344,0,3,4,0,0,2,Failed Cal,3611,0
failed_cal,7e37c9e0-8479-11f0-8b4a-0d0197d44616,All,09/13 10:01,17037,344,344,0,0,20,0,0,24,Failed Cal,3649,7868
failed_cal,7e463500-8ab5-11f1-a1a6-391af391818e,All,09/12 08:16,17037,344,344,0,0,20,0,0,11,Failed Cal,3673,0
failed_cal,7edf9bd0-9fc6-11f0-b5af-5dfa9891b485,GENII Production Failures,09/13 09:56,17078,391,391,3,18,6,0,0,3,Failed Cal,3633,24340
failed_cal,7efaefd0-a23f-11f1-a1a6-391af391818e,All,09/13 07:08,17037,344,344,0,2,20,0,0,1,Failed Cal,3677,0
failed_cal,7f5061b0-a643-11f1-a1a6-391af391818e,All,09/13 04:59,17037,344,344,0,6,4,0,0,1,Failed Cal,3654,0
failed_cal,7f87a690-98be-11f0-b5af-5dfa9891b485,GENII Production Failures,09/12 11:19,17060,368,368,1,4,20,0,0,254,Failed Cal,3641,3204
failed_cal,7f9477f0-a635-11f1-a1a6-391af391818e,All,09/13 07:56,17037,344,344,0,6,4,0,0,1,Failed Cal,3664,0
failed_cal,7fb64f70-a643-11f1-a1a6-391af391818e,All,09/13 03:38,17037,344,344,0,6,4,0,0,1,Failed Cal,3667,0
failed_cal,7fbddd70-9e7f-11f0-b5af-5dfa9891b485,All,09/13 08:26,16185,314,314,0,2,6,0,0,1,Not Metering,3462,0
failed_cal,801659c0-c4f7-11f0-9842-6d029661c338,All,09/13 08:25,17037,344,344,0,2,20,0,0,1,Failed Cal,3068,0
failed_cal,80b68d40-89fb-11f1-a1a6-391af391818e,All,09/13 07:38,17037,344,344,0,2,4,0,0,24,Failed Cal,3675,0
failed_cal,80c069c0-9fc6-11f0-b5af-5dfa9891b485,GENII Production Failures,09/12 10:55,17060,368,368,1,4,20,0,0,2,Failed Cal,3639,38793
failed_cal,80e886c0-8acc-11f1-a1a6-391af391818e,All,09/12 10:29,17037,344,344,0,2,20,0,0,5,Failed Cal,3672,0
failed_cal,811b87e0-3db7-11f0-8e55-b138a1c03c8e,Parkwood,09/13 08:06,17078,391,391,1,6,20,0,0,5,Failed Cal,3629,25327
failed_cal,813bd370-a642-11f1-a1a6-391af391818e,All,09/13 08:43,17037,344,344,0,8,4,0,0,1,Failed Cal,3650,0
failed_cal,819b7050-994b-11f0-b5af-5dfa9891b485,GENII Production Failures,09/13 03:58,16131,296,,0,1,6,0,0,,Not Metering,3649,263
failed_cal,81f39250-8ac5-11f1-a1a6-391af391818e,All,09/13 09:22,17037,344,344,0,2,6,0,0,7,Failed Cal,3669,0
failed_cal,81f6a380-a638-11f1-a1a6-391af391818e,All,09/13 09:39,17037,344,344,0,18,4,0,0,1,Failed Cal,3639,0
failed_cal,81ff05f0-a64e-11f1-a1a6-391af391818e,All,09/13 07:39,17037,344,344,0,12,4,0,0,1,Failed Cal,3645,0
failed_cal,820db400-fed5-11ef-8b47-3b1189d492f9,GENII Production Failures,09/13 07:11,16185,314,314,0,2,6,0,0,1,Not Metering,3162,26038
failed_cal,82e2c370-89f8-11f1-a1a6-391af391818e,All,09/13 09:46,17037,344,344,0,2,6,0,0,14,Failed Cal,3669,0
failed_cal,832ac5b0-c4f7-11f0-9842-6d029661c338,Mountaineer Village MHC,09/13 09:15,17060,368,368,1,6,20,0,0,2,Failed Cal,3662,20231
failed_cal,83458990-8acc-11f1-a1a6-391af391818e,All,09/13 09:21,17037,344,344,0,2,6,0,0,15,Failed Cal,3666,0
failed_cal,8354abe0-a643-11f1-a1a6-391af391818e,All,09/13 04:59,17037,344,344,0,6,4,0,0,1,Failed Cal,3662,0
failed_cal,838c3b00-3d0d-11f0-8e55-b138a1c03c8e,GENII Production Failures,09/13 08:39,16185,314,314,0,2,6,0,0,1,Not Metering,3612,38557
failed_cal,83e05c00-a641-11f1-a1a6-391af391818e,All,09/13 08:43,17037,344,344,0,8,4,0,0,1,Failed Cal,3638,0
failed_cal,83fd7bd0-48c9-11f1-bc16-b52012ce6db2,Highland Terrace,09/12 11:21,16185,314,314,0,2,6,0,0,1,Not Metering,3670,0
failed_cal,84365b40-c8c6-11f0-9842-6d029661c338,GENII Production Failures,09/13 08:50,16185,314,314,0,2,6,0,0,1,Not Metering,3651,331
failed_cal,844deae0-a641-11f1-a1a6-391af391818e,All,09/13 06:43,17037,344,344,0,6,4,0,0,1,Failed Cal,3658,0
failed_cal,84ac6d50-a63b-11f1-a1a6-391af391818e,All,09/13 08:12,17037,344,344,0,16,4,0,0,1,Failed Cal,3650,0
failed_cal,84d67350-e487-11f0-8900-8bd481ce9a44,Hillview MHC,09/13 08:30,17078,391,391,1,8,20,0,0,6,Failed Cal,3647,17
failed_cal,84d7f3a0-3db7-11f0-8e55-b138a1c03c8e,All,09/13 08:43,17037,344,344,0,1,20,0,0,1,Failed Cal,3660,0
failed_cal,858bd010-8acc-11f1-a1a6-391af391818e,All,09/13 08:37,17037,344,344,0,2,6,0,0,5,Failed Cal,3676,0
failed_cal,859046f0-f23c-11f0-8900-8bd481ce9a44,All,09/13 09:11,17037,344,344,0,2,4,0,0,1,Failed Cal,3651,0
failed_cal,85c6a550-a269-11f1-a1a6-391af391818e,All,09/13 10:13,17037,344,344,0,2,20,0,0,1,Failed Cal,3666,0
failed_cal,8603c910-9a33-11f0-b5af-5dfa9891b485,All,09/12 12:47,17037,344,344,0,2,4,0,0,1,Failed Cal,3654,10775
failed_cal,8603f1c0-3d0d-11f0-8e55-b138a1c03c8e,GENII Production Failures,09/13 07:28,16185,314,314,0,2,6,0,0,1,Not Metering,3178,0
failed_cal,860c7950-8aee-11f1-a1a6-391af391818e,All,09/10 08:49,17037,344,344,0,0,6,0,0,20,Failed Cal,3672,0
failed_cal,862c0fd0-a638-11f1-a1a6-391af391818e,All,09/13 05:34,17037,344,344,0,5,4,0,0,1,Failed Cal,3667,0
failed_cal,864b9740-8ac4-11f1-a1a6-391af391818e,All,09/13 09:45,17037,344,344,0,4,6,0,0,24,Failed Cal,3677,0
failed_cal,8656f9f0-a644-11f1-a1a6-391af391818e,All,09/13 10:16,17037,344,344,0,18,4,0,0,1,Failed Cal,3638,0
failed_cal,868baa10-a63a-11f1-a1a6-391af391818e,All,09/13 09:39,17037,344,344,0,8,4,0,0,1,Failed Cal,3663,0
failed_cal,8697a120-8ad4-11f1-a1a6-391af391818e,All,09/13 08:18,17037,344,344,0,2,6,0,0,6,Failed Cal,3676,0
failed_cal,86e3bb80-666f-11f0-8658-7f4e94e41769,GENII Production Failures,09/12 09:26,17060,368,368,0,0,20,0,0,3,Failed Cal,3619,21159
failed_cal,87153f00-89f7-11f1-a1a6-391af391818e,All,09/13 09:02,17037,344,344,0,2,20,0,0,7,Failed Cal,3665,0
failed_cal,8722ac30-a635-11f1-a1a6-391af391818e,All,09/12 21:47,17037,344,344,0,2,4,0,0,1,Failed Cal,3666,0
failed_cal,8728e490-cf9b-11f0-9bfa-a7eff651ff22,All,09/13 06:55,17037,344,344,1,4,20,0,0,1,Failed Cal,3655,5954
failed_cal,87d1e960-9fc5-11f0-b5af-5dfa9891b485,GENII Production Failures,09/12 13:22,17078,391,391,3,10,20,0,0,4,Failed Cal,3625,7934
failed_cal,88266730-8ac3-11f1-a1a6-391af391818e,GENII Production Failures,09/13 09:12,16185,314,314,0,2,6,0,0,25,Not Metering,3674,0
failed_cal,8832b720-65bf-11f1-9333-3b2cfe68422f,Oswego MHP,09/13 09:09,17078,391,391,2,8,20,0,0,5,Failed Cal,3635,14
failed_cal,88394820-a63c-11f1-a1a6-391af391818e,All,09/12 21:13,17037,344,344,0,4,4,0,0,1,Failed Cal,3651,0
failed_cal,888df0b0-8ac5-11f1-a1a6-391af391818e,All,09/13 08:42,17037,344,344,0,2,20,0,0,5,Failed Cal,3675,0
failed_cal,889df210-8acc-11f1-a1a6-391af391818e,All,09/13 08:47,17037,344,344,0,4,6,0,0,16,Failed Cal,3677,0
failed_cal,88b2cf10-a0c4-11f1-a1a6-391af391818e,All,09/12 09:44,17037,344,344,0,0,20,0,0,1,Failed Cal,3683,0
failed_cal,88d64020-8acc-11f1-a1a6-391af391818e,All,09/13 09:08,17037,344,344,0,2,6,0,0,15,Failed Cal,3671,0
failed_cal,89b407a0-a644-11f1-a1a6-391af391818e,All,09/13 09:31,17037,344,344,0,6,4,0,0,1,Failed Cal,3668,0
failed_cal,89d719a0-a63c-11f1-a1a6-391af391818e,All,09/12 20:47,17037,344,344,0,4,4,0,0,1,Failed Cal,3664,0
failed_cal,89d96a30-a0c3-11f1-a1a6-391af391818e,All,09/13 09:58,17037,344,344,0,0,4,0,0,1,Failed Cal,3682,0
failed_cal,8a11ff10-62a0-11f0-8658-7f4e94e41769,Kachina,09/12 13:23,17078,391,391,2,10,6,0,0,5,Failed Cal,3625,6295
failed_cal,8a1ee430-8ab5-11f1-a1a6-391af391818e,All,09/13 08:59,17037,344,344,0,2,20,0,0,14,Failed Cal,3672,0
failed_cal,8a2999f0-8ab2-11f1-a1a6-391af391818e,All,09/13 09:17,17037,344,344,0,2,20,0,0,24,Failed Cal,3667,0
failed_cal,8a4557c0-82e4-11f0-8b4a-0d0197d44616,GENII Production Failures,09/12 11:59,16185,314,314,0,2,6,0,0,1,Not Metering,3645,28759
failed_cal,8a68a740-86ab-11f1-a1a6-391af391818e,Lakewood MH Park,09/13 09:27,17037,344,344,0,2,4,0,0,24,Failed Cal,3668,0
failed_cal,8a814c50-8ab1-11f1-a1a6-391af391818e,All,09/13 08:28,17037,344,344,0,2,6,0,0,5,Failed Cal,3671,0
failed_cal,8a8c96f0-8ab1-11f1-a1a6-391af391818e,All,09/12 10:22,17037,344,344,0,2,6,0,0,5,Failed Cal,3676,0
failed_cal,8ac73ab0-8acc-11f1-a1a6-391af391818e,All,09/13 09:11,17037,344,344,0,4,6,0,0,14,Failed Cal,3671,0
failed_cal,8b453b90-82e4-11f0-8b4a-0d0197d44616,Pace East,09/13 10:05,16185,314,314,0,10,6,0,0,2,Not Metering,3630,154780.594
failed_cal,8b70d740-8ac3-11f1-a1a6-391af391818e,All,09/13 09:16,17037,344,344,0,2,20,0,0,6,Failed Cal,3674,0
failed_cal,8b913bf0-4cc7-11f1-b1bb-f3574cce671d,Haven MHP,09/13 05:00,16131,296,,0,1,6,0,0,,Not Metering,3676,0
failed_cal,8c7e9df0-4151-11f0-8e55-b138a1c03c8e,GENII Production Failures,09/13 07:39,17060,368,368,0,2,20,0,0,3,Failed Cal,3591,67923
failed_cal,8d334ee0-a63a-11f1-a1a6-391af391818e,All,09/13 10:17,17037,344,344,0,2,4,0,0,1,Failed Cal,3664,0
failed_cal,8d37ec00-65be-11f1-9333-3b2cfe68422f,All,09/13 08:29,17037,344,344,0,2,6,0,0,5,Failed Cal,3656,0
failed_cal,8d7ef730-25d7-11f0-8272-45e3ef110760,Oak Forest Estate MHC,09/13 07:35,17037,344,344,0,2,20,0,0,5,Failed Cal,3655,0
failed_cal,8d800190-a635-11f1-a1a6-391af391818e,All,09/13 04:21,17037,344,344,0,4,4,0,0,1,Failed Cal,3664,0
failed_cal,8dbf93e0-a63b-11f1-a1a6-391af391818e,All,09/13 09:36,17037,344,344,0,18,4,0,0,1,Failed Cal,3653,0
failed_cal,8e21ed90-a269-11f1-a1a6-391af391818e,All,09/12 10:01,17037,344,344,0,2,20,0,0,1,Failed Cal,3671,0
failed_cal,8e999270-ad30-11f0-98a7-c3bc57f9afe3,GENII Production Failures,09/13 08:19,16185,314,314,0,2,6,0,0,1,Not Metering,3633,5351
failed_cal,8ea44d00-8f85-11f0-8b4a-0d0197d44616,All,09/13 09:25,17037,344,344,0,2,4,0,0,23,Failed Cal,3658,0
failed_cal,8f52d2c0-a0c4-11f1-a1a6-391af391818e,All,09/13 07:28,17037,344,344,0,4,20,0,0,1,Failed Cal,3679,0
failed_cal,8fdbd7b0-8ab1-11f1-a1a6-391af391818e,All,09/13 08:32,17037,344,344,0,2,20,0,0,5,Failed Cal,3669,0
failed_cal,8ffd95b0-4b25-11f1-bc16-b52012ce6db2,Wintergreen Apartments,09/12 12:26,17037,344,344,0,2,6,0,0,2,Failed Cal,3664,8493
failed_cal,901371e0-3d8a-11f0-8e55-b138a1c03c8e,GENII Production Failures,09/13 09:47,16185,314,314,0,2,6,0,0,1,Not Metering,3606,11079
failed_cal,901669d0-d4c1-11f0-b691-d965a62fa4fa,All,09/13 10:10,17037,344,344,0,0,6,0,0,24,Failed Cal,3658,1501
failed_cal,904fcbc0-e4ef-11ef-a76f-4d93d4a482f0,All,09/12 09:54,17037,344,344,0,0,6,0,0,24,Failed Cal,3660,5
failed_cal,907db2d0-3f4b-11f1-b39d-b550dfb4ab8b,GENII Production Failures,09/13 07:32,17060,368,368,1,4,20,0,0,3,Failed Cal,3627,0
failed_cal,90a165d0-a635-11f1-a1a6-391af391818e,All,09/13 09:19,17037,344,344,0,4,20,0,0,1,Failed Cal,3659,0
failed_cal,919edf70-8ae8-11f1-a1a6-391af391818e,All,09/13 08:33,17040,354,354,0,2,20,0,0,4,Failed Cal,3677,0
failed_cal,92ba1eb0-4cc7-11f1-b1bb-f3574cce671d,Haven MHP,09/13 05:44,16131,296,,0,1,6,0,0,,Not Metering,3673,0
failed_cal,92f295e0-666f-11f0-8658-7f4e94e41769,GENII Production Failures,09/13 07:09,16185,314,314,0,2,6,0,0,1,Not Metering,3558,1174
failed_cal,931a97e0-8ac5-11f1-a1a6-391af391818e,All,09/13 08:32,17037,344,344,1,4,20,0,0,14,Failed Cal,3668,0
failed_cal,93314f30-8f85-11f0-8b4a-0d0197d44616,All,09/12 09:44,17037,344,344,0,0,6,0,0,7,Failed Cal,3651,17745
failed_cal,938107d0-3e87-11f1-b39d-b550dfb4ab8b,All,09/13 10:20,17037,344,344,0,0,6,0,0,24,Failed Cal,3668,0
failed_cal,939f2050-8787-11f1-a1a6-391af391818e,All,09/12 10:54,17037,344,344,0,2,6,0,0,25,Failed Cal,3674,0
failed_cal,93e74900-c7bd-11f0-9842-6d029661c338,Riverview Apartments MF,09/13 09:43,17037,344,344,1,4,20,0,0,1,Failed Cal,3653,2588
failed_cal,944fb4e0-666f-11f0-8658-7f4e94e41769,GENII Production Failures,09/13 09:10,16185,314,314,0,2,6,0,0,1,Not Metering,3629,51209
failed_cal,94886b60-aabb-11f0-98a7-c3bc57f9afe3,All,09/13 07:45,17037,344,344,0,2,4,0,0,23,Failed Cal,3658,12706
failed_cal,94c1c490-e487-11f0-8900-8bd481ce9a44,GENII Production Failures,09/13 09:31,16185,314,314,0,4,4,0,0,1,Not Metering,3653,12
failed_cal,94c45be0-89f7-11f1-a1a6-391af391818e,All,09/13 07:42,17037,344,344,0,2,20,0,0,7,Failed Cal,3667,0
failed_cal,95309d20-a25f-11f1-a1a6-391af391818e,All,09/12 09:30,17037,344,344,0,0,20,0,0,1,Failed Cal,3671,0
failed_cal,9548aa10-a240-11f1-a1a6-391af391818e,All,09/12 12:21,17037,344,344,0,2,4,0,0,1,Failed Cal,3674,0
failed_cal,957c0bc0-89fa-11f1-a1a6-391af391818e,All,09/13 07:47,17037,344,344,0,2,4,0,0,5,Failed Cal,3674,0
failed_cal,95b869b0-8ac4-11f1-a1a6-391af391818e,All,09/13 08:40,17037,344,344,0,2,6,0,0,5,Failed Cal,3664,0
failed_cal,95c39c10-89fa-11f1-a1a6-391af391818e,All,09/13 07:19,17037,344,344,0,2,4,0,0,5,Failed Cal,3675,208
failed_cal,968eccb0-8ae9-11f1-a1a6-391af391818e,All,09/13 09:21,17037,344,344,0,2,6,0,0,26,Failed Cal,3678,0
failed_cal,96b04f40-a644-11f1-a1a6-391af391818e,All,09/13 09:15,17037,344,344,0,8,4,0,0,1,Failed Cal,3660,0
failed_cal,96d3ebf0-8bad-11f1-a1a6-391af391818e,All,09/12 18:12,362,209,344,0,1,4,0,0,317,Not Metering,3671,0
failed_cal,96db8790-8ab1-11f1-a1a6-391af391818e,All,09/12 10:42,17037,354,354,0,2,6,0,0,14,Failed Cal,3676,0
failed_cal,96f744a0-89fb-11f1-a1a6-391af391818e,All,09/13 08:08,17037,344,344,0,2,20,0,0,7,Failed Cal,3670,0
failed_cal,9715cc70-8ae8-11f1-a1a6-391af391818e,All,09/13 08:30,17037,344,344,0,2,4,0,0,34,Failed Cal,3673,0
failed_cal,972a14a0-84e5-11f0-8b4a-0d0197d44616,All,09/12 12:20,17037,344,344,0,2,6,0,0,24,Failed Cal,3648,30233
failed_cal,976e7e50-8ae9-11f1-a1a6-391af391818e,All,09/13 08:57,17037,344,344,0,2,6,0,0,24,Failed Cal,3675,0
failed_cal,97717210-c508-11f0-9842-6d029661c338,GENII Production Failures,09/13 08:09,16185,314,314,0,4,4,0,0,1,Not Metering,3658,0
failed_cal,9785ad40-82e4-11f0-8b4a-0d0197d44616,GENII Production Failures,09/13 05:11,16131,296,,0,1,6,0,0,,Not Metering,3651,70455
failed_cal,97bff880-a0c8-11f1-a1a6-391af391818e,Farmingbury Commons,09/13 08:45,17037,344,344,1,4,20,0,0,1,Failed Cal,3653,0
failed_cal,97cfe6d0-89fa-11f1-a1a6-391af391818e,All,09/13 09:40,17037,344,344,0,2,20,0,0,5,Failed Cal,3675,0
failed_cal,97da9e70-a644-11f1-a1a6-391af391818e,All,09/13 09:14,17037,344,344,0,8,4,0,0,1,Failed Cal,3664,0
failed_cal,98691e10-a0a1-11f0-b5af-5dfa9891b485,All,09/13 02:02,16185,314,314,0,18,4,0,0,1,Not Metering,3650,0
failed_cal,98807220-89fa-11f1-a1a6-391af391818e,All,09/13 07:33,17037,344,344,0,2,6,0,0,5,Failed Cal,3674,0
failed_cal,98818d10-a0c3-11f1-a1a6-391af391818e,All,09/13 08:03,17037,344,344,0,2,20,0,0,1,Failed Cal,3672,0
failed_cal,988d0d40-8b63-11f1-a1a6-391af391818e,All,09/13 08:42,17037,344,344,0,2,20,0,0,5,Failed Cal,3669,0
failed_cal,989e7900-8acc-11f1-a1a6-391af391818e,All,09/13 10:17,17037,344,344,0,0,20,0,0,5,Failed Cal,3670,0
failed_cal,98b505b0-8ab5-11f1-a1a6-391af391818e,All,09/13 09:34,17037,344,344,0,2,20,0,0,6,Failed Cal,3666,0
failed_cal,98b9de30-89e5-11f1-a1a6-391af391818e,Wintergreen Apartments,09/13 08:26,17037,344,344,0,2,20,0,0,5,Failed Cal,3672,0
failed_cal,98e3bbf0-666f-11f0-8658-7f4e94e41769,Aurora MHC,09/13 07:45,17078,391,391,1,4,20,0,0,1,Failed Cal,3640,20498
failed_cal,99082950-a641-11f1-a1a6-391af391818e,All,09/12 19:45,17037,344,344,0,3,4,0,0,1,Failed Cal,3663,0
failed_cal,994f4cc0-9a69-11f0-b5af-5dfa9891b485,Glenn Dorado,09/12 13:23,17078,391,391,2,10,6,0,1,3,Failed Cal,3672,172965
failed_cal,99e68d90-8ac5-11f1-a1a6-391af391818e,All,09/13 09:23,17037,344,344,0,2,20,0,0,12,Failed Cal,3676,0
failed_cal,9a722850-a63b-11f1-a1a6-391af391818e,All,09/12 22:18,17037,344,344,0,4,4,0,0,1,Failed Cal,3667,0
failed_cal,9ae26bc0-a63a-11f1-a1a6-391af391818e,All,09/13 04:52,17037,344,344,0,6,4,0,0,1,Failed Cal,3665,0
failed_cal,9b727000-269b-11f0-8272-45e3ef110760,Aurora MHC,09/13 06:34,17078,391,391,0,2,6,0,0,4,Failed Cal,3575,163512
failed_cal,9b89d2f0-8ae9-11f1-a1a6-391af391818e,All,09/13 08:50,17037,344,344,0,4,6,0,0,12,Failed Cal,3672,0
failed_cal,9b9a4e60-4cc7-11f1-b1bb-f3574cce671d,GENII Production Failures,09/13 09:43,16185,314,314,0,4,6,0,0,1,Not Metering,3679,5839
failed_cal,9ba9d380-8ae8-11f1-a1a6-391af391818e,All,09/13 09:28,17037,344,344,0,2,20,0,0,9,Failed Cal,3671,0
failed_cal,9bd9c220-8ab1-11f1-a1a6-391af391818e,All,09/13 10:08,17037,344,344,1,4,20,0,0,5,Failed Cal,3675,0
failed_cal,9bdbdb60-a644-11f1-a1a6-391af391818e,All,09/13 09:10,17037,344,344,0,16,4,0,0,1,Failed Cal,3643,0
failed_cal,9bf4ca70-4cc7-11f1-b1bb-f3574cce671d,Haven MHP,09/13 05:29,16131,296,,0,1,6,0,0,,Not Metering,3680,0
failed_cal,9c209770-a642-11f1-a1a6-391af391818e,All,09/13 08:42,17037,344,344,0,10,4,0,0,1,Failed Cal,3646,0
failed_cal,9c367020-8466-11f1-a1a6-391af391818e,All,09/13 08:36,17037,344,344,0,2,6,0,0,24,Failed Cal,3671,0
failed_cal,9c3a2ca0-8ae8-11f1-a1a6-391af391818e,All,09/13 09:46,17037,344,344,1,4,20,0,0,34,Failed Cal,3672,0
failed_cal,9c48bfa0-8466-11f1-a1a6-391af391818e,All,09/12 08:05,17037,344,344,0,0,6,0,0,24,Failed Cal,3667,0
failed_cal,9c7cab60-a971-11f0-98a7-c3bc57f9afe3,All,09/12 12:34,16185,314,314,0,2,6,0,0,1,Not Metering,3657,0
failed_cal,9c845a00-8ab1-11f1-a1a6-391af391818e,All,09/12 10:16,17037,354,354,0,2,6,0,0,24,Failed Cal,3676,0
failed_cal,9ccd4ed0-0c4a-11f1-8768-5551e7a34f27,Roosevelt MHC,09/12 10:43,17037,344,344,0,2,20,0,0,1,Failed Cal,3673,0
failed_cal,9cf62980-a269-11f1-a1a6-391af391818e,All,09/12 10:49,17037,344,344,0,2,20,0,0,1,Failed Cal,3672,0
failed_cal,9d479200-8466-11f1-a1a6-391af391818e,All,09/13 09:03,17037,344,344,0,2,20,0,0,24,Failed Cal,3677,0
failed_cal,9d6fb4c0-0b57-11f1-a3d9-c99c67c82bc1,Roosevelt MHC,09/12 13:27,17078,391,391,2,10,6,0,0,6,Failed Cal,3671,2799
failed_cal,9d9a31a0-8ac3-11f1-a1a6-391af391818e,All,09/12 08:00,17037,344,344,0,0,6,0,0,12,Failed Cal,3674,0
failed_cal,9eb597f0-9a69-11f0-b5af-5dfa9891b485,All,09/13 07:40,17037,344,344,0,4,4,0,0,43,Failed Cal,3652,0
failed_cal,9ebac200-8ab1-11f1-a1a6-391af391818e,All,09/12 08:04,17037,344,344,0,0,6,0,0,12,Failed Cal,3669,0
failed_cal,9ec16e00-e487-11f0-8900-8bd481ce9a44,GENII Production Failures,09/12 10:28,17060,368,368,1,4,20,0,0,3,Failed Cal,3642,6118
failed_cal,9ecea2b0-8ab2-11f1-a1a6-391af391818e,All,09/13 08:27,17037,344,344,0,2,20,0,0,11,Failed Cal,3676,0
failed_cal,9ee44f80-a63b-11f1-a1a6-391af391818e,All,09/12 22:05,17037,344,344,0,4,4,0,0,1,Failed Cal,3660,0
failed_cal,9f354a60-a0c4-11f1-a1a6-391af391818e,All,09/13 09:57,17037,344,344,0,0,20,0,0,1,Failed Cal,3681,0
