serial,property,fwVer,fwVerTi,ageDays,dropouts120d,qual0frac30d,qualN,hardResets,tier
72382557,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72382573,Virginia Beach,17037,344,335,2,0.11,64,0,MED
72382581,Oak Forest Estate MHC,17037,344,361,1,0.05,60,0,MED
72382615,Westview Mobile Estates MHC,16185,314,362,1,0.00,60,2,MED
72382623,Stafford MHC,363,219,362,0,0.00,55,0,OK
72382631,Virginia Beach,17037,344,333,1,0.28,74,0,MED
72382649,Ponderosa MHC,17037,344,361,1,0.03,66,0,MED
72382656,Virginia Beach,17037,344,335,1,0.14,70,0,MED
72382664,Virginia Beach,17037,344,335,1,0.29,72,0,MED
72382672,Green Grove Trailer Court MHC,16131,296,362,0,0.00,30,0,OK
72382680,Virginia Beach,17037,344,335,1,0.06,48,0,MED
72382698,Westview Mobile Estates MHC,362,209,362,0,0.00,58,0,OK
72382706,Stafford MHC,363,219,347,0,0.00,57,0,OK
72382714,Virginia Beach,17037,344,335,2,0.24,146,0,MED
72382722,Ponderosa MHC,17037,344,362,3,0.01,88,0,HIGH
72382730,Country Squire MHC,16185,314,334,1,0.00,55,0,MED
72382748,8 OnElaine,16185,314,333,1,0.00,60,2,MED
72382755,Virginia Beach,17037,344,335,1,0.22,65,0,MED
72382763,Virginia Beach,17037,344,335,1,0.19,69,0,MED
72382771,Pace East,16131,296,361,0,0.00,134,0,OK
72382789,Glenn Dorado,362,209,333,0,0.00,59,0,OK
72382797,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72382813,Virginia Beach,17037,344,335,1,0.40,97,0,MED
72382821,Canada,16022,260,361,0,0.00,30,0,OK
72382854,Chickadee Lane MHC,16185,314,361,1,0.00,58,0,MED
72382888,Virginia Beach,17037,344,334,5,0.18,74,0,HIGH
72382896,Ponderosa MHC,17037,344,361,1,0.02,56,0,MED
72382920,Ontario Place MHC,16185,314,326,1,0.00,60,2,MED
72382938,Kay Lou MHC,17032,344,362,1,0.02,42,2,MED
72382961,Chickadee Lane MHC,16185,314,361,1,0.00,59,0,MED
72382979,Virginia Beach,17037,344,335,1,0.45,89,0,MED
72382987,Westview Mobile Estates MHC,16185,314,362,1,0.00,62,2,MED
72382995,Virginia Beach,17037,344,334,1,0.07,55,0,MED
72383001,CJ,17037,344,333,1,0.03,63,0,MED
72383027,Stafford MHC,16185,314,362,1,0.00,56,2,MED
72383035,Virginia Beach,17037,344,347,1,0.19,68,0,MED
72383050,Virginia Beach,17037,344,333,1,0.27,70,0,MED
72383068,Whispering Pines Mobile Estates,362,209,333,0,0.00,56,0,OK
72383084,Virginia Beach,17037,344,335,1,0.17,69,0,MED
72383092,Chickadee Lane MHC,16185,314,328,1,0.00,60,2,MED
72383100,Virginia Beach,17037,344,362,1,0.09,65,0,MED
72383118,Stafford MHC,16185,314,363,1,0.00,59,2,MED
72383126,Maple Run MHP,362,209,312,0,0.00,60,0,OK
72383142,Broadway MHP DesMoines,17037,344,333,0,0.83,125,0,HIGH
72383159,Virginia Beach,17037,344,335,2,0.26,86,0,MED
72383225,Stafford MHC,17037,344,362,1,0.01,157,0,MED
72383233,Virginia Beach,17037,344,335,1,0.26,74,0,MED
72383241,Virginia Beach,17037,344,335,3,0.19,106,0,HIGH
72383266,Pace East,16131,296,361,1,0.00,127,0,MED
72383274,Virginia Beach,17037,344,335,1,0.16,64,0,MED
72383290,Parkway MHC,17032,344,362,1,0.02,58,2,MED
72383316,Hoosier Park MHC,17037,344,335,1,0.15,3000,0,MED
72383324,Virginia Beach,17037,344,335,1,0.10,63,0,MED
72383332,Virginia Beach,17037,344,335,1,0.16,70,0,MED
72383357,Stafford MHC,363,219,363,0,0.00,37,0,OK
72383365,Stafford MHC,16131,296,362,0,0.00,30,0,OK
72383373,Parkview MHP,17037,344,362,1,0.00,282,0,MED
72383381,Virginia Beach,17037,344,335,1,0.28,76,0,MED
72383399,Virginia Beach,17037,344,335,1,0.09,64,0,MED
72383415,Virginia Beach,17037,344,333,1,0.12,64,0,MED
72383423,Stafford MHC,16131,296,363,0,0.00,27,0,OK
72383431,Virginia Beach,17037,344,363,3,0.32,73,0,HIGH
72383456,Ponderosa MHC,17037,344,363,1,0.15,20,0,MED
72383464,Whispering Pines Mobile Estates,16185,314,347,1,0.04,26,2,MED
72383472,Virginia Beach,17037,344,335,1,0.15,68,0,MED
72383506,Virginia Beach,17037,344,333,1,0.27,74,0,MED
72383514,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72383522,Parkway MHC,17032,344,360,1,0.02,45,2,MED
72383548,Holly Tree MHP,16185,314,335,4,0.00,60,0,HIGH
72383555,Virginia Beach,17037,344,335,1,0.20,64,0,MED
72383563,Stafford MHC,16022,260,363,0,0.00,30,0,OK
72383571,Virginia Beach,17037,344,333,1,0.53,99,0,HIGH
72383589,Kay Lou MHC,16131,296,361,0,0.00,30,0,OK
72383597,Ontario Place MHC,17037,344,326,1,0.08,25,0,MED
72383613,Stafford MHC,16131,296,347,0,0.00,35,0,OK
72383639,Stafford MHC,16131,296,363,1,0.00,30,0,MED
72383647,Hillview MHC,17037,344,239,1,0.13,47,0,MED
72383654,Ibiza Village2,17037,344,314,1,0.03,60,0,MED
72383662,Virginia Beach,17037,344,335,1,0.28,74,0,MED
72383688,Westview Mobile Estates MHC,362,209,362,0,0.00,58,0,OK
72383704,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72383712,Crystal Acres MHC,17032,344,309,0,0.59,93,0,HIGH
72383738,Whispering Pines Mobile Estates,16131,296,328,0,0.00,30,0,OK
72383746,La Comunidad MHC,16185,314,314,1,0.00,58,2,MED
72383761,Stafford MHC,16022,260,347,0,0.00,30,0,OK
72383779,Virginia Beach,17037,344,335,2,0.47,89,0,MED
72383787,Virginia Beach,17037,344,335,1,0.14,70,0,MED
72383795,Carolina Springs MHP,16131,296,326,0,0.00,20,0,OK
72383803,Minot Gardens MHC,17037,344,363,1,0.02,42,0,MED
72383829,Whispering Pines Mobile Estates,17037,344,328,3,0.27,63,0,HIGH
72383852,Oaklawn Park HOA,15090,254,188,0,0.00,28,0,OK
72383860,Virginia Beach,17037,344,361,1,0.16,64,0,MED
72383910,La Comunidad MHC,16185,314,314,1,0.00,57,2,MED
72383928,Sunnyvale MHP,16131,296,309,0,0.00,30,0,OK
72383951,Green Acres MHC,362,209,309,0,0.00,46,0,OK
72383969,Green Acres MHC,362,209,309,0,0.00,61,0,OK
72383977,La Comunidad MHC,16185,314,309,1,0.00,56,2,MED
72383985,Sunnyvale MHP,16131,296,309,0,0.00,29,0,OK
72383993,La Comunidad MHC,16185,314,309,1,0.00,58,2,MED
72384017,Sunnyvale MHP,362,209,309,0,0.00,58,0,OK
72384025,La Comunidad MHC,362,209,309,0,0.00,60,0,OK
72384041,La Comunidad MHC,16185,314,314,1,0.00,60,2,MED
72384058,La Comunidad MHC,16185,314,309,1,0.00,59,2,MED
72384066,Sunnyvale MHP,16185,314,309,1,0.00,60,2,MED
72384074,Brighton Court MHP,16185,314,309,1,0.00,65,2,MED
72384108,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72384124,La Comunidad MHC,17037,344,309,1,0.01,166,0,MED
72384132,Green Acres MHC,362,209,309,0,0.00,60,0,OK
72384140,La Comunidad MHC,16185,314,314,1,0.00,52,2,MED
72384157,Lakeroad Village RV Park,16193,320,309,2,0.72,174,0,HIGH
72384165,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72384173,Virginia Beach,17037,344,335,1,0.23,71,0,MED
72384181,Sunnyvale MHP,16131,296,309,0,0.00,30,0,OK
72384207,La Comunidad MHC,16185,314,309,2,0.00,60,2,MED
72384231,Grand Central MHP,16185,314,309,1,0.02,49,2,MED
72384249,La Comunidad MHC,16185,314,309,1,0.00,84,2,MED
72384256,Sunnyvale MHP,362,209,309,0,0.00,60,0,OK
72384264,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72384280,Highland Terrace,16185,314,309,1,0.84,51,0,HIGH
72384322,Virginia Beach,17037,344,333,1,0.16,74,0,MED
72384348,Stafford MHC,16022,260,363,0,0.00,30,0,OK
72384355,Stafford MHC,16185,314,363,1,0.00,391,2,MED
72384363,Stafford MHC,363,219,363,0,0.00,61,0,OK
72384389,Rusk MHC,17037,344,314,1,0.05,66,0,MED
72384397,Highland Terrace,16185,314,309,1,0.02,52,2,MED
72384405,Roosevelt MHC,16131,296,363,4,0.03,33,1,HIGH
72384413,Stafford MHC,363,219,363,0,0.00,60,0,OK
72384421,Stafford MHC,16185,314,347,1,0.00,60,2,MED
72384462,Stafford MHC,16128,295,363,1,0.00,31,2,MED
72384470,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72384488,Virginia Beach,17037,344,335,4,0.29,72,0,HIGH
72384496,Stafford MHC,16185,314,363,1,0.00,60,2,MED
72384504,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
72384512,Virginia Beach,17037,344,333,3,0.10,112,0,HIGH
72384538,Stafford MHC,16185,314,363,1,0.00,72,2,MED
72384546,La Comunidad MHC,16185,314,309,1,0.00,67,2,MED
72384553,Carolina Springs MHP,362,209,328,0,0.00,60,0,OK
72384561,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72384579,Stafford MHC,16185,314,363,1,0.00,59,2,MED
72384587,Virginia Beach,17037,344,335,1,0.43,145,0,MED
72384595,La Comunidad MHC,16185,314,309,1,0.00,86,2,MED
72384611,Virginia Beach,17037,344,333,1,0.11,65,0,MED
72384629,Flower Mound MHC,362,209,314,0,0.00,69,0,OK
72384652,Virginia Beach,17037,344,335,1,0.26,69,0,MED
72384660,Ontario Place MHC,16185,314,326,1,0.00,60,2,MED
72384678,Crystal Acres MHC,17037,344,314,22,0.21,179,0,HIGH
72384686,La Comunidad MHC,16185,314,309,1,0.00,64,2,MED
72384694,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
72384710,Carolina Springs MHP,362,209,326,0,0.00,58,0,OK
72384728,Lakeroad Village RV Park,362,209,309,0,0.00,64,0,OK
72384736,Whispering Pines Mobile Estates,362,209,326,0,0.00,61,0,OK
72384751,Rusk MHC,17037,344,314,1,0.06,51,0,MED
72384777,Country Squire MHC,16185,314,328,1,0.00,57,2,MED
72384785,Ponderosa MHC,17037,344,361,1,0.02,64,0,MED
72384793,Rustic Acres MHC,16185,314,363,1,0.24,29,14129,HIGH
72384801,Westview Mobile Estates MHC,362,209,362,0,0.00,59,0,OK
72384819,Chickadee Lane MHC,16185,314,361,1,0.00,62,0,MED
72384843,Carolina Springs MHP,362,209,328,0,0.00,57,0,OK
72384850,Ibiza Village2,17037,344,314,1,0.03,61,0,MED
72384892,Country Squire MHC,16185,314,328,1,0.00,59,2,MED
72384900,Broadway MHP DesMoines,17037,344,333,0,0.93,107,0,HIGH
72384926,PW2,16022,260,362,0,0.00,30,0,OK
72384942,Lafountaine MHC,16131,296,361,0,0.00,31,0,OK
72384959,Rustic Acres MHC,17037,344,363,1,0.21,48,0,MED
72384983,Pleasant Acres,16131,296,362,1,0.00,30,0,MED
72385006,Virginia Beach,17037,344,335,1,0.37,177,0,MED
72385022,Stafford MHC,16131,296,362,0,0.00,29,0,OK
72385089,Rustic Acres MHC,16185,314,363,1,0.00,60,2,MED
72385097,Virginia Beach,17037,325,335,4,0.34,77,2,HIGH
72385105,Virginia Beach,17037,344,335,1,0.18,72,0,MED
72385113,Chickadee Lane MHC,17037,344,361,0,0.01,70,0,OK
72385121,Whispering Pines Mobile Estates,362,209,333,0,0.00,59,0,OK
72385147,Roosevelt MHC,16185,314,342,1,0.00,60,2,MED
72385170,Virginia Beach,17037,344,335,1,0.25,69,0,MED
72385188,Kachina,362,209,361,0,0.00,59,0,OK
72385196,Chickadee Lane MHC,16185,314,361,1,0.00,58,0,MED
72385204,Ponderosa MHC,17037,344,361,1,0.06,68,0,MED
72385212,Roosevelt MHC,16131,296,361,0,0.00,30,0,OK
72385238,Ponderosa MHC,17037,344,361,1,0.02,59,0,MED
72385246,Virginia Beach,17037,344,333,1,0.16,55,0,MED
72385287,Canada,362,209,361,0,0.00,59,0,OK
72385311,Stafford MHC,16185,314,362,1,0.00,60,2,MED
72385345,Virginia Beach,17037,344,335,1,0.18,68,0,MED
72385352,Oak Forest Estate MHC,17037,344,361,1,0.03,66,0,MED
72385360,Virginia Beach,17037,344,333,3,0.22,73,0,HIGH
72385378,Virginia Beach,17037,344,335,1,0.21,92,0,MED
72385386,Stafford MHC,16185,314,347,1,0.00,54,2,MED
72385402,Virginia Beach,17037,344,335,1,0.18,83,0,MED
72385428,Backwater MHC,17032,344,314,1,0.03,63,0,MED
72385436,Crystal Acres MHC,17032,344,314,1,0.03,62,0,MED
72385451,Flower Mound,362,209,314,0,0.00,60,0,OK
72385477,Kingsbrook MHC,16185,314,362,1,0.00,59,0,MED
72385485,Crystal Acres MHC,17032,344,314,1,0.05,63,0,MED
72385493,Backwater MHC,17037,344,314,1,0.07,46,0,MED
72385501,Ponderosa MHC,17037,344,361,1,0.02,59,0,MED
72385527,Kay Lou MHC,16131,296,361,0,0.00,30,0,OK
72385535,Kachina,362,209,361,0,0.00,60,0,OK
72385543,Ponderosa MHC,17037,344,361,1,0.02,58,0,MED
72385550,Carolina Springs MHP,362,209,328,0,0.00,54,0,OK
72385576,Virginia Beach,17037,344,335,1,0.21,68,0,MED
72385600,CJ,17037,344,333,1,0.03,62,0,MED
72385626,Ponderosa MHC,17037,344,315,1,0.07,69,0,MED
72385634,La Comunidad MHC,16185,314,325,1,0.00,57,2,MED
72385659,Virginia Beach,17037,344,335,1,0.24,74,0,MED
72385675,Virginia Beach,17037,344,333,2,0.28,75,0,MED
72385691,Virginia Beach,17037,344,335,1,0.24,72,0,MED
72385709,Virginia Beach,17037,344,335,1,0.25,73,0,MED
72385717,Virginia Beach,17037,344,333,1,0.15,72,0,MED
72385733,Virginia Beach,17037,344,335,1,0.21,72,0,MED
72385741,Roosevelt MHC,16131,296,328,0,0.00,30,0,OK
72385766,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72385782,Westview Mobile Estates MHC,16185,314,362,1,0.00,60,2,MED
72385790,Canada,16161,296,361,0,0.00,57,0,OK
72385816,Virginia Beach,17037,344,335,1,0.25,76,0,MED
72385840,Virginia Beach,17037,344,335,3,0.34,76,0,HIGH
72385857,Stafford MHC,363,219,363,0,0.00,59,0,OK
72385873,Stafford MHC,17037,344,363,2,0.02,62,0,MED
72385881,Virginia Beach,17037,344,334,1,0.03,148,0,MED
72385907,Stafford MHC,363,219,362,0,0.00,65,0,OK
72385915,Stafford MHC,16185,314,363,1,0.00,60,2,MED
72385923,Kay Bee Mobile Villa MHP,16131,296,363,2,0.00,30,0,MED
72385949,Pace East,16131,296,361,1,0.03,138,0,MED
72385964,Virginia Beach,17037,344,333,1,0.19,79,0,MED
72385972,Ponderosa MHC,17037,344,363,1,0.09,23,0,MED
72385980,Roosevelt MHC,16131,296,361,0,0.00,30,0,OK
72385998,Stafford MHC,363,219,363,0,0.00,60,0,OK
72386012,Stafford MHC,16185,314,347,1,0.00,58,2,MED
72386020,Canada,362,209,361,0,0.00,59,0,OK
72386061,Canada,362,209,361,0,0.00,60,0,OK
72386087,Stafford MHC,16185,314,362,1,0.00,59,2,MED
72386095,Ponderosa MHC,17037,344,361,1,0.03,64,0,MED
72386103,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72386129,Westview Mobile Estates MHC,17037,344,362,1,0.03,72,0,MED
72386137,Stafford MHC,363,219,362,0,0.00,60,0,OK
72386152,Virginia Beach,17037,344,333,1,0.24,72,0,MED
72386178,Stafford MHC,16185,314,363,2,0.00,70,2,MED
72386186,Stafford MHC,363,219,362,0,0.00,60,0,OK
72386228,Virginia Beach,17037,344,335,2,0.26,76,0,MED
72386251,Virginia Beach,17037,344,333,1,0.10,61,0,MED
72386269,Virginia Beach,17037,344,335,1,0.19,74,0,MED
72386277,Westview Mobile Estates MHC,17037,344,362,1,0.01,67,0,MED
72386285,La Comunidad MHC,16185,314,309,1,0.00,83,2,MED
72386293,Stafford MHC,17037,344,362,2,0.01,247,0,MED
72386301,Stafford MHC,16128,295,363,1,0.00,30,2,MED
72386319,Stafford MHC,16185,314,362,1,0.00,47,2,MED
72386327,Stafford MHC,16022,260,363,0,0.00,30,0,OK
72386335,Virginia Beach,17037,344,334,3,0.22,86,0,HIGH
72386343,Chickadee Lane MHC,16185,344,361,1,0.00,160,0,MED
72386350,Stafford MHC,363,219,362,0,0.00,71,0,OK
72386392,Pace East,16131,296,361,0,0.00,137,0,OK
72386400,Westview Mobile Estates MHC,362,209,362,0,0.00,52,0,OK
72386418,Virginia Beach,17037,344,335,1,0.23,69,0,MED
72386434,Stafford MHC,16131,296,363,0,0.00,30,0,OK
72386442,Virginia Beach,17037,344,333,2,0.27,83,0,MED
72386459,Carolina Springs MHP,362,209,328,0,0.00,32,0,OK
72386467,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72386483,Minot Gardens MHC,17037,344,361,1,0.02,52,0,MED
72386509,Chickadee Lane MHC,16185,314,361,1,0.00,60,0,MED
72386525,Stafford MHC,16185,314,363,1,0.00,60,2,MED
72386541,Virginia Beach,17037,344,333,1,0.34,82,0,MED
72386558,Virginia Beach,17037,344,335,1,0.11,66,0,MED
72386574,Chickadee Lane MHC,16185,314,361,1,0.00,60,0,MED
72386590,Westview Mobile Estates MHC,16185,314,362,1,0.00,59,2,MED
72386608,Aurora MHC,16022,260,363,0,0.00,30,0,OK
72386632,Canada,362,209,361,0,0.00,60,0,OK
72386640,Virginia Beach,17037,344,335,1,0.11,66,0,MED
72386665,Avetis 5YR,16128,295,328,0,0.00,30,0,OK
72386681,Maple Run MHP,362,209,312,0,0.00,59,0,OK
72386699,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72386707,Lantana Trail,15154,260,333,0,0.00,30,0,OK
72386715,Virginia Beach,17037,344,335,1,0.14,64,0,MED
72386731,Stafford MHC,16131,296,362,0,0.00,30,0,OK
72386764,Canada,16185,314,361,1,0.02,60,2,MED
72386772,Pace East,16131,296,363,1,0.58,150,0,HIGH
72386780,Holly Tree MHP,16185,314,333,1,0.00,60,0,MED
72386798,Roosevelt MHC,16131,296,363,0,0.00,30,0,OK
72386848,Whispering Pines Mobile Estates,362,209,333,0,0.00,55,0,OK
72386863,Virginia Beach,17037,344,335,1,0.21,70,0,MED
72386889,Parkview MHP,17037,344,361,1,0.02,62,0,MED
72386897,Kingsbrook MHC,16131,296,361,0,0.00,31,0,OK
72386905,Chickadee Lane MHC,16185,314,334,2,0.00,64,0,MED
72386913,Kingsbrook MHC,16185,314,361,1,0.02,58,2,MED
72386921,Ponderosa MHC,17037,344,361,1,0.02,61,0,MED
72386947,La Comunidad MHC,16185,314,314,1,0.00,58,2,MED
72386962,Hoosier Park MHC,17032,344,314,1,0.03,60,0,MED
72387002,La Comunidad MHC,362,209,314,0,0.00,64,0,OK
72387010,La Comunidad MHC,16185,314,309,1,0.00,63,2,MED
72387044,Rusk MHC,17037,344,314,1,0.04,67,0,MED
72387051,Green Acres MHC,362,209,309,0,0.00,60,0,OK
72387069,La Comunidad MHC,16185,314,309,1,0.00,56,2,MED
72387077,La Comunidad MHC,17037,344,309,1,0.02,60,0,MED
72387093,Crystal Acres MHC,17037,344,314,1,0.05,61,0,MED
72387101,Stafford MHC,16131,296,347,0,0.00,29,0,OK
72387127,Whispering Pines Mobile Estates,362,209,326,0,0.00,60,0,OK
72387143,Carolina Springs MHP,16131,296,326,0,0.00,31,0,OK
72387150,Country Squire MHC,16185,314,314,2,0.00,69,0,MED
72387168,Coleman Village MHC,16185,314,326,1,0.00,62,2,MED
72387176,Grand Central MHP,16185,314,309,0,0.00,59,2,OK
72387184,Crystal Acres MHC,17037,344,314,1,0.06,65,0,MED
72387192,Canada,362,209,361,0,0.00,60,0,OK
72387226,Parkway MHC,16022,260,328,0,0.00,30,0,OK
72387242,Sunview MHP,17037,344,325,0,0.89,114,0,HIGH
72387259,Crystal Acres MHC,17032,344,314,1,0.03,63,0,MED
72387267,La Comunidad MHC,17037,344,314,1,0.05,62,0,MED
72387275,Backwater MHC,17032,344,314,1,0.03,62,0,MED
72387283,Green Acres MHC,362,209,309,0,0.00,55,0,OK
72387291,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72387317,Carolina Springs MHP,362,209,326,0,0.00,45,0,OK
72387325,Rusk MHC,17037,344,314,1,0.05,44,0,MED
72387333,Crystal Acres MHC,17037,344,314,1,0.04,76,0,MED
72387341,Backwater MHC,17032,344,314,1,0.03,62,0,MED
72387358,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72387366,Rustic Acres MHC,16185,314,327,1,0.00,23,1225,HIGH
72387374,Backwater MHC,17037,344,314,2,0.03,64,0,MED
72387382,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
72387390,Delaware St Quadplex,362,209,285,0,0.00,58,0,OK
72387408,Flower Mound,362,209,314,0,0.00,60,0,OK
72387424,Crystal Acres MHC,17032,344,314,1,0.03,66,0,MED
72387440,Backwater MHC,17032,344,314,1,0.03,62,0,MED
72387465,La Comunidad MHC,16185,314,309,1,0.00,64,2,MED
72387473,Green Acres MHC,362,209,309,0,0.00,60,0,OK
72387481,Oaklawn Park HOA,15090,254,314,0,0.00,28,0,OK
72387499,Backwater MHC,17032,344,314,1,0.03,63,0,MED
72387507,Backwater MHC,17037,344,314,7,0.03,66,0,HIGH
72387515,Flower Mound,362,209,314,0,0.00,60,0,OK
72387523,Brighton Court MHP,15090,254,309,0,0.00,28,0,OK
72387549,Grand Central MHP,15090,254,309,0,0.00,27,0,OK
72387556,Rusk MHC,17037,344,314,1,0.06,64,0,MED
72387564,Brighton Court MHP,15090,254,309,0,0.00,30,0,OK
72387572,Green Acres MHC,17037,344,309,2,0.79,253,0,HIGH
72387580,Virginia Beach,17037,344,335,1,0.23,105,0,MED
72387598,La Comunidad MHC,16185,314,309,1,0.00,58,2,MED
72387606,Sunnyvale MHP,362,209,309,0,0.00,60,0,OK
72387622,La Comunidad MHC,16185,314,325,1,0.00,60,2,MED
72387630,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
72387648,La Comunidad MHC,16185,314,309,1,0.00,56,2,MED
72387655,Stafford MHC,17037,344,363,1,0.00,367,0,MED
72387671,Grand Central MHP,16022,260,309,0,0.00,31,0,OK
72387689,Rusk MHC,17037,344,314,1,0.05,65,0,MED
72387705,La Comunidad MHC,16185,314,309,1,0.00,55,2,MED
72387713,Green Acres MHC,16131,296,309,0,0.00,33,0,OK
72387721,Lakeroad Village RV Park,362,209,309,0,0.00,60,0,OK
72387739,La Comunidad MHC,16185,314,314,1,0.00,58,2,MED
72387747,La Comunidad MHC,17037,344,309,1,0.02,64,0,MED
72387754,Roper Center Commercial Bldg,15090,254,250,0,0.00,25,0,OK
72387762,La Comunidad MHC,16185,314,309,2,0.00,76,2,MED
72387770,La Comunidad MHC,362,209,309,0,0.00,60,0,OK
72387796,Sunnyvale MHP,362,209,309,0,0.00,49,0,OK
72387812,Grand Central MHP,16185,314,309,1,0.29,49,2,MED
72387838,Stafford MHC,363,219,363,0,0.00,60,0,OK
72387853,Brighton Court MHP,15090,254,309,0,0.00,30,0,OK
72387861,Brighton Court MHP,15090,254,309,0,0.00,30,0,OK
72387879,Sunnyvale MHP,362,209,309,0,0.00,60,0,OK
72387887,Lakeroad Village RV Park,362,209,309,0,0.00,58,0,OK
72387911,Stafford MHC,16185,314,363,1,0.00,60,2,MED
72387929,Stafford MHC,16131,296,363,0,0.00,33,0,OK
72387937,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72387952,La Comunidad MHC,16185,314,309,1,0.00,68,2,MED
72387960,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72387978,Sunnyvale MHP,16131,296,309,0,0.00,30,0,OK
72387994,La Comunidad MHC,16185,314,314,1,0.00,60,2,MED
72388018,Suncrest Dr MF,362,209,285,0,0.00,60,0,OK
72388026,Canada,362,209,361,0,0.00,60,0,OK
72388034,Virginia Beach,17037,344,328,1,0.20,60,0,MED
72388059,Coleman Village MHC,15154,260,362,0,0.00,30,0,OK
72388067,Stafford MHC,363,219,363,0,0.00,60,0,OK
72388075,Virginia Beach,17037,344,335,1,0.08,66,0,MED
72388091,Stafford MHC,363,219,363,0,0.00,61,0,OK
72388117,Virginia Beach,17037,344,335,1,0.20,70,0,MED
72388125,Ponderosa MHC,17037,344,361,1,0.02,65,0,MED
72388133,Stafford MHC,363,219,363,0,0.00,62,0,OK
72388141,Virginia Beach,17037,344,335,2,0.17,71,0,MED
72388158,Stafford MHC,363,219,347,0,0.00,60,0,OK
72388166,Whispering Pines Mobile Estates,362,209,333,0,0.01,69,0,OK
72388174,Virginia Beach,17037,344,335,1,0.21,71,0,MED
72388182,Westview Mobile Estates MHC,362,209,362,0,0.00,61,0,OK
72388190,Ponderosa MHC,17037,344,363,1,0.02,62,0,MED
72388232,Aurora MHC,16131,296,363,0,0.00,30,0,OK
72388257,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72388273,Whispering Pines Mobile Estates,362,209,333,0,0.00,60,0,OK
72388281,Virginia Beach,17037,344,335,1,0.22,72,0,MED
72388307,Parkway MHC,17032,344,361,1,0.02,42,2,MED
72388372,Stafford MHC,16022,260,362,0,0.00,32,0,OK
72388380,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72388398,Stafford MHC,16131,296,362,0,0.00,29,0,OK
72388406,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72388414,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72388422,Westview Mobile Estates MHC,362,209,362,0,0.00,58,0,OK
72388430,Westview Mobile Estates MHC,362,209,363,0,0.00,60,0,OK
72388489,Stafford MHC,16185,314,363,1,0.00,59,2,MED
72388505,Kay Bee Mobile Villa MHP,16131,296,362,1,0.00,31,0,MED
72388521,Lafountaine MHC,16131,296,361,0,0.00,28,0,OK
72388547,Stafford MHC,16131,296,363,0,0.00,29,0,OK
72388554,Circle N Trailer Park,15085,254,361,0,0.00,32,0,OK
72388562,Virginia Beach,17037,344,333,1,0.03,204,0,MED
72388596,Stafford MHC,16185,314,347,1,0.00,54,2,MED
72388604,Chickadee Lane MHC,16185,314,361,1,0.00,60,0,MED
72388653,Stafford MHC,16185,314,363,1,0.00,60,2,MED
72388695,Carolina Springs MHP,362,209,360,0,0.00,53,0,OK
72388703,Lafountaine MHC,16131,296,361,0,0.00,32,0,OK
72388711,Westview Mobile Estates MHC,17037,344,362,1,0.03,67,0,MED
72388737,Chickadee Lane MHC,16185,314,361,0,0.00,60,0,OK
