serial,property,fwVer,fwVerTi,ageDays,dropouts120d,qual0frac30d,qualN,hardResets,tier
70271133,Sara Drive MHP,362,209,425,0,0.00,60,0,OK
70271216,Wildwood Estates MHC,17037,344,279,1,0.01,116,0,MED
70271224,Maple Run MHP,362,209,404,0,0.00,59,0,OK
70271273,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70271281,Forest at Sherman MHC,362,209,406,0,0.00,60,0,OK
70271307,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70271315,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70271331,PW2,16185,314,399,1,0.00,60,2,MED
70271356,Alta Vista MHC,16131,296,425,0,0.00,30,0,OK
70271364,PW2,16185,314,425,1,0.00,61,2,MED
70271372,Fair Meadows MHC,16022,260,425,0,0.00,30,0,OK
70271380,Ontario Place MHC,17037,344,404,1,0.17,69,0,MED
70271398,High Street,15147,256,424,0,0.00,30,0,OK
70271406,Aurora MHC,16022,260,424,0,0.00,32,0,OK
70271414,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
70271422,Maple Run MHP,362,209,406,0,0.00,60,0,OK
70271430,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70271448,Virginia Beach,17037,344,406,1,0.13,68,0,MED
70271489,Coleman Village,16185,314,399,1,0.00,59,2,MED
70271505,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
70271521,Coleman Village,17037,344,399,1,0.05,42,0,MED
70271539,Coleman Village,16185,314,399,1,0.00,60,2,MED
70271588,Aurora MHC,16022,260,406,0,0.00,30,0,OK
70271638,Rusk MHC,17037,344,255,1,0.05,65,0,MED
70271646,Riverview Apartments MF,17037,344,275,1,0.04,48,0,MED
70271653,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,29,0,OK
70271661,Rusk MHC,17037,344,255,1,0.29,75,0,MED
70271679,Parker MHC,16185,314,280,1,0.00,60,2,MED
70271687,Wildwood Estates MHC,16185,314,280,1,0.00,56,2,MED
70271703,Wildwood Village MHC,16185,314,280,1,0.00,71,2,MED
70271711,Eastwood Hills MHC,16131,296,274,0,0.00,32,0,OK
70271729,Riverview Apartments MF,17037,344,275,1,0.04,48,0,MED
70271737,Maple Run MHC,362,209,277,0,0.00,60,0,OK
70271760,Eastwood Hills MHC,362,209,274,0,0.00,57,0,OK
70271778,Stafford MHC,17037,344,280,1,0.15,52,0,MED
70271794,Oak Tree MHP,16130,296,280,0,0.00,29,0,OK
70271802,Country Squire MHC,16185,314,277,1,0.00,60,0,MED
70271877,Hillview MHC,17037,344,239,1,0.30,97,0,MED
70271893,Eastwood Hills MHC,362,209,279,0,0.00,58,0,OK
70271919,Hillview MHC,17037,344,259,1,0.06,64,0,MED
70271927,Parker MHC,16185,314,279,1,0.00,58,2,MED
70271943,La Comunidad MHC,16185,314,309,1,0.00,69,2,MED
70271984,Maple Run MHP,362,209,404,0,0.00,41,0,OK
70272008,Estancia MHP,15147,256,406,0,0.00,32,0,OK
70272016,Wildwood Estates MHC,16185,314,279,1,0.00,57,2,MED
70272040,Maple Run MHP,362,209,406,0,0.00,60,0,OK
70272057,Maple Run MHP,16022,260,406,0,0.00,30,0,OK
70272073,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,30,0,OK
70272081,Maple Run MHP,362,209,404,0,0.00,59,0,OK
70272099,Coleman Village,15154,260,399,0,0.00,30,0,OK
70272107,La Comunidad MHC,16185,314,309,1,0.00,59,2,MED
70272115,Aurora MHC,16022,260,412,0,0.00,30,0,OK
70272123,Carolina Springs MHP,16131,296,328,0,0.00,30,0,OK
70272131,Green Acres MHC,362,209,309,0,0.00,67,0,OK
70272156,Carolina Springs MHP,362,209,326,0,0.00,60,0,OK
70272164,La Comunidad MHC,16185,314,314,1,0.00,58,2,MED
70272180,Crystal Acres MHC,17037,344,314,1,0.04,68,0,MED
70272198,La Comunidad MHC,16185,314,309,1,0.00,56,2,MED
70272206,La Comunidad MHC,16185,314,309,1,0.00,57,2,MED
70272214,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70272222,Rusk MHC,17037,344,255,1,0.03,120,0,MED
70272230,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
70272248,Mountaineer Village MHC,15085,254,328,0,0.00,29,0,OK
70272271,Azulejo,362,209,255,0,0.00,62,0,OK
70272297,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70272305,Hoosier Park MHC,17037,344,314,1,0.05,62,0,MED
70272313,Rustic Acres MHC,17037,344,326,1,0.02,60,0,MED
70272339,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
70272347,Parker MHC,17037,344,280,2,0.95,116,0,HIGH
70272354,Kay Bee Mobile Villa MHP,16131,296,265,0,0.00,31,0,OK
70272362,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70272388,Spruce Valley Condominiums,16185,314,279,1,0.00,60,0,MED
70272396,Estancia MHP,15147,256,274,0,0.00,30,0,OK
70272412,Parker MHC,16185,314,280,2,0.00,60,2,MED
70272438,Eastwood Hills MHC,362,209,280,0,0.00,56,0,OK
70272453,Parker MHC,362,209,279,0,0.00,55,0,OK
70272479,Eastwood Hills MHC,16185,314,280,1,0.00,59,2,MED
70272487,Eastwood Hills MHC,362,209,280,0,0.00,59,0,OK
70272503,Wildwood Estates MHC,16185,314,280,1,0.00,64,2,MED
70272537,Oakwood MHP,16185,314,326,1,0.00,82,2,MED
70272545,La Comunidad MHC,16185,314,325,1,0.00,58,2,MED
70272552,Carolina Springs MHP,362,209,326,0,0.00,56,0,OK
70272560,Rustic Acres MHC,17037,344,327,1,0.03,64,0,MED
70272578,Carolina Springs MHP,362,209,328,0,0.00,63,0,OK
70272586,Parkview MHP,16185,314,327,1,0.00,60,2,MED
70272610,Rustic Acres MHC,17037,344,327,1,0.02,62,0,MED
70272651,Wildwood Village MHC,362,209,280,0,0.00,59,0,OK
70272669,Parker MHC,17037,344,280,1,0.02,64,0,MED
70272677,Paradise Village Cooperative MHC,15154,260,265,0,0.00,33,0,OK
70272693,Parker MHC,16185,314,279,1,0.00,62,2,MED
70272719,Paradise Village Cooperative MHC,15154,260,265,0,0.00,31,0,OK
70272727,Carolina Springs MHP,16131,296,326,0,0.00,30,0,OK
70272735,Country Squire MHC,16185,314,328,1,0.00,60,2,MED
70272743,Ontario Place MHC,16185,314,327,0,0.00,62,2,OK
70272776,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70272784,Carolina Springs MHP,16131,296,328,0,0.00,31,0,OK
70272818,Maple Run MHP,362,209,312,0,0.00,60,0,OK
70272826,Country Squire MHC,16185,314,328,1,0.00,60,2,MED
70272834,Carolina Springs MHP,362,209,326,0,0.00,68,0,OK
70272842,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70272867,Carolina Springs MHP,362,209,328,0,0.00,57,0,OK
70272917,Ontario Place MHC,17037,344,327,1,0.04,57,0,MED
70272933,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
70272966,Chickadee Lane MHC,16185,314,328,1,0.00,61,2,MED
70272974,Holly Tree MHP,16185,314,328,1,0.00,60,2,MED
70272990,Carolina Springs MHP,362,209,328,0,0.00,60,0,OK
70273006,La Comunidad MHC,16185,314,325,1,0.00,56,2,MED
70273014,Mountaineer Village MHC,15085,254,328,0,0.00,29,0,OK
70273022,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
70273030,Ontario Place MHC,16185,314,327,0,0.00,58,2,OK
70273063,GenII Water Flow,17037,344,250,15,0.17,786,0,HIGH
70273071,Carolina Springs MHP,362,209,326,0,0.00,60,0,OK
70273097,Ontario Place MHC,16185,314,327,1,0.00,62,2,MED
70273105,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
70273113,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
70273139,Oaklawn Park HOA,15090,254,406,0,0.00,30,0,OK
70273154,Coleman Village,15154,260,399,0,0.00,30,0,OK
70273162,Aurora MHC,16022,260,404,0,0.00,30,0,OK
70273170,Maple Run MHP,362,209,404,0,0.00,59,0,OK
70273204,Stafford MHC,363,219,404,0,0.00,53,0,OK
70273212,Westview Mobile Estates MHC,362,209,413,0,0.00,60,0,OK
70273238,Roosevelt MHC,17037,344,404,1,0.02,62,0,MED
70273246,Deer Lake MHC,16131,296,404,0,0.00,30,0,OK
70273295,The Oaks MHC,16131,296,404,0,0.00,30,0,OK
70273311,Maple Run MHP,362,209,404,0,0.00,53,0,OK
70273337,Coleman Village,15154,260,399,0,0.00,30,0,OK
70273345,Aurora MHC,16022,260,413,0,0.00,30,0,OK
70273360,Coleman Village,16185,314,399,1,0.00,60,2,MED
70273386,Coleman Village,15154,260,399,0,0.00,30,0,OK
70273394,Aurora MHC,16185,314,413,1,0.00,60,2,MED
70273410,Kingsbrook MHC,16131,296,413,0,0.00,29,0,OK
70273428,Oak Forest Estate MHC,17037,344,413,1,0.03,58,0,MED
70273444,PW2,16185,314,399,1,0.00,68,2,MED
70273451,Coleman Village,16185,314,399,1,0.00,60,2,MED
70273469,Maple Run MHP,362,209,312,0,0.00,60,0,OK
70273485,PW2,16185,314,399,1,0.00,60,2,MED
70273527,Maple Run MHP,362,209,406,0,0.00,58,0,OK
70273543,Carolina Springs MHP,362,209,328,0,0.00,58,0,OK
70273576,Whispering Pines Mobile Estates,16022,260,328,0,0.00,52,0,OK
70273592,Kay Lou MHC,16131,296,361,0,0.00,33,0,OK
70273600,Westview Mobile Estates MHC,17037,344,362,1,0.03,63,0,MED
70273634,La Comunidad MHC,16022,260,314,0,0.00,30,0,OK
70273642,Paradise Village Cooperative MHC,15154,260,265,0,0.00,30,0,OK
72378068,Roosevelt MHC,17037,344,361,1,0.03,63,0,MED
72378126,Oak Forest Estate MHC,17037,344,361,1,0.04,56,0,MED
72378167,Virginia Beach,17037,344,335,1,0.27,78,0,MED
72378183,Ponderosa MHC,17037,344,361,1,0.02,55,0,MED
72378191,Virginia Beach,17037,344,334,1,0.22,73,0,MED
72378209,Ponderosa MHC,17037,344,361,1,0.02,54,0,MED
72378217,Stafford MHC,363,219,362,0,0.00,59,0,OK
72378225,Virginia Beach,17037,344,335,1,0.20,70,0,MED
72378233,Canada,362,209,361,0,0.00,60,0,OK
72378241,Stafford MHC,16185,314,363,2,0.00,60,2,MED
72378258,Virginia Beach,17037,344,333,1,0.33,76,0,MED
72378266,Westview Mobile Estates MHC,362,209,362,0,0.00,59,0,OK
72378274,Ponderosa MHC,17037,344,362,1,0.03,107,0,MED
72378308,La Comunidad MHC,16185,314,314,1,0.00,60,2,MED
72378316,La Comunidad MHC,16185,314,309,1,0.00,58,2,MED
72378423,Virginia Beach,17037,344,334,1,0.52,111,0,HIGH
72378464,Canada,362,209,361,0,0.00,60,0,OK
72378472,Glenn Dorado,362,209,361,0,0.00,58,0,OK
72378480,Stafford MHC,16022,260,362,0,0.00,28,0,OK
72378498,Westview Mobile Estates MHC,17037,344,362,1,0.54,96,0,HIGH
72378530,Stafford MHC,17037,344,362,1,0.01,74,0,MED
72378548,Backwater MHC,17032,344,314,0,0.67,76,0,HIGH
72378555,Dorr Drive MHP,16185,314,314,2,0.00,45,2,MED
72378563,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
72378571,Rustic Acres MHC,17037,344,327,1,0.03,63,0,MED
72378589,Roosevelt MHC,16131,296,361,0,0.00,29,0,OK
72378597,Parkview MHP,17037,344,361,1,0.02,61,0,MED
72378605,Ponderosa MHC,17037,344,361,1,0.72,244,0,HIGH
72378621,Carolina Springs MHP,362,209,361,0,0.00,60,0,OK
72378639,Westview Mobile Estates MHC,362,209,362,0,0.00,59,0,OK
72378647,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
72378654,Pace East,16131,296,361,2,0.21,149,0,MED
72378670,Mountaineer Village MHC,15085,254,328,0,0.00,34,0,OK
72378688,La Comunidad MHC,16185,314,314,9,0.00,60,2,HIGH
72378720,La Comunidad MHC,362,209,314,0,0.00,62,0,OK
72378738,La Comunidad MHC,16185,314,314,1,0.03,60,2,MED
72378746,Carolina Springs MHP,362,209,326,0,0.00,52,0,OK
72378761,Parkway MHC,17032,344,363,2,0.01,178,2,MED
72378779,Holly Tree MHP,16185,314,314,2,0.00,57,0,MED
72378787,Ontario Place MHC,16022,260,326,0,0.00,30,0,OK
72378795,Carolina Springs MHP,16131,296,326,1,0.00,28,0,MED
72378811,Piney Park,16185,314,328,1,0.00,60,0,MED
72378829,Country Squire MHC,17037,344,328,1,0.02,90,0,MED
72378852,La Comunidad MHC,16185,314,325,1,0.00,56,2,MED
72378860,Ontario Place MHC,16185,314,326,1,0.00,64,2,MED
72378878,Backwater MHC,17037,344,314,1,0.07,46,0,MED
72378886,Whispering Pines Mobile Estates,16131,296,328,0,0.00,30,0,OK
72378902,Mountaineer Village MHC,16131,296,328,0,0.00,30,0,OK
72378910,Ontario Place MHC,16185,314,327,1,0.00,60,2,MED
72378928,Whispering Pines Mobile Estates,362,209,328,0,0.00,59,0,OK
72378936,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
72378944,Whispering Pines Mobile Estates,362,209,326,0,0.00,60,0,OK
72378977,Whispering Pines Mobile Estates,16131,296,326,0,0.00,30,0,OK
72378985,Fair Meadows MHC,16022,260,309,0,0.00,30,0,OK
72378993,Ontario Place MHC,16185,314,326,1,0.00,62,2,MED
72379009,Flower Mound MHC,362,209,314,0,0.00,51,0,OK
72379017,Flower Mound MHC,16022,260,314,0,0.00,29,0,OK
72379033,Ibiza Village2,17037,344,314,1,0.08,65,0,MED
72379041,Flower Mound MHC,362,209,314,0,0.00,60,0,OK
72379058,La Comunidad MHC,362,209,314,0,0.00,52,0,OK
72379074,Carolina Springs MHP,362,209,328,0,0.00,60,0,OK
72379090,Country Squire MHC,16185,314,328,1,0.00,59,2,MED
72379108,La Comunidad MHC,16185,314,325,1,0.00,60,2,MED
72379116,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72379124,La Comunidad MHC,16185,314,309,1,0.00,57,2,MED
72379132,Coleman Village MHC,15154,260,326,0,0.00,30,0,OK
72379157,Whispering Pines Mobile Estates,362,209,328,0,0.00,59,0,OK
72379181,Grand Central MHP,17037,344,309,1,0.03,64,0,MED
72379215,La Comunidad MHC,16185,314,314,1,0.00,64,2,MED
72379223,Dorr Drive MHP,16185,314,314,1,0.00,60,2,MED
72379249,Rustic Acres MHC,16185,314,327,1,0.02,59,2,MED
72379256,Rusk MHC,17037,344,314,1,0.11,66,0,MED
72379264,Crystal Acres MHC,17037,344,314,1,0.10,30,0,MED
72379280,Flower Mound MHC,16185,314,314,1,0.00,60,0,MED
72379298,La Comunidad MHC,362,209,314,0,0.00,62,0,OK
72379306,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72379330,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
72379348,Crystal Acres MHC,17032,344,314,1,0.70,83,0,HIGH
72379363,La Comunidad MHC,16185,314,314,1,0.00,70,2,MED
72379371,La Comunidad MHC,16185,314,314,1,0.00,61,2,MED
72379397,Ontario Place MHC,16185,314,326,1,0.00,66,2,MED
72379405,La Comunidad MHC,16185,314,325,1,0.00,68,2,MED
72379439,Flower Mound MHC,17037,344,314,1,0.01,380,0,MED
72379447,Ontario Place MHC,16185,314,326,1,0.00,63,2,MED
72379454,Hoosier Park MHC,17037,344,314,1,0.45,113,0,MED
72379470,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72379488,Broadway MHP DesMoines,17037,344,314,1,0.72,36,0,HIGH
72379504,Ibiza Village2,17037,344,314,1,0.08,66,0,MED
72379512,Rusk MHC,17037,344,314,1,0.05,64,0,MED
72379538,Crystal Acres MHC,17037,344,314,1,0.03,63,0,MED
72379546,Sunview MHP,17037,344,326,1,0.64,33,0,HIGH
72379553,Rusk MHC,17037,344,314,1,0.05,64,0,MED
72379579,Rusk MHC,17037,344,314,1,0.05,65,0,MED
72379587,La Comunidad MHC,362,209,314,0,0.00,59,0,OK
72379595,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
72379611,Backwater MHC,17032,344,314,1,0.03,63,0,MED
72379629,Backwater MHC,17032,344,333,0,0.66,74,0,HIGH
72379652,Oaklawn Park HOA,16022,260,188,0,0.00,27,0,OK
72379660,La Comunidad MHC,16185,314,314,1,0.00,56,2,MED
72379678,La Comunidad MHC,362,209,309,0,0.00,62,0,OK
72379694,Backwater MHC,17032,344,314,1,0.03,63,0,MED
72379744,Virginia Beach,17037,344,335,1,0.25,75,0,MED
72379801,Stafford MHC,16022,260,347,0,0.00,30,0,OK
72379827,Virginia Beach,17037,344,335,11,0.79,916,0,HIGH
72379843,Virginia Beach,17037,344,333,1,0.10,63,0,MED
72379868,Virginia Beach,17037,344,361,1,0.13,103,0,MED
72379892,Lakeroad Village RV Park,362,209,309,0,0.00,59,0,OK
72379900,Running Springs MHP,16185,314,335,2,0.00,60,2,MED
72379934,Virginia Beach,17037,344,335,1,0.31,72,0,MED
72379942,Pleasant Acres,16131,296,333,2,0.00,30,0,MED
72379967,Stafford MHC,16185,314,347,1,0.00,60,2,MED
72379975,Virginia Beach,17037,344,335,2,0.09,64,0,MED
72380015,Whispering Pines Mobile Estates,16131,296,328,0,0.00,30,0,OK
72380023,Carolina Springs MHP,16131,296,333,0,0.00,30,0,OK
72380031,Virginia Beach,17037,344,333,1,0.22,74,0,MED
72380049,Virginia Beach,17037,344,334,1,0.27,71,0,MED
72380056,Grand Valley Estates MHC,17037,344,362,1,0.04,74,0,MED
72380064,Virginia Beach,17037,344,333,1,0.15,54,0,MED
72380072,Lafountaine MHC,16131,296,361,0,0.00,30,0,OK
72380098,Aurora MHC,16022,260,363,0,0.00,30,0,OK
72380106,Virginia Beach,17037,344,335,1,0.21,71,0,MED
72380114,Flower Mound,362,209,314,0,0.00,66,0,OK
72380122,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72380130,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72380148,Virginia Beach,17037,344,335,1,0.51,102,0,HIGH
72380163,Virginia Beach,17037,344,335,2,0.19,67,0,MED
72380171,Pace East,16131,296,333,0,0.00,114,0,OK
72380197,Virginia Beach,17037,344,335,1,0.30,71,0,MED
72380213,La Comunidad MHC,16185,314,309,1,0.00,57,2,MED
72380221,Lakeroad Village RV Park,16131,296,309,0,0.00,30,0,OK
72380247,La Comunidad MHC,16185,314,309,1,0.00,58,2,MED
72380288,Rusk MHC,17037,344,314,2,0.02,66,0,MED
72380296,La Comunidad MHC,16185,314,314,1,0.00,61,2,MED
72380304,Hoosier Park MHC,17037,344,314,1,0.04,69,0,MED
72380312,Hoosier Park MHC,17032,344,314,1,0.04,67,0,MED
72380320,La Comunidad MHC,16185,314,309,1,0.00,56,2,MED
72380338,Grand Central MHP,15090,254,309,0,0.00,31,0,OK
72380346,La Comunidad MHC,16185,314,309,1,0.00,68,2,MED
72380353,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72380379,Sunnyvale MHP,362,209,309,0,0.00,59,0,OK
72380403,Parkway MHC,16022,260,328,0,0.00,29,0,OK
72380429,La Comunidad MHC,17037,344,309,1,0.00,336,0,MED
72380437,Chickadee Lane MHC,16185,314,328,1,0.00,66,2,MED
72380445,Brighton Court MHP,16185,314,309,0,0.00,60,2,OK
72380452,Sunnyvale MHP,16131,296,309,0,0.00,30,0,OK
72380460,La Comunidad MHC,16185,314,314,1,0.00,60,2,MED
72380478,La Comunidad MHC,16185,314,309,1,0.00,60,2,MED
72380486,Carolina Springs MHP,16022,260,326,0,0.00,30,0,OK
72380494,La Comunidad MHC,16185,314,309,1,0.00,62,2,MED
72380510,Rusk MHC,17037,344,314,1,0.02,146,0,MED
72380536,Highland Terrace,16185,314,309,1,0.02,51,2,MED
72380544,La Comunidad MHC,16185,314,309,1,0.00,59,2,MED
72380551,Carolina Springs MHP,362,209,326,0,0.00,55,0,OK
72380577,La Comunidad MHC,362,209,309,0,0.00,55,0,OK
72380593,Virginia Beach,17037,344,335,1,0.29,72,0,MED
72380601,La Comunidad MHC,362,209,309,0,0.00,61,0,OK
72380619,Carolina Springs MHP,16131,296,328,0,0.00,30,0,OK
72380627,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72380635,Flower Mound,16185,314,314,1,0.00,58,2,MED
72380668,Carolina Springs MHP,362,209,328,0,0.00,59,0,OK
72380684,Grand Central MHP,16022,260,309,0,0.00,30,0,OK
72380700,Virginia Beach,17037,344,361,8,0.36,98,0,HIGH
72380726,Lafountaine MHC,16131,296,361,0,0.00,30,0,OK
72380742,Chickadee Lane MHC,16185,314,361,1,0.00,56,0,MED
72380759,Kay Lou MHC,16131,296,361,0,0.00,30,0,OK
72380767,Ponderosa MHC,17037,314,361,1,0.14,7,0,MED
72380775,La Comunidad MHC,16185,314,309,1,0.00,58,2,MED
72380809,Virginia Beach,17037,344,327,1,0.15,68,0,MED
72380841,Canada,16185,314,361,1,0.02,46,2,MED
72380858,Westview Mobile Estates MHC,16185,314,362,1,0.00,63,2,MED
72380874,Canada,362,209,361,0,0.00,60,0,OK
72380882,Kingsbrook MHC,16131,296,362,0,0.00,30,0,OK
72380890,Stafford MHC,16185,314,362,1,0.00,61,2,MED
72380916,Virginia Beach,17037,344,335,1,0.23,77,0,MED
72380924,Virginia Beach,17037,344,335,1,0.25,84,0,MED
72380973,Rustic Acres MHC,17037,344,326,1,0.03,64,0,MED
72380981,Carolina Springs MHP,362,209,326,0,0.00,60,0,OK
72380999,Aurora MHC,16131,296,362,0,0.00,30,0,OK
72381005,Ponderosa MHC,17037,344,361,1,0.02,62,0,MED
72381062,Mountaineer Village MHC,15085,254,328,0,0.00,31,0,OK
72381096,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
72381104,Carolina Springs MHP,362,209,326,0,0.00,52,0,OK
72381120,Rustic Acres MHC,16185,314,326,1,0.00,56,2,MED
72381138,Canada,16022,260,361,0,0.00,30,0,OK
72381153,Maple Run MHP,362,209,312,0,0.00,60,0,OK
72381161,Ontario Place MHC,17037,344,326,1,0.03,63,0,MED
72381179,Ontario Place MHC,16185,314,326,1,0.00,58,2,MED
72381187,Whispering Pines Mobile Estates,362,209,328,0,0.00,59,0,OK
72381195,Lakeroad Village RV Park,362,209,309,0,0.00,59,0,OK
72381211,Ontario Place MHC,16185,314,326,1,0.00,58,2,MED
72381245,Rustic Acres MHC,16185,314,326,0,0.00,60,2,OK
72381252,Ibiza Village2,17037,344,314,2,0.10,67,0,MED
72381260,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
72381286,Dorr Drive MHP,16185,314,314,1,0.00,58,2,MED
72381302,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
72381328,Carolina Springs MHP,16131,296,328,1,0.00,28,0,MED
72381336,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
72381344,Ontario Place MHC,16185,314,326,0,0.00,60,2,OK
72381377,Whispering Pines Mobile Estates,362,209,328,0,0.00,58,0,OK
72381385,Rustic Acres MHC,16185,314,327,1,0.00,62,2,MED
72381393,Carolina Springs MHP,16131,296,328,0,0.00,30,0,OK
72381401,Rustic Acres MHC,16185,314,326,1,0.00,57,2,MED
72381419,Ontario Place MHC,17037,344,326,1,0.03,63,0,MED
72381427,Holly Tree MHP,16185,314,328,1,0.00,57,0,MED
72381435,Rusk MHC,17037,344,314,1,0.05,64,0,MED
72381443,Carolina Springs MHP,16131,296,328,0,0.00,29,0,OK
72381450,La Comunidad MHC,16022,260,309,0,0.00,30,0,OK
72381468,Country Squire MHC,16185,314,328,1,0.00,80,0,MED
72381492,Country Squire MHC,16185,314,328,1,0.00,60,2,MED
72381500,Ontario Place MHC,16185,314,327,1,0.00,59,2,MED
72381518,Ontario Place MHC,16185,314,326,1,0.00,60,2,MED
72381526,Stafford MHC,16185,314,363,1,0.00,60,2,MED
72381559,Rustic Acres MHC,16185,314,326,1,0.00,56,2,MED
72381567,Rusk MHC,17037,344,314,1,0.05,63,0,MED
72381575,Flower Mound MHC,362,209,314,0,0.00,59,0,OK
72381609,Sunview MHP,17037,344,326,1,0.87,91,0,HIGH
72381625,Fair Meadows MHC,16022,260,309,0,0.00,33,0,OK
72381633,Crystal Acres MHC,17032,344,314,1,0.08,64,0,MED
72381641,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72381658,The Oaks MHC,16131,296,314,1,0.00,29,0,MED
72381682,Whispering Pines Mobile Estates,16131,296,326,0,0.00,27,0,OK
72381708,Rusk MHC,17037,344,342,0,0.77,90,0,HIGH
72381716,Backwater MHC,17032,344,314,1,0.03,62,0,MED
72381724,La Comunidad MHC,362,209,314,0,0.00,60,0,OK
72381732,Hoosier Park MHC,17032,344,314,1,0.03,63,0,MED
72381757,Dorr Drive MHP,16185,314,325,1,0.00,59,2,MED
72381765,Ontario Place MHC,16185,314,327,1,0.00,60,2,MED
72381773,Ontario Place MHC,16185,314,326,1,0.00,60,2,MED
72381799,Ontario Place MHC,16185,314,327,1,0.00,68,2,MED
72381807,PW2,16185,314,326,1,0.00,62,2,MED
72381815,Whispering Pines Mobile Estates,362,209,326,0,0.00,61,0,OK
72381823,Whispering Pines Mobile Estates,362,209,328,0,0.00,60,0,OK
72381831,Whispering Pines Mobile Estates,362,209,326,0,0.00,59,0,OK
72381849,Ontario Place MHC,16185,314,327,1,0.00,59,2,MED
72381906,Carolina Springs MHP,16022,260,327,0,0.00,30,0,OK
72381914,Rustic Acres MHC,17037,344,326,1,0.03,67,0,MED
72381948,Mountaineer Village MHC,15085,254,328,0,0.00,30,0,OK
72381963,La Comunidad MHC,16185,314,314,1,0.00,60,2,MED
72381971,Ontario Place MHC,17037,344,327,1,0.03,65,0,MED
72381997,La Comunidad MHC,16184,314,314,1,0.00,73,2,MED
72382003,Carolina Springs MHP,362,209,326,0,0.00,60,0,OK
72382011,Rustic Acres MHC,17037,344,327,1,0.03,61,0,MED
72382037,Rustic Acres MHC,16185,314,326,1,0.00,51,2,MED
72382045,Crystal Acres MHC,17037,344,314,2,0.17,29,0,MED
72382052,Maple Run MHP,362,209,312,0,0.00,59,0,OK
72382078,Crystal Acres MHC,17032,344,314,0,0.65,83,0,HIGH
72382094,Ontario Place MHC,17037,344,326,1,0.04,57,0,MED
72382102,Crystal Acres MHC,17032,344,314,1,0.07,60,0,MED
72382128,Alta Vista MHC,16185,314,314,1,0.00,57,2,MED
72382136,Coleman Village MHC,15154,260,326,0,0.00,30,0,OK
72382144,Virginia Beach,17037,344,335,3,0.13,68,0,HIGH
72382169,Virginia Beach,17037,344,335,1,0.04,45,0,MED
72382193,Virginia Beach,17037,344,335,1,0.15,65,0,MED
72382284,Parkview MHP,16130,296,361,0,0.00,31,0,OK
72382318,Virginia Beach,17037,344,335,1,0.24,75,0,MED
72382326,Virginia Beach,17037,344,333,1,0.29,77,0,MED
72382334,Canada,362,209,361,0,0.00,60,0,OK
72382342,176 N Highland Ave,16022,260,362,0,0.00,30,0,OK
72382375,Virginia Beach,17037,344,335,1,0.22,58,0,MED
72382383,Azulejo,362,209,333,0,0.00,60,0,OK
72382425,Westview Mobile Estates MHC,362,209,362,0,0.00,60,0,OK
72382433,Virginia Beach,17037,344,335,2,0.28,90,0,MED
72382441,Country Squire MHC,16185,314,361,0,0.00,61,0,OK
72382458,Stafford MHC,16131,296,363,0,0.00,30,0,OK
72382474,Stafford MHC,16185,314,363,1,0.00,62,2,MED
72382490,Virginia Beach,17037,344,335,1,0.16,70,0,MED
72382508,Virginia Beach,17037,344,335,1,0.21,80,0,MED
72382540,Virginia Beach,17037,344,333,1,0.14,96,0,MED
