group,lever,serial,id,apt,tier,reported,draws,pos,neg,waterFlowDir_to_write
Estancia MHP-CUST,15147/256,72720750,003a4680-069c-11f1-a3d9-c99c67c82bc1,93,PIN,NOT FLIPPED,NOT FLIPPED,4107,5,1
Estancia MHP-CUST,15147/256,75370724,fe8969c0-06bd-11f1-a3d9-c99c67c82bc1,95,PIN,NOT FLIPPED,NOT FLIPPED,5618,14,1
Estancia MHP-CUST,15147/256,75365161,a3cb9e30-06af-11f1-a3d9-c99c67c82bc1,96,PIN,FLIPPED,FLIPPED,0,5260,2
Estancia MHP-CUST,15147/256,75366490,075ec400-06be-11f1-a3d9-c99c67c82bc1,99,PIN,FLIPPED,FLIPPED,0,5352,2
Fair Lane MHC,15154/260,79460885,e6a25960-39d6-11f1-b198-172a4a9f25c9,24,PIN,FLIPPED,FLIPPED,15,5725,2
Fair Meadows MHC,16022/260,77062125,835ecd30-4151-11f0-8e55-b138a1c03c8e,101,PIN,FLIPPED,FLIPPED,0,3387,2
Fair Meadows MHC,16022/260,65823331,a24eb820-be4a-11ef-8f43-73c96c0de66f,105,PIN,FLIPPED,FLIPPED,0,5526,2
Fair Meadows MHC,16022/260,75362473,3ecf7e00-3aa0-11f1-b198-172a4a9f25c9,109,PIN,NOT FLIPPED,NOT FLIPPED,5415,0,1
Fair Meadows MHC,16022/260,75362762,b99436d0-4d65-11f1-b1bb-f3574cce671d,113,PIN,FLIPPED,FLIPPED,0,5714,2
Fair Meadows MHC,16022/260,65826011,6698a180-e5a8-11ef-a76f-4d93d4a482f0,115,PIN,FLIPPED,FLIPPED,0,5221,2
Fair Meadows MHC,16022/260,72378985,7d82e5f0-ad43-11f0-98a7-c3bc57f9afe3,136,PIN,NOT FLIPPED,NOT FLIPPED,4775,0,1
Fair Meadows MHC,16022/260,75370047,d0afc8c0-48ce-11f1-bc16-b52012ce6db2,141,PIN,NOT FLIPPED,NOT FLIPPED,5287,0,1
Fair Meadows MHC,16022/260,70260839,7c9da560-5246-11f0-acb1-514e01860b07,144,PIN,FLIPPED,FLIPPED,0,5650,2
Fair Meadows MHC,16022/260,77041293,8ccf7d10-4151-11f0-8e55-b138a1c03c8e,157,PIN,NOT FLIPPED,NOT FLIPPED,5154,0,1
Fair Meadows MHC,16022/260,79466536,61b16e90-4cd1-11f1-b1bb-f3574cce671d,165,PIN,FLIPPED,FLIPPED,0,5504,2
Fair Meadows MHC,16022/260,70258593,fcf7f3e0-6133-11f0-9fcd-87e94e720126,169,PIN,FLIPPED,FLIPPED,0,5505,2
Fair Meadows MHC,16022/260,65830005,3458f340-ea2c-11ef-b35e-23eef2ba43da,173,PIN,FLIPPED,FLIPPED,0,5441,2
Fair Meadows MHC,16022/260,65827365,5a9a0c00-fedc-11ef-8b47-3b1189d492f9,186,PIN,FLIPPED,FLIPPED,0,4651,2
Fair Meadows MHC,16022/260,65827092,a16ab490-3d9d-11f0-8e55-b138a1c03c8e,201,PIN,FLIPPED,FLIPPED,0,5154,2
Fair Meadows MHC,16022/260,72388885,ff91c0c0-82e1-11f0-8b4a-0d0197d44616,202,PIN,FLIPPED,FLIPPED,0,5498,2
Fair Meadows MHC,16022/260,77053793,59d2b4b0-3da3-11f0-8e55-b138a1c03c8e,235,PIN,NOT FLIPPED,NOT FLIPPED,5008,0,1
Fair Meadows MHC,16022/260,75371854,2fa39a50-4d66-11f1-b1bb-f3574cce671d,243,PIN,FLIPPED,FLIPPED,0,5395,2
Fair Meadows MHC,16022/260,79455257,34dce210-4d66-11f1-b1bb-f3574cce671d,247,PIN,FLIPPED,FLIPPED,0,5598,2
Fair Meadows MHC,16022/260,77053926,568985c0-3cf6-11f0-8e55-b138a1c03c8e,250,PIN,FLIPPED,FLIPPED,0,5748,2
Fair Meadows MHC,16022/260,72381625,8dd07b70-ad43-11f0-98a7-c3bc57f9afe3,255,PIN,NOT FLIPPED,NOT FLIPPED,5923,1,1
Fair Meadows MHC,16022/260,75368264,ce716d20-4b21-11f1-bc16-b52012ce6db2,263,PIN,FLIPPED,FLIPPED,0,5012,2
Fair Meadows MHC,16022/260,75368322,1f13a3d0-4b25-11f1-bc16-b52012ce6db2,267,PIN,NOT FLIPPED,NOT FLIPPED,4816,0,1
Fair Meadows MHC,16022/260,70271372,320772f0-5247-11f0-acb1-514e01860b07,270,PIN,FLIPPED,FLIPPED,1,4810,2
Fair Meadows MHC,16022/260,75369585,1f34eed0-4b22-11f1-bc16-b52012ce6db2,282,PIN,FLIPPED,FLIPPED,0,4256,2
Fair Meadows MHC,16022/260,75365690,51ab8690-3aa0-11f1-b198-172a4a9f25c9,286,PIN,NOT FLIPPED,NOT FLIPPED,5578,0,1
Fair Meadows MHC,16022/260,65830021,d45ef800-01fe-11f0-92a4-09772dfb61f8,6151,PIN,FLIPPED,FLIPPED,0,5531,2
Fair Meadows MHC,16022/260,65831722,0fb16310-c943-11ef-8f43-73c96c0de66f,6155,PIN,FLIPPED,FLIPPED,0,5806,2
Fair Meadows MHC,16022/260,75364115,fe0968c0-4ce4-11f1-b1bb-f3574cce671d,6159,PIN,FLIPPED,FLIPPED,0,5491,2
Flower Mound MHC-CUST,362/209,72384504,2862a020-a92d-11f0-98a7-c3bc57f9afe3,13,PIN-B,FLIPPED,FLIPPED,1047,2406,2
Flower Mound MHC-CUST,362/209,72380114,cfbba7d0-a938-11f0-98a7-c3bc57f9afe3,2,PIN-B,NOT FLIPPED,NOT FLIPPED,2325,805,1
Flower Mound MHC-CUST,362/209,70266695,6b047690-a939-11f0-98a7-c3bc57f9afe3,21,PIN,FLIPPED,FLIPPED,115,3193,2
Flower Mound MHC-CUST,362/209,72391921,bf8ef5e0-a93a-11f0-98a7-c3bc57f9afe3,29,PIN,FLIPPED,FLIPPED,0,4443,2
Flower Mound MHC-CUST,362/209,70271505,fa402430-a92f-11f0-98a7-c3bc57f9afe3,31,PIN-B,FLIPPED,FLIPPED,765,1583,2
Flower Mound MHC-CUST,362/209,70269715,3c4f7c70-a92d-11f0-98a7-c3bc57f9afe3,5,PIN,FLIPPED,FLIPPED,0,146,2
Forest at Sherman MHC-CUST,362/209,77058222,f4febc60-3d92-11f0-8e55-b138a1c03c8e,3,PIN,FLIPPED,FLIPPED,0,5159,2
Forest at Sherman MHC-CUST,362/209,65829270,d43a0ae0-01fe-11f0-92a4-09772dfb61f8,58,PIN,FLIPPED,FLIPPED,13,5408,2
Forest at Sherman MHC-CUST,362/209,65822622,60fcbee0-b8db-11ef-8f43-73c96c0de66f,60,PIN,FLIPPED,FLIPPED,84,4923,2
Forest at Sherman MHC-CUST,362/209,65822630,a39141e0-cf6f-11ef-8f43-73c96c0de66f,63,PIN,NOT FLIPPED,NOT FLIPPED,5861,0,1
Forest at Sherman MHC-CUST,362/209,65830500,e2128860-e0e6-11ef-a5fd-a97d57576080,78,PIN,FLIPPED,FLIPPED,0,5376,2
Forest at Sherman MHC-CUST,362/209,65826276,a0872ba0-cf6e-11ef-8f43-73c96c0de66f,85,PIN,FLIPPED,FLIPPED,3,4653,2
Forest at Sherman MHC-CUST,362/209,65822598,8173a9c0-e240-11ef-a5fd-a97d57576080,86,PIN,FLIPPED,FLIPPED,18,5486,2
Forest at Sherman MHC-CUST,362/209,65831375,b9ad8be0-b977-11ef-8f43-73c96c0de66f,87,PIN-B,FLIPPED,FLIPPED,126,932,2
Forest at Sherman MHC-CUST,362/209,65826185,beb7d160-d955-11ef-b6c0-d371c5346bb9,88,PIN-B,NOT FLIPPED,NOT FLIPPED,3765,41,1
Forest at Sherman MHC-CUST,362/209,65826243,ce76e050-b989-11ef-8f43-73c96c0de66f,94,PIN,FLIPPED,FLIPPED,0,2985,2
Forest at Sherman MHC-CUST,362/209,70260284,e225a1f0-629d-11f0-8658-7f4e94e41769,95,PIN,NOT FLIPPED,NOT FLIPPED,5450,59,1
Forest at Sherman MHC-CUST,362/209,70260524,e14602f0-52dc-11f0-acb1-514e01860b07,97,PIN,FLIPPED,FLIPPED,35,5000,2
Fowler Apts MF,362/209,77029439,c56a80e0-35a6-11f0-8e55-b138a1c03c8e,701,PIN,NOT FLIPPED,NOT FLIPPED,3614,6,1
Fowler Apts MF,362/209,77057877,dc10b0d0-35a6-11f0-8e55-b138a1c03c8e,707,PIN,FLIPPED,FLIPPED,0,5408,2
Freedom MHP,363/219,72716915,ac2a0720-d21f-11f0-b691-d965a62fa4fa,3,PIN-B,NOT FLIPPED,NOT FLIPPED,2251,872,1
Glenn Dorado,362/209,72378472,3e2508c0-842b-11f0-8b4a-0d0197d44616,105,PIN-B,FLIPPED,FLIPPED,59,1257,2
Glenn Dorado,362/209,72382789,9df1d2c0-9a69-11f0-b5af-5dfa9891b485,204,PIN-B,NOT FLIPPED,NOT FLIPPED,1411,98,1
Grand Central MHP,15090/254,72387549,5e165fa0-ad32-11f0-98a7-c3bc57f9afe3,10,PIN,NOT FLIPPED,NOT FLIPPED,2948,0,1
Grand Central MHP,15090/254,72391376,be6f8360-ad30-11f0-98a7-c3bc57f9afe3,12,PIN,FLIPPED,FLIPPED,3,5395,2
Grand Central MHP,15090/254,72387671,792567f0-ad32-11f0-98a7-c3bc57f9afe3,15,PIN,NOT FLIPPED,NOT FLIPPED,5328,2,1
Grand Central MHP,15090/254,72380338,b9a04810-ad30-11f0-98a7-c3bc57f9afe3,2,PIN,FLIPPED,FLIPPED,0,5209,2
Grand Central MHP,15090/254,72387812,33e21530-ad32-11f0-98a7-c3bc57f9afe3,22,PIN,FLIPPED,FLIPPED,36,4264,2
Grand Central MHP,15090/254,75369601,1615c3a0-f65a-11f0-b153-63024d3301e1,4,PIN,FLIPPED,FLIPPED,1,784,2
Grand Central MHP,15090/254,72387176,c0e935f0-ad30-11f0-98a7-c3bc57f9afe3,7,PIN,NOT FLIPPED,NOT FLIPPED,336,1,1
Green Acres MHC,362/209,72387713,247db820-ad3b-11f0-98a7-c3bc57f9afe3,18,PIN,FLIPPED,FLIPPED,0,5872,2
Green Grove Trailer Court MHC,16131/296,65826193,7ab41de0-0202-11f0-92a4-09772dfb61f8,22,PIN,NOT FLIPPED,NOT FLIPPED,2558,0,1
Green Grove Trailer Court MHC,16131/296,70261944,805255c0-62a9-11f0-8658-7f4e94e41769,24,PIN,FLIPPED,FLIPPED,8,5397,2
Green Grove Trailer Court MHC,16131/296,65830377,fd32e010-d504-11ef-b247-3918401509a2,26,PIN,NOT FLIPPED,NOT FLIPPED,5693,6,1
Green Grove Trailer Court MHC,16131/296,77055129,89c602d0-3d0d-11f0-8e55-b138a1c03c8e,27,PIN,FLIPPED,FLIPPED,0,5581,2
Green Grove Trailer Court MHC,16131/296,70259146,928a1010-666f-11f0-8658-7f4e94e41769,28,PIN,FLIPPED,FLIPPED,0,5611,2
Green Grove Trailer Court MHC,16131/296,65825989,5f99c030-01dc-11f0-92a4-09772dfb61f8,31,PIN,FLIPPED,FLIPPED,0,5689,2
Green Grove Trailer Court MHC,16131/296,77057273,a1d76cb0-3524-11f0-8e55-b138a1c03c8e,32,PIN,FLIPPED,FLIPPED,0,5663,2
Green Grove Trailer Court MHC,16131/296,65824107,9cf4d590-be35-11ef-8f43-73c96c0de66f,33,PIN,NOT FLIPPED,NOT FLIPPED,5548,3,1
Green Grove Trailer Court MHC,16131/296,70269863,efff14d0-5223-11f0-acb1-514e01860b07,4,PIN,NOT FLIPPED,NOT FLIPPED,5664,0,1
Green Grove Trailer Court MHC,16131/296,65831649,a9892ac0-260b-11f0-8272-45e3ef110760,5,PIN,FLIPPED,FLIPPED,15,5793,2
Green Grove Trailer Court MHC,16131/296,70259997,d3197f10-666c-11f0-8658-7f4e94e41769,6,PIN,FLIPPED,FLIPPED,116,4615,2
Haven MHP,16131/296,75360477,adc75240-4cc7-11f1-b1bb-f3574cce671d,10,PIN,NOT FLIPPED,NOT FLIPPED,5494,0,1
Haven MHP,16131/296,79465892,8f26bec0-4cc7-11f1-b1bb-f3574cce671d,11,PIN,NOT FLIPPED,NOT FLIPPED,5538,0,1
Haven MHP,16131/296,75364891,ca441b60-4cc7-11f1-b1bb-f3574cce671d,13,PIN,FLIPPED,FLIPPED,5,5668,2
Haven MHP,16131/296,75368967,0de52fd0-4cc8-11f1-b1bb-f3574cce671d,14,PIN,NOT FLIPPED,NOT FLIPPED,5572,2,1
Haven MHP,16131/296,75367613,b8aa7de0-4cc7-11f1-b1bb-f3574cce671d,18,PIN,NOT FLIPPED,NOT FLIPPED,303,14,1
Haven MHP,16131/296,75369080,b477f7c0-4cc7-11f1-b1bb-f3574cce671d,2,PIN,NOT FLIPPED,NOT FLIPPED,5988,0,1
Haven MHP,16131/296,75366425,eeb49150-4cc7-11f1-b1bb-f3574cce671d,20,PIN,FLIPPED,FLIPPED,12,5817,2
Haven MHP,16131/296,79466080,eb593150-4cc7-11f1-b1bb-f3574cce671d,22,PIN,NOT FLIPPED,NOT FLIPPED,4917,0,1
Haven MHP,16131/296,75368926,101949a0-4b22-11f1-bc16-b52012ce6db2,23,PIN,NOT FLIPPED,NOT FLIPPED,4814,61,1
Haven MHP,16131/296,79462949,b61023f0-4cc7-11f1-b1bb-f3574cce671d,5,PIN,NOT FLIPPED,NOT FLIPPED,5894,0,1
Haven MHP,16131/296,75361459,f669d590-4cc7-11f1-b1bb-f3574cce671d,8,PIN,FLIPPED,FLIPPED,22,49,2
Heritage Apartments,16131/296,75371227,b0972d90-4805-11f1-969c-6109d9dfb138,201,PIN,FLIPPED,FLIPPED,0,2690,2
Heritage Apartments,16131/296,75362598,d2d64490-4805-11f1-969c-6109d9dfb138,A1,PIN,FLIPPED,FLIPPED,0,1139,2
Heritage Apartments,16131/296,79455711,85d262f0-4805-11f1-969c-6109d9dfb138,A2,PIN,FLIPPED,FLIPPED,1,5540,2
Heritage Apartments,16131/296,75371615,da745750-4805-11f1-969c-6109d9dfb138,A3,PIN,NOT FLIPPED,NOT FLIPPED,5764,0,1
Heritage Apartments,16131/296,79462493,5f8dfae0-4806-11f1-969c-6109d9dfb138,A4,PIN,FLIPPED,FLIPPED,1,5241,2
Heritage Apartments,16131/296,75369171,a6e99bc0-4805-11f1-969c-6109d9dfb138,A5,PIN,FLIPPED,FLIPPED,0,4917,2
Heritage Apartments,16131/296,75361079,d61bd2a0-4805-11f1-969c-6109d9dfb138,A6,PIN,NOT FLIPPED,NOT FLIPPED,5540,0,1
Heritage Apartments,16131/296,75364545,a7055160-4816-11f1-969c-6109d9dfb138,A7,PIN,NOT FLIPPED,NOT FLIPPED,5056,1,1
Heritage Apartments,16131/296,79466361,d09d4480-4805-11f1-969c-6109d9dfb138,A8,PIN,FLIPPED,FLIPPED,0,5757,2
Heritage Apartments,16131/296,79462758,daee4240-4805-11f1-969c-6109d9dfb138,B1,PIN,NOT FLIPPED,NOT FLIPPED,5361,2,1
Heritage Apartments,16131/296,75374783,f34016a0-4816-11f1-969c-6109d9dfb138,B2,PIN,NOT FLIPPED,NOT FLIPPED,5486,0,1
Heritage Apartments,16131/296,75364875,1f6d4480-480f-11f1-969c-6109d9dfb138,B3,PIN,FLIPPED,FLIPPED,1,4980,2
Heritage Apartments,16131/296,75361020,6ec08370-4806-11f1-969c-6109d9dfb138,B4,PIN,NOT FLIPPED,NOT FLIPPED,5681,0,1
Heritage Apartments,16131/296,75361723,77a6b780-480f-11f1-969c-6109d9dfb138,B5,PIN,FLIPPED,FLIPPED,0,5390,2
Heritage Apartments,16131/296,75368173,ca41c3e0-4805-11f1-969c-6109d9dfb138,B6,PIN,FLIPPED,FLIPPED,0,848,2
Heritage Apartments,16131/296,75369452,aef1d240-4816-11f1-969c-6109d9dfb138,B7,PIN,NOT FLIPPED,NOT FLIPPED,1653,5,1
Heritage Apartments,16131/296,79465991,88847ae0-4816-11f1-969c-6109d9dfb138,C1,PIN,NOT FLIPPED,NOT FLIPPED,5637,0,1
Heritage Apartments,16131/296,79461230,933c8790-4805-11f1-969c-6109d9dfb138,C2,PIN,NOT FLIPPED,NOT FLIPPED,5619,0,1
Heritage Apartments,16131/296,79466254,208a4d40-480f-11f1-969c-6109d9dfb138,C3,PIN,NOT FLIPPED,NOT FLIPPED,5541,3,1
Heritage Apartments,16131/296,75360220,98870d60-4805-11f1-969c-6109d9dfb138,C4,PIN,FLIPPED,FLIPPED,0,5774,2
Heritage Apartments,16131/296,79454797,ec36b280-4805-11f1-969c-6109d9dfb138,C5,PIN,NOT FLIPPED,NOT FLIPPED,5640,1,1
Heritage Apartments,16131/296,75370641,f064a4c0-4805-11f1-969c-6109d9dfb138,C6,PIN,FLIPPED,FLIPPED,0,5781,2
Heritage Apartments,16131/296,75365013,ec74a5e0-4805-11f1-969c-6109d9dfb138,C7,PIN,NOT FLIPPED,NOT FLIPPED,5555,9,1
Heritage Apartments,16131/296,75361707,10dd7780-4802-11f1-969c-6109d9dfb138,C8,PIN,NOT FLIPPED,NOT FLIPPED,5550,0,1
Heritage Apartments,16131/296,75364990,f54aad50-480e-11f1-969c-6109d9dfb138,D1,PIN,NOT FLIPPED,NOT FLIPPED,5728,0,1
Heritage Apartments,16131/296,75369635,c71aba50-4805-11f1-969c-6109d9dfb138,D2,PIN,NOT FLIPPED,NOT FLIPPED,4176,0,1
Heritage Apartments,16131/296,79467104,bde7fdd0-4805-11f1-969c-6109d9dfb138,D3,PIN,NOT FLIPPED,NOT FLIPPED,5765,0,1
Heritage Apartments,16131/296,79465660,a7a34ed0-4805-11f1-969c-6109d9dfb138,D5,PIN,NOT FLIPPED,NOT FLIPPED,5778,0,1
Heritage Apartments,16131/296,75366110,c70a8320-4804-11f1-969c-6109d9dfb138,D6,PIN,FLIPPED,FLIPPED,0,930,2
Heritage Apartments,16131/296,79453476,9974d9b0-480e-11f1-969c-6109d9dfb138,D7,PIN,FLIPPED,FLIPPED,0,2360,2
Heritage Apartments,16131/296,79467138,9b318960-4804-11f1-969c-6109d9dfb138,D8,PIN,FLIPPED,FLIPPED,0,3020,2
Heritage Apartments,16131/296,75362754,52571810-4802-11f1-969c-6109d9dfb138,E1,PIN,FLIPPED,FLIPPED,0,5541,2
Heritage Apartments,16131/296,79463384,12dd1810-4802-11f1-969c-6109d9dfb138,E2,PIN,NOT FLIPPED,NOT FLIPPED,774,0,1
Heritage Apartments,16131/296,79462899,60f501c0-4802-11f1-969c-6109d9dfb138,E4,PIN,NOT FLIPPED,NOT FLIPPED,5512,0,1
Heritage Apartments,16131/296,75369023,6fb591d0-4806-11f1-969c-6109d9dfb138,E5,PIN,NOT FLIPPED,NOT FLIPPED,5745,0,1
Heritage Apartments,16131/296,75360246,450b50e0-4802-11f1-969c-6109d9dfb138,E6,PIN,FLIPPED,FLIPPED,1,5728,2
Heritage Apartments,16131/296,75360212,51374e30-4818-11f1-969c-6109d9dfb138,E7,PIN,NOT FLIPPED,NOT FLIPPED,5868,0,1
Heritage Apartments,16131/296,79466148,1d5af230-4802-11f1-969c-6109d9dfb138,E8,PIN,NOT FLIPPED,NOT FLIPPED,5580,0,1
Highland Terrace,16185/314,72384397,df50a0f0-ad44-11f0-98a7-c3bc57f9afe3,11,PIN,NOT FLIPPED,NOT FLIPPED,5402,8,1
Highland Terrace,16185/314,75364719,40028360-48d0-11f1-bc16-b52012ce6db2,34,PIN,FLIPPED,FLIPPED,18,3761,2
Highland Terrace,16185/314,70265176,f6d43560-ad40-11f0-98a7-c3bc57f9afe3,37,PIN,FLIPPED,FLIPPED,1,5257,2
Highland Terrace,16185/314,72380536,2b23eea0-ad41-11f0-98a7-c3bc57f9afe3,45,PIN,FLIPPED,FLIPPED,34,5145,2
Highland Terrace,16185/314,75367241,6685ba30-9041-11f1-a1a6-391af391818e,46,PIN,NOT FLIPPED,NOT FLIPPED,5413,29,1
Highland Terrace,16185/314,72384280,df332de0-ad44-11f0-98a7-c3bc57f9afe3,53,PIN,NOT FLIPPED,NOT FLIPPED,308,42,1
Highland Terrace,16185/314,75361616,74bb3bd0-48c9-11f1-bc16-b52012ce6db2,59,PIN,FLIPPED,FLIPPED,0,5327,2
Highland Terrace,16185/314,75369965,3d645d10-48c9-11f1-bc16-b52012ce6db2,A,PIN,NOT FLIPPED,NOT FLIPPED,5526,0,1
Highlands MHC,362/209,72719489,2b851860-fc88-11f0-8726-d3fa6d0d96af,02A,PIN,FLIPPED,FLIPPED,4,425,2
Highlands MHC,362/209,75374619,2b5718b0-fe37-11f0-8726-d3fa6d0d96af,12A,PIN-B,FLIPPED,FLIPPED,380,1568,2
Highlands MHC,362/209,75362820,6c4765d0-fe07-11f0-8726-d3fa6d0d96af,13,PIN,FLIPPED,FLIPPED,0,619,2
Highlands MHC,362/209,75361426,ea6eaa80-fe08-11f0-8726-d3fa6d0d96af,15,PIN,NOT FLIPPED,NOT FLIPPED,5828,0,1
Highlands MHC,362/209,75370245,ef6d9270-fe36-11f0-8726-d3fa6d0d96af,15A,PIN-B,FLIPPED,FLIPPED,511,3601,2
Highlands MHC,362/209,75363521,f0e2ce20-fe06-11f0-8726-d3fa6d0d96af,16,PIN-B,FLIPPED,FLIPPED,679,2211,2
Highlands MHC,362/209,75365617,f6e6fca0-fe2a-11f0-8726-d3fa6d0d96af,16A,PIN-B,NOT FLIPPED,NOT FLIPPED,2760,1145,1
Highlands MHC,362/209,72718036,0f452020-fe07-11f0-8726-d3fa6d0d96af,3,PIN,NOT FLIPPED,NOT FLIPPED,3847,0,1
Highlands MHC,362/209,72719539,ef0d2e50-fe07-11f0-8726-d3fa6d0d96af,4A,PIN,NOT FLIPPED,NOT FLIPPED,5351,0,1
Highlands MHC,362/209,75374833,fc224030-fe2a-11f0-8726-d3fa6d0d96af,6A,PIN,NOT FLIPPED,NOT FLIPPED,243,9,1
Hillview MHC,16185/314,72722228,9e8416e0-e487-11f0-8900-8bd481ce9a44,16,PIN,NOT FLIPPED,NOT FLIPPED,346,144,1
Island Club MHC-CUST,16022/260,75368462,fc75f5e0-5497-11f1-b1bb-f3574cce671d,108,PIN,FLIPPED,FLIPPED,3,4229,2
Kachina,362/209,72385535,28ecc1b0-8420-11f0-8b4a-0d0197d44616,10,PIN,NOT FLIPPED,NOT FLIPPED,4164,3,1
Kachina,362/209,77052183,949eecc0-2639-11f0-8272-45e3ef110760,15,PIN,FLIPPED,FLIPPED,0,5746,2
Kachina,362/209,70267255,a44a0850-62a0-11f0-8658-7f4e94e41769,18,PIN,NOT FLIPPED,NOT FLIPPED,4903,0,1
Kachina,362/209,72720628,28f878f0-d229-11f0-b691-d965a62fa4fa,2,PIN,FLIPPED,FLIPPED,0,4395,2
Kachina,362/209,70260185,b1fb4810-62a0-11f0-8658-7f4e94e41769,7,PIN,FLIPPED,FLIPPED,0,157,2
Kay Bee Mobile Villa MHP,16131/296,72720529,5bd33150-cfab-11f0-9bfa-a7eff651ff22,1,PIN,FLIPPED,FLIPPED,8,2817,2
Kay Bee Mobile Villa MHP,16131/296,70272354,3ba4d1e0-cfab-11f0-9bfa-a7eff651ff22,10,PIN,NOT FLIPPED,NOT FLIPPED,5695,0,1
Kay Bee Mobile Villa MHP,16131/296,72718457,c47f0f80-c75e-11f0-9842-6d029661c338,100,PIN,NOT FLIPPED,NOT FLIPPED,5499,4,1
Kay Bee Mobile Villa MHP,16131/296,72722210,9bb29270-c75e-11f0-9842-6d029661c338,101,PIN,NOT FLIPPED,NOT FLIPPED,5532,0,1
Kay Bee Mobile Villa MHP,16131/296,72723044,a96c5db0-c75e-11f0-9842-6d029661c338,102,PIN,FLIPPED,FLIPPED,0,4000,2
Kay Bee Mobile Villa MHP,16131/296,70271653,a4a2b810-cfab-11f0-9bfa-a7eff651ff22,103,PIN,FLIPPED,FLIPPED,2,5738,2
Kay Bee Mobile Villa MHP,16131/296,72720214,b8003540-c75e-11f0-9842-6d029661c338,104,PIN,FLIPPED,FLIPPED,0,5990,2
Kay Bee Mobile Villa MHP,16131/296,72714258,07d5e8b0-c437-11f0-9842-6d029661c338,106,PIN,FLIPPED,FLIPPED,9,5767,2
Kay Bee Mobile Villa MHP,16131/296,72719604,d43dd040-c813-11f0-9842-6d029661c338,11,PIN,NOT FLIPPED,NOT FLIPPED,5800,0,1
Kay Bee Mobile Villa MHP,16131/296,72718192,f9fd3460-c813-11f0-9842-6d029661c338,12,PIN,NOT FLIPPED,NOT FLIPPED,5825,0,1
Kay Bee Mobile Villa MHP,16131/296,72714043,a6a85970-c813-11f0-9842-6d029661c338,13,PIN,NOT FLIPPED,NOT FLIPPED,539,130,1
Kay Bee Mobile Villa MHP,16131/296,72385923,0b78eee0-82e2-11f0-8b4a-0d0197d44616,16,PIN,FLIPPED,FLIPPED,0,5553,2
Kay Bee Mobile Villa MHP,16131/296,72724497,b91ceda0-c813-11f0-9842-6d029661c338,18,PIN,NOT FLIPPED,NOT FLIPPED,5209,1,1
Kay Bee Mobile Villa MHP,16131/296,72719513,23e42220-c814-11f0-9842-6d029661c338,19,PIN,NOT FLIPPED,NOT FLIPPED,3326,16,1
Kay Bee Mobile Villa MHP,16131/296,72715677,acea1610-cf9e-11f0-9bfa-a7eff651ff22,2,PIN,NOT FLIPPED,NOT FLIPPED,5647,0,1
Kay Bee Mobile Villa MHP,16131/296,72717012,f8b57ad0-c431-11f0-9842-6d029661c338,20,PIN,FLIPPED,FLIPPED,0,5531,2
Kay Bee Mobile Villa MHP,16131/296,72715974,f9fd4ad0-c436-11f0-9842-6d029661c338,21,PIN,FLIPPED,FLIPPED,0,5711,2
Kay Bee Mobile Villa MHP,16131/296,72719802,c7760620-c813-11f0-9842-6d029661c338,22,PIN,FLIPPED,FLIPPED,0,1404,2
Kay Bee Mobile Villa MHP,16131/296,72722087,f0e8bb30-cf9b-11f0-9bfa-a7eff651ff22,23,PIN,FLIPPED,FLIPPED,0,5757,2
Kay Bee Mobile Villa MHP,16131/296,72720552,c69e6370-c816-11f0-9842-6d029661c338,24,PIN,FLIPPED,FLIPPED,0,5668,2
Kay Bee Mobile Villa MHP,16131/296,72720636,12d45d30-cfab-11f0-9bfa-a7eff651ff22,25,PIN,FLIPPED,FLIPPED,0,5695,2
Kay Bee Mobile Villa MHP,16131/296,72715370,a69ee390-c813-11f0-9842-6d029661c338,26,PIN,NOT FLIPPED,NOT FLIPPED,5708,2,1
Kay Bee Mobile Villa MHP,16131/296,72717665,a804bdd0-c431-11f0-9842-6d029661c338,3,PIN,FLIPPED,FLIPPED,1,5306,2
Kay Bee Mobile Villa MHP,16131/296,70272073,cbe7ec20-cf9b-11f0-9bfa-a7eff651ff22,30,PIN,NOT FLIPPED,NOT FLIPPED,5320,0,1
Kay Bee Mobile Villa MHP,16131/296,72715412,61540960-cfab-11f0-9bfa-a7eff651ff22,31,PIN,FLIPPED,FLIPPED,0,293,2
Kay Bee Mobile Villa MHP,16131/296,72722095,49822120-cf9f-11f0-9bfa-a7eff651ff22,34,PIN,FLIPPED,FLIPPED,0,1434,2
Kay Bee Mobile Villa MHP,16131/296,72722343,cd39daa0-c813-11f0-9842-6d029661c338,35,PIN,NOT FLIPPED,NOT FLIPPED,2015,25,1
Kay Bee Mobile Villa MHP,16131/296,72717640,834ae710-cf9b-11f0-9bfa-a7eff651ff22,36,PIN,NOT FLIPPED,NOT FLIPPED,5567,0,1
Kay Bee Mobile Villa MHP,16131/296,72719885,aa4c0d10-c813-11f0-9842-6d029661c338,39,PIN,NOT FLIPPED,NOT FLIPPED,5762,5,1
Kay Bee Mobile Villa MHP,16131/296,72720248,940b9670-cfab-11f0-9bfa-a7eff651ff22,4,PIN,FLIPPED,FLIPPED,0,5512,2
Kay Bee Mobile Villa MHP,16131/296,72724521,871a1b80-c81c-11f0-9842-6d029661c338,40,PIN,NOT FLIPPED,NOT FLIPPED,5909,0,1
Kay Bee Mobile Villa MHP,16131/296,72714860,afc3bd60-c813-11f0-9842-6d029661c338,41,PIN,FLIPPED,FLIPPED,1,4847,2
