group,lever,serial,id,apt,tier,reported,draws,pos,neg,waterFlowDir_to_write
Noble Estates MHC-Cust,16130/296,75362770,5fba2890-3aa0-11f1-b198-172a4a9f25c9,525,PIN,FLIPPED,FLIPPED,0,527,2
Oak Grove MHC,362/209,72723325,6df37640-d4d5-11f0-b691-d965a62fa4fa,100,PIN-B,FLIPPED,FLIPPED,755,2661,2
Oak Grove MHC,362/209,72716154,83121b30-d79b-11f0-b691-d965a62fa4fa,102,PIN,NOT FLIPPED,NOT FLIPPED,5030,8,1
Oak Grove MHC,362/209,72715305,c8628df0-d4d5-11f0-b691-d965a62fa4fa,P,PIN-B,NOT FLIPPED,NOT FLIPPED,2186,947,1
Oak Tree MHP,16130/296,75370211,005046d0-0c3f-11f1-8768-5551e7a34f27,0,PIN,FLIPPED,FLIPPED,126,5125,2
Oak Tree MHP,16130/296,72716220,da6dddc0-c426-11f0-9842-6d029661c338,12,PIN,FLIPPED,FLIPPED,1,4649,2
Oak Tree MHP,16130/296,75369676,65f28f40-59f9-11f1-b1bb-f3574cce671d,15,PIN,NOT FLIPPED,NOT FLIPPED,5191,0,1
Oak Tree MHP,16130/296,70271794,4a145320-c427-11f0-9842-6d029661c338,16,PIN,FLIPPED,FLIPPED,0,480,2
Oak Tree MHP,16130/296,75367480,2ef8bfd0-0c35-11f1-8768-5551e7a34f27,2,PIN,FLIPPED,FLIPPED,3,5610,2
Oak Tree MHP,16130/296,75370153,9e076200-0c35-11f1-8768-5551e7a34f27,21,PIN,FLIPPED,FLIPPED,0,5567,2
Oak Tree MHP,16130/296,72721758,12c27d70-c427-11f0-9842-6d029661c338,22,PIN,NOT FLIPPED,NOT FLIPPED,5542,0,1
Oak Tree MHP,16130/296,72720164,c3f9ba50-c426-11f0-9842-6d029661c338,24,PIN,NOT FLIPPED,NOT FLIPPED,5900,0,1
Oak Tree MHP,16130/296,70261456,fab47360-626e-11f0-8658-7f4e94e41769,25,PIN,NOT FLIPPED,NOT FLIPPED,4658,0,1
Oak Tree MHP,16130/296,75360204,afcb2190-59f9-11f1-b1bb-f3574cce671d,7,PIN,FLIPPED,FLIPPED,0,5730,2
Oak Tree MHP,16130/296,70270408,d4af08c0-6272-11f0-8658-7f4e94e41769,9,PIN,NOT FLIPPED,NOT FLIPPED,5426,0,1
Oaklawn Park HOA - Cust,15090/254,75360071,f4b70310-0c69-11f1-8768-5551e7a34f27,2614EOC,PIN,FLIPPED,FLIPPED,9,5676,2
Oaklawn Park HOA - Cust,15090/254,75368082,7a5905f0-0c69-11f1-8768-5551e7a34f27,2615EOC,PIN,NOT FLIPPED,NOT FLIPPED,5387,6,1
Oaklawn Park HOA - Cust,15090/254,68612520,44113eb0-a0cf-11ef-82ac-6ff8f1723c66,2616EOC,PIN,NOT FLIPPED,NOT FLIPPED,5365,14,1
Oaklawn Park HOA - Cust,15090/254,72723986,0d950550-0c90-11f1-8768-5551e7a34f27,2618EOC,PIN,FLIPPED,FLIPPED,5,5360,2
Oaklawn Park HOA - Cust,15090/254,72714274,75f42530-0c69-11f1-8768-5551e7a34f27,2619EOC,PIN,FLIPPED,FLIPPED,2,5570,2
Oaklawn Park HOA - Cust,15090/254,75365666,43a221d0-0c97-11f1-8768-5551e7a34f27,2620EOC,PIN,NOT FLIPPED,NOT FLIPPED,5183,13,1
Oaklawn Park HOA - Cust,15090/254,75362812,038f5db0-0c6a-11f1-8768-5551e7a34f27,2621EOC,PIN,NOT FLIPPED,NOT FLIPPED,4763,1,1
Oaklawn Park HOA - Cust,15090/254,65830401,33aa3560-01d5-11f0-92a4-09772dfb61f8,2623EOC,PIN,NOT FLIPPED,NOT FLIPPED,312,0,1
Oaklawn Park HOA - Cust,15090/254,75360329,c4dcc530-0c91-11f1-8768-5551e7a34f27,2624EOC,PIN,NOT FLIPPED,NOT FLIPPED,5358,0,1
Oaklawn Park HOA - Cust,15090/254,75372894,64100a00-0c91-11f1-8768-5551e7a34f27,2624EOD,PIN,NOT FLIPPED,NOT FLIPPED,5414,0,1
Oaklawn Park HOA - Cust,15090/254,65824776,0c90ece0-e073-11ef-a5fd-a97d57576080,2625EOC,PIN,FLIPPED,FLIPPED,0,5450,2
Oaklawn Park HOA - Cust,15090/254,75365062,7bac59c0-0c91-11f1-8768-5551e7a34f27,2626EOC,PIN,NOT FLIPPED,NOT FLIPPED,623,217,1
Oaklawn Park HOA - Cust,15090/254,75361699,651feca0-0c3f-11f1-8768-5551e7a34f27,2628EOC,PIN,FLIPPED,FLIPPED,11,5539,2
Oaklawn Park HOA - Cust,15090/254,75370161,d251ed80-0c69-11f1-8768-5551e7a34f27,2628EOD,PIN,FLIPPED,FLIPPED,1,2878,2
Oaklawn Park HOA - Cust,15090/254,70268642,afb7a540-66b4-11f0-8658-7f4e94e41769,2629EOC,PIN,NOT FLIPPED,NOT FLIPPED,5565,0,1
Oaklawn Park HOA - Cust,15090/254,75362010,206e3240-0c91-11f1-8768-5551e7a34f27,2630EOC,PIN,FLIPPED,FLIPPED,37,5461,2
Oaklawn Park HOA - Cust,15090/254,70260326,8c7399e0-5246-11f0-acb1-514e01860b07,2630EOD,PIN,NOT FLIPPED,NOT FLIPPED,4096,1,1
Oaklawn Park HOA - Cust,15090/254,75364974,9dfec720-0c90-11f1-8768-5551e7a34f27,2636EOD,PIN,FLIPPED,FLIPPED,0,5592,2
Oaklawn Park HOA - Cust,15090/254,75367118,d0412430-0c90-11f1-8768-5551e7a34f27,2641EOD,PIN,FLIPPED,FLIPPED,2,5573,2
Oaklawn Park HOA - Cust,15090/254,75370237,97f5d350-0c90-11f1-8768-5551e7a34f27,2643EOD,PIN,FLIPPED,FLIPPED,7,5133,2
Oaklawn Park HOA - Cust,15090/254,75364693,8390fac0-f8ae-11f0-b153-63024d3301e1,2645EOD,PIN,FLIPPED,FLIPPED,0,5336,2
Oaklawn Park HOA - Cust,15090/254,75372357,971e3800-0c90-11f1-8768-5551e7a34f27,2647EOD,PIN,FLIPPED,FLIPPED,23,5197,2
Oaklawn Park HOA - Cust,15090/254,72720966,fa13ff70-0c69-11f1-8768-5551e7a34f27,3311SOC,PIN,NOT FLIPPED,NOT FLIPPED,5339,0,1
Oaklawn Park HOA - Cust,15090/254,75360386,02fafb30-0c91-11f1-8768-5551e7a34f27,3313SOC,PIN,FLIPPED,FLIPPED,0,5554,2
Oaklawn Park HOA - Cust,15090/254,75362994,5b53ab70-0c90-11f1-8768-5551e7a34f27,3315SOC,PIN,NOT FLIPPED,NOT FLIPPED,5945,0,1
Oaklawn Park HOA - Cust,15090/254,72723713,c1d5bc30-0c90-11f1-8768-5551e7a34f27,3317SOC,PIN,NOT FLIPPED,NOT FLIPPED,4408,0,1
Oaklawn Park HOA - Cust,15090/254,75363638,0a2d2230-0c90-11f1-8768-5551e7a34f27,3320SOC,PIN,FLIPPED,FLIPPED,0,5736,2
Oaklawn Park HOA - Cust,15090/254,75369916,aab1f7d0-0c90-11f1-8768-5551e7a34f27,3321SOC,PIN,NOT FLIPPED,NOT FLIPPED,5382,0,1
Oaklawn Park HOA - Cust,15090/254,72716246,13630330-c427-11f0-9842-6d029661c338,3322SOC,PIN,FLIPPED,FLIPPED,1,5401,2
Oaklawn Park HOA - Cust,15090/254,77057034,0f26dfa0-26b4-11f0-8272-45e3ef110760,3323SOC,PIN,FLIPPED,FLIPPED,0,5188,2
Oaklawn Park HOA - Cust,15090/254,72714803,d2188e00-0c69-11f1-8768-5551e7a34f27,3324SOC,PIN,NOT FLIPPED,NOT FLIPPED,5631,0,1
Oaklawn Park HOA - Cust,15090/254,75363059,945ca2d0-0c97-11f1-8768-5551e7a34f27,3325SOC,PIN,FLIPPED,FLIPPED,0,5613,2
Oaklawn Park HOA - Cust,15090/254,65827159,d4f4a850-01fe-11f0-92a4-09772dfb61f8,3326SOC,PIN,NOT FLIPPED,NOT FLIPPED,5402,0,1
Oaklawn Park HOA - Cust,15090/254,75367811,cb33ce70-0c90-11f1-8768-5551e7a34f27,3330SOC,PIN,FLIPPED,FLIPPED,0,5364,2
Oaklawn Park HOA - Cust,15090/254,75362911,230cf900-0c91-11f1-8768-5551e7a34f27,3332SOC,PIN,FLIPPED,FLIPPED,0,4873,2
Oaklawn Park HOA - Cust,15090/254,75370781,a5f903a0-0c90-11f1-8768-5551e7a34f27,3334SOC,PIN,FLIPPED,FLIPPED,0,5664,2
Oaklawn Park HOA - Cust,15090/254,65826300,19451d50-e247-11ef-a5fd-a97d57576080,3340SOC,PIN,FLIPPED,FLIPPED,42,4984,2
Oaklawn Park HOA - Cust,15090/254,70273139,0269fee0-6134-11f0-9fcd-87e94e720126,3341SOC,PIN,FLIPPED,FLIPPED,0,5373,2
Oaklawn Park HOA - Cust,15090/254,75362150,58004540-0c91-11f1-8768-5551e7a34f27,3342SOC,PIN,NOT FLIPPED,NOT FLIPPED,5488,48,1
Oaklawn Park HOA - Cust,15090/254,70271067,d01cbf10-520e-11f0-acb1-514e01860b07,3343SOC,PIN,NOT FLIPPED,NOT FLIPPED,5539,0,1
Oaklawn Park HOA - Cust,15090/254,75373769,1e8749d0-0c91-11f1-8768-5551e7a34f27,3344SOC,PIN,FLIPPED,FLIPPED,0,3468,2
Oaklawn Park HOA - Cust,15090/254,75370559,5a90d0a0-0c90-11f1-8768-5551e7a34f27,3345SOC,PIN,NOT FLIPPED,NOT FLIPPED,5275,1,1
Oaklawn Park HOA - Cust,15090/254,72722491,6c3bb7c0-0c86-11f1-8768-5551e7a34f27,3346SOC,PIN,FLIPPED,FLIPPED,2,5389,2
Oaklawn Park HOA - Cust,15090/254,77057976,36026220-26b4-11f0-8272-45e3ef110760,3348SOC,PIN,NOT FLIPPED,NOT FLIPPED,4767,1,1
Oaklawn Park HOA - Cust,15090/254,75361442,26f95dc0-f8ae-11f0-b153-63024d3301e1,3349SOC,PIN,FLIPPED,FLIPPED,6,5238,2
Oaklawn Park HOA - Cust,15090/254,75367175,c1888690-0c90-11f1-8768-5551e7a34f27,3350SOC,PIN,NOT FLIPPED,NOT FLIPPED,505,0,1
Oaklawn Park HOA - Cust,15090/254,75362309,e5af5b10-0c69-11f1-8768-5551e7a34f27,3351SOC,PIN,FLIPPED,FLIPPED,0,5660,2
Oaklawn Park HOA - Cust,15090/254,75368124,914893c0-0c91-11f1-8768-5551e7a34f27,3352SOC,PIN,FLIPPED,FLIPPED,1,4753,2
Oaklawn Park HOA - Cust,15090/254,72720511,c52bafb0-0c69-11f1-8768-5551e7a34f27,3356SOC,PIN,FLIPPED,FLIPPED,7,5386,2
Oaklawn Park HOA - Cust,15090/254,65822168,af791a40-bdbe-11ef-8f43-73c96c0de66f,3360SOC,PIN,FLIPPED,FLIPPED,2,5643,2
Oaklawn Park HOA - Cust,15090/254,75363968,65da8640-0c90-11f1-8768-5551e7a34f27,3362SOC,PIN,FLIPPED,FLIPPED,45,4184,2
Oaklawn Park HOA - Cust,15090/254,65828009,34e79d20-bb65-11ef-8f43-73c96c0de66f,3364SOC,PIN,FLIPPED,FLIPPED,0,5302,2
Oaklawn Park HOA - Cust,15090/254,72724174,724a5f40-f8ae-11f0-b153-63024d3301e1,3366SOC,PIN,FLIPPED,FLIPPED,9,5803,2
Oaklawn Park HOA - Cust,15090/254,72723473,56358cd0-0c90-11f1-8768-5551e7a34f27,3368SOC,PIN,FLIPPED,FLIPPED,1,5733,2
Oaklawn Park HOA - Cust,15090/254,72717756,7afaeb40-0c69-11f1-8768-5551e7a34f27,3370SOC,PIN,FLIPPED,FLIPPED,1,1968,2
Oaklawn Park HOA - Cust,15090/254,75372159,77a43f00-0c91-11f1-8768-5551e7a34f27,3372SOC,PIN,NOT FLIPPED,NOT FLIPPED,5178,0,1
Oaklawn Park HOA - Cust,15090/254,75363067,0f00e440-f8ae-11f0-b153-63024d3301e1,3376SOC,PIN,NOT FLIPPED,NOT FLIPPED,5316,0,1
Oaklawn Park HOA - Cust,15090/254,75364255,013fd6f0-0c3f-11f1-8768-5551e7a34f27,3383SOC,PIN,FLIPPED,FLIPPED,0,4845,2
Oaklawn Park HOA - Cust,15090/254,75361327,cf8415c0-0c90-11f1-8768-5551e7a34f27,3387SOC,PIN,FLIPPED,FLIPPED,4,5631,2
Oaklawn Park HOA - Cust,15090/254,70269723,dd1eed90-5223-11f0-acb1-514e01860b07,3391SOC,PIN,FLIPPED,FLIPPED,4,5247,2
Oaklawn Park HOA - Cust,15090/254,75373207,a78b6370-0c90-11f1-8768-5551e7a34f27,3400SOC,PIN,NOT FLIPPED,NOT FLIPPED,4744,0,1
Oaklawn Park HOA - Cust,15090/254,75372753,dce73580-0c90-11f1-8768-5551e7a34f27,3401SOC,PIN,FLIPPED,FLIPPED,0,3555,2
Oaklawn Park HOA - Cust,15090/254,65828512,a657bd40-be4a-11ef-8f43-73c96c0de66f,3402SOC,PIN,FLIPPED,FLIPPED,1,5316,2
Oaklawn Park HOA - Cust,15090/254,75363513,9c361510-0c90-11f1-8768-5551e7a34f27,3403SOC,PIN,NOT FLIPPED,NOT FLIPPED,5612,6,1
Oaklawn Park HOA - Cust,15090/254,75373652,5b94b6a0-0c91-11f1-8768-5551e7a34f27,3406SOC,PIN,NOT FLIPPED,NOT FLIPPED,4872,0,1
Oaklawn Park HOA - Cust,15090/254,65830708,4beb67b0-0285-11f0-92a4-09772dfb61f8,3407SOC,PIN,FLIPPED,FLIPPED,1,5134,2
Oaklawn Park HOA - Cust,15090/254,75372506,6da88d30-0c91-11f1-8768-5551e7a34f27,3408SOC,PIN,FLIPPED,FLIPPED,1,5194,2
Oaklawn Park HOA - Cust,15090/254,68612850,1b4a7d70-be5c-11ef-8f43-73c96c0de66f,3409SOC,PIN,FLIPPED,FLIPPED,0,5630,2
Oaklawn Park HOA - Cust,15090/254,72720461,75c459a0-cfc3-11f0-9bfa-a7eff651ff22,3410SOC,PIN,NOT FLIPPED,NOT FLIPPED,5337,3,1
Oaklawn Park HOA - Cust,15090/254,75367134,7ac13da0-0c69-11f1-8768-5551e7a34f27,3411SOC,PIN,FLIPPED,FLIPPED,8,4810,2
Oaklawn Park HOA - Cust,15090/254,75363117,6eb537b0-0c90-11f1-8768-5551e7a34f27,3420SOC,PIN,FLIPPED,FLIPPED,22,5484,2
Oaklawn Park HOA - Cust,15090/254,75367233,878e09a0-0c91-11f1-8768-5551e7a34f27,3421SOC,PIN,FLIPPED,FLIPPED,16,5626,2
Oaklawn Park HOA - Cust,15090/254,75363653,6408de10-0c91-11f1-8768-5551e7a34f27,3422SOC,PIN,NOT FLIPPED,NOT FLIPPED,174,0,1
Oaklawn Park HOA - Cust,15090/254,75368553,bd29c050-0c90-11f1-8768-5551e7a34f27,3423SOC,PIN,NOT FLIPPED,NOT FLIPPED,5170,3,1
Oaklawn Park HOA - Cust,15090/254,75370229,f1365610-0c90-11f1-8768-5551e7a34f27,3424SOC,PIN,NOT FLIPPED,NOT FLIPPED,148,0,1
Oaklawn Park HOA - Cust,15090/254,65830542,903fe7e0-e4dc-11ef-a76f-4d93d4a482f0,3425SOC,PIN,NOT FLIPPED,NOT FLIPPED,5273,11,1
Oaklawn Park HOA - Cust,15090/254,70269731,937b4de0-666f-11f0-8658-7f4e94e41769,3426SOC,PIN,FLIPPED,FLIPPED,0,5321,2
Oaklawn Park HOA - Cust,15090/254,75363844,70c74ed0-0c90-11f1-8768-5551e7a34f27,3427SOC,PIN,FLIPPED,FLIPPED,1,5310,2
Oaklawn Park HOA - Cust,15090/254,77058016,19155ef0-269c-11f0-8272-45e3ef110760,3428SOC,PIN,NOT FLIPPED,NOT FLIPPED,5625,4,1
Oaklawn Park HOA - Cust,15090/254,75371078,149e83c0-0c91-11f1-8768-5551e7a34f27,3429SOC,PIN,NOT FLIPPED,NOT FLIPPED,5491,8,1
Oaklawn Park HOA - Cust,15090/254,75369981,216bb470-f8ae-11f0-b153-63024d3301e1,3430SOC,PIN,FLIPPED,FLIPPED,359,3740,2
Oaklawn Park HOA - Cust,15090/254,65825070,c8a49640-be52-11ef-8f43-73c96c0de66f,3431SOC,PIN,FLIPPED,FLIPPED,0,5629,2
Oaklawn Park HOA - Cust,15090/254,75373173,6ec82e00-0c91-11f1-8768-5551e7a34f27,3434SOC,PIN,FLIPPED,FLIPPED,0,5771,2
Oaklawn Park HOA - Cust,15090/254,75363315,5ab2fea0-0c90-11f1-8768-5551e7a34f27,3436SOC,PIN,FLIPPED,FLIPPED,0,5468,2
Oaklawn Park HOA - Cust,15090/254,75363851,0cbe0640-0c90-11f1-8768-5551e7a34f27,3438SOC,PIN,FLIPPED,FLIPPED,1,3304,2
Oaklawn Park HOA - Cust,15090/254,65823497,d0fc0490-b989-11ef-8f43-73c96c0de66f,3440SOC,PIN,FLIPPED,FLIPPED,0,5267,2
Oaklawn Park HOA - Cust,15090/254,65822663,47811c70-c7b0-11ef-8f43-73c96c0de66f,3441SOC,PIN,NOT FLIPPED,NOT FLIPPED,3923,2,1
Oaklawn Park HOA - Cust,15090/254,72721014,ff48fc60-c426-11f0-9842-6d029661c338,3442SOC,PIN,FLIPPED,FLIPPED,0,5506,2
Oaklawn Park HOA - Cust,15090/254,75374478,7a41ad60-0c69-11f1-8768-5551e7a34f27,3443SOC,PIN,NOT FLIPPED,NOT FLIPPED,5249,15,1
Oaklawn Park HOA - Cust,15090/254,77054940,bd66b100-3d05-11f0-8e55-b138a1c03c8e,3444SOC,PIN,FLIPPED,FLIPPED,1,5772,2
Oaklawn Park HOA - Cust,15090/254,75370203,3127beb0-0c3e-11f1-8768-5551e7a34f27,3445SOC,PIN,FLIPPED,FLIPPED,7,5483,2
Oaklawn Park HOA - Cust,15090/254,75370179,69fa47b0-0c90-11f1-8768-5551e7a34f27,3446SOC,PIN,NOT FLIPPED,NOT FLIPPED,5352,0,1
Oaklawn Park HOA - Cust,15090/254,75364164,c135bd60-0c69-11f1-8768-5551e7a34f27,3447SOC,PIN,NOT FLIPPED,NOT FLIPPED,2945,124,1
Oaklawn Park HOA - Cust,15090/254,77055707,872007d0-3504-11f0-8e55-b138a1c03c8e,3448SOC,PIN,FLIPPED,FLIPPED,0,5372,2
Oaklawn Park HOA - Cust,15090/254,75369536,659daee0-0c91-11f1-8768-5551e7a34f27,3450SOC,PIN,FLIPPED,FLIPPED,3,5693,2
Oaklawn Park HOA - Cust,15090/254,75373579,a6395b40-0c80-11f1-8768-5551e7a34f27,3451SOC,PIN,FLIPPED,FLIPPED,0,5373,2
Oaklawn Park HOA - Cust,15090/254,77059600,651b3ab0-3504-11f0-8e55-b138a1c03c8e,3452SOC,PIN,NOT FLIPPED,NOT FLIPPED,3924,0,1
Oaklawn Park HOA - Cust,15090/254,70265416,10ade660-a92d-11f0-98a7-c3bc57f9afe3,3454SOC,PIN,FLIPPED,FLIPPED,0,4908,2
Oaklawn Park HOA - Cust,15090/254,75368108,626fa070-0c91-11f1-8768-5551e7a34f27,3455SOC,PIN,FLIPPED,FLIPPED,0,5523,2
Oaklawn Park HOA - Cust,15090/254,75362853,9c1bfd60-0c90-11f1-8768-5551e7a34f27,3457SOC,PIN,NOT FLIPPED,NOT FLIPPED,73,0,1
Oaklawn Park HOA - Cust,15090/254,75363208,6dc95ba0-0c91-11f1-8768-5551e7a34f27,3463SOC,PIN,FLIPPED,FLIPPED,0,5447,2
Oaklawn Park HOA - Cust,15090/254,75360881,14d91bc0-0c91-11f1-8768-5551e7a34f27,3467SOC,PIN,FLIPPED,FLIPPED,0,5607,2
Oaklawn Park HOA - Cust,15090/254,72723648,0a39cc60-0c90-11f1-8768-5551e7a34f27,3469SOC,PIN,FLIPPED,FLIPPED,2,4009,2
Oaklawn Park HOA - Cust,15090/254,65823752,5d8a7840-b99b-11ef-8f43-73c96c0de66f,3471SOC,PIN,NOT FLIPPED,NOT FLIPPED,5448,0,1
Oaklawn Park HOA - Cust,15090/254,75364008,4b6f81f0-0c97-11f1-8768-5551e7a34f27,3473SOC,PIN,FLIPPED,FLIPPED,1,5563,2
Oaklawn Park HOA - Cust,15090/254,72715230,8a54d1f0-0c69-11f1-8768-5551e7a34f27,3475SOC,PIN,FLIPPED,FLIPPED,0,5108,2
Oaklawn Park HOA - Cust,15090/254,75367498,71cf5380-0c91-11f1-8768-5551e7a34f27,3477SOC,PIN,FLIPPED,FLIPPED,0,5614,2
Oaklawn Park HOA - Cust,15090/254,75372621,c10e4d80-0c90-11f1-8768-5551e7a34f27,3480SOC,PIN,NOT FLIPPED,NOT FLIPPED,5343,7,1
Oaklawn Park HOA - Cust,15090/254,75362341,841df050-0c69-11f1-8768-5551e7a34f27,3482SOC,PIN,FLIPPED,FLIPPED,7,5696,2
Oaklawn Park HOA - Cust,15090/254,75369429,4e288ba0-0c90-11f1-8768-5551e7a34f27,3488SOC,PIN,NOT FLIPPED,NOT FLIPPED,5090,0,1
Oaklawn Park HOA - Cust,15090/254,65828660,5de876c0-b99b-11ef-8f43-73c96c0de66f,3489SOC,PIN,FLIPPED,FLIPPED,43,4790,2
Oaklawn Park HOA - Cust,15090/254,77041368,b2a3a450-260b-11f0-8272-45e3ef110760,3491SOC,PIN,FLIPPED,FLIPPED,21,3146,2
Oaklawn Park HOA - Cust,15090/254,72719661,c4f29e50-0c69-11f1-8768-5551e7a34f27,3493SOC,PIN,NOT FLIPPED,NOT FLIPPED,4825,14,1
Oaklawn Park HOA - Cust,15090/254,75366037,15374150-0c91-11f1-8768-5551e7a34f27,3496SOC,PIN,NOT FLIPPED,NOT FLIPPED,5593,51,1
Oaklawn Park HOA - Cust,15090/254,72383852,38804e40-0c91-11f1-8768-5551e7a34f27,3498SOC,PIN,FLIPPED,FLIPPED,20,2607,2
Oaklawn Park HOA - Cust,15090/254,75361400,3500b320-0c3e-11f1-8768-5551e7a34f27,3499SOC,PIN,FLIPPED,FLIPPED,160,3376,2
Oaklawn Park HOA - Cust,15090/254,75370419,b39d55a0-0c91-11f1-8768-5551e7a34f27,3501SOC,PIN,FLIPPED,FLIPPED,15,5544,2
Oaklawn Park HOA - Cust,15090/254,72719950,c62a9760-0c90-11f1-8768-5551e7a34f27,3503SOC,PIN,FLIPPED,FLIPPED,15,5619,2
Oaklawn Park HOA - Cust,15090/254,75373637,da6bfc50-0c90-11f1-8768-5551e7a34f27,3506SOC,PIN,FLIPPED,FLIPPED,11,5248,2
Oaklawn Park HOA - Cust,15090/254,75362101,af640e30-0c90-11f1-8768-5551e7a34f27,3509SOC,PIN,FLIPPED,FLIPPED,126,4846,2
Oaklawn Park HOA - Cust,15090/254,77041301,9a6a3b50-2639-11f0-8272-45e3ef110760,3511SOC,PIN,NOT FLIPPED,NOT FLIPPED,5431,1,1
Oaklawn Park HOA - Cust,15090/254,75361640,106eb230-0c90-11f1-8768-5551e7a34f27,3512SOC,PIN,NOT FLIPPED,NOT FLIPPED,5282,14,1
Oaklawn Park HOA - Cust,15090/254,72722160,02d668e0-c427-11f0-9842-6d029661c338,3517SOC,PIN,NOT FLIPPED,NOT FLIPPED,5136,9,1
Oaklawn Park HOA - Cust,15090/254,75363224,ca1f5bc0-0c91-11f1-8768-5551e7a34f27,3519SOC,PIN,FLIPPED,FLIPPED,3,5872,2
Oaklawn Park HOA - Cust,15090/254,68593134,82a2b410-a2eb-11ef-82ac-6ff8f1723c66,3521SOC,PIN,FLIPPED,FLIPPED,8,3898,2
Oaklawn Park HOA - Cust,15090/254,75374007,30be9640-f8ae-11f0-b153-63024d3301e1,3527SOC,PIN,NOT FLIPPED,NOT FLIPPED,4286,0,1
Oaklawn Park HOA - Cust,15090/254,75363109,c1523450-0c90-11f1-8768-5551e7a34f27,3529SOC,PIN,FLIPPED,FLIPPED,10,5641,2
Oaklawn Park HOA - Cust,15090/254,75374098,cf62ab10-0c90-11f1-8768-5551e7a34f27,3531SOC,PIN,FLIPPED,FLIPPED,2,1658,2
Oaklawn Park HOA - Cust,15090/254,65824149,a4a29330-be4a-11ef-8f43-73c96c0de66f,3537SOC,PIN,NOT FLIPPED,NOT FLIPPED,5243,20,1
Oaklawn Park HOA - Cust,15090/254,70259856,93548c00-666f-11f0-8658-7f4e94e41769,3539SOC,PIN,FLIPPED,FLIPPED,0,4655,2
Oaklawn Park HOA - Cust,15090/254,75372746,c3254270-0c97-11f1-8768-5551e7a34f27,3541SOC,PIN,FLIPPED,FLIPPED,57,3481,2
Oaklawn Park HOA - Cust,15090/254,75361582,5b527d80-0c91-11f1-8768-5551e7a34f27,3547SOC,PIN,NOT FLIPPED,NOT FLIPPED,5834,17,1
Oaklawn Park HOA - Cust,15090/254,75371565,148d1ea0-0c91-11f1-8768-5551e7a34f27,3549SOC,PIN,FLIPPED,FLIPPED,85,1989,2
Oaklawn Park HOA - Cust,15090/254,75370351,5b084a90-0c90-11f1-8768-5551e7a34f27,3551SOC,PIN,NOT FLIPPED,NOT FLIPPED,4861,95,1
Oaklawn Park HOA - Cust,15090/254,70265382,8c8b2740-524b-11f0-acb1-514e01860b07,3557SOC,PIN,NOT FLIPPED,NOT FLIPPED,5184,36,1
Oaklawn Park HOA - Cust,15090/254,75374809,b9c2f930-0c91-11f1-8768-5551e7a34f27,3559SOC,PIN,FLIPPED,FLIPPED,28,5424,2
Oaklawn Park HOA - Cust,15090/254,77059543,eb559110-52bf-11f0-acb1-514e01860b07,3592SOC,PIN,NOT FLIPPED,NOT FLIPPED,5414,24,1
Oaklawn Park HOA - Cust,15090/254,77041756,236b2e10-38b8-11f0-8e55-b138a1c03c8e,3594SOC,PIN,NOT FLIPPED,NOT FLIPPED,2890,66,1
Oaklawn Park HOA - Cust,15090/254,79460588,caa4c8a0-3e87-11f1-b39d-b550dfb4ab8b,3596SOC,PIN,NOT FLIPPED,NOT FLIPPED,5314,88,1
Oswego MHP,16185/314,79459267,79184a70-65bf-11f1-9333-3b2cfe68422f,LOT06,PIN,FLIPPED,FLIPPED,205,4840,2
Oswego MHP,16185/314,75372324,708768b0-65be-11f1-9333-3b2cfe68422f,LOT14,PIN,NOT FLIPPED,NOT FLIPPED,5798,0,1
Pace East,16131/296,75363661,9029c7e0-f317-11f0-8900-8bd481ce9a44,105,PIN,FLIPPED,FLIPPED,0,5708,2
Pace East,16131/296,72383266,6d985af0-8465-11f0-8b4a-0d0197d44616,12,PIN,NOT FLIPPED,NOT FLIPPED,4443,0,1
Pace East,16131/296,70262793,50e8bc70-842d-11f0-8b4a-0d0197d44616,16,PIN,NOT FLIPPED,NOT FLIPPED,5646,1,1
Pace East,16131/296,72717129,8b2c2c70-d4c1-11f0-b691-d965a62fa4fa,20,PIN,NOT FLIPPED,NOT FLIPPED,3800,381,1
Pace East,16131/296,75371409,c5a341c0-f651-11f0-b153-63024d3301e1,22,PIN,NOT FLIPPED,NOT FLIPPED,5578,5,1
Pace East,16131/296,72392028,8b284f20-8420-11f0-8b4a-0d0197d44616,23,PIN,NOT FLIPPED,NOT FLIPPED,5641,9,1
Pace East,16131/296,72378654,a8e1b350-8496-11f0-8b4a-0d0197d44616,26,PIN,FLIPPED,FLIPPED,1,5161,2
Pace East,16131/296,72380171,b6296200-9a72-11f0-b5af-5dfa9891b485,29,PIN,NOT FLIPPED,NOT FLIPPED,5265,0,1
Pace East,16131/296,72389842,2c577b40-8431-11f0-8b4a-0d0197d44616,31,PIN,NOT FLIPPED,NOT FLIPPED,5741,3,1
Pace East,16131/296,75369551,e0a97070-f651-11f0-b153-63024d3301e1,45,PIN,NOT FLIPPED,NOT FLIPPED,4234,9,1
Pace East,16131/296,72386392,2b9cc680-8420-11f0-8b4a-0d0197d44616,56,PIN,NOT FLIPPED,NOT FLIPPED,3475,59,1
Pace East,16131/296,70269368,33d04cf0-8498-11f0-8b4a-0d0197d44616,58,PIN,FLIPPED,FLIPPED,0,2310,2
